id,title,category,start,end,rank,local_rank,phq_attendance,location,labels,entities,duration,updated
5npTXDj84ahBYvd4Er,CF Vanguard Weekly Tournament,sports,2025-09-08T00:30:00Z,2025-09-08T04:30:00Z,30,49,100.0,[-121.66795   36.70216],,[],14400,2025-09-07T02:46:37Z
63jqLPArezzDtmsnQQ,Digimon Weekly Tournaments,sports,2025-09-08T00:30:00Z,2025-09-08T03:00:00Z,30,59,100.0,[-94.42614  35.34315],,[],9000,2025-09-07T02:38:04Z
DgGarwdnC9uEvpAVDY,NWSL - Houston Dash vs San Diego Wave,sports,2025-09-08T00:30:00Z,2025-09-08T02:49:56Z,74,92,15626.0,[-117.1195716   32.7831122],,"[{'category': None, 'description': None, 'entity_id': 'efNUty9piVmcGYmmezWMfB', 'formatted_address': None, 'labels': None, 'name': 'Houston Dash', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'AUeeqd4CbML8R4mnmea2p5', 'formatted_address': None, 'labels': None, 'name': 'San Diego Wave FC', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'gBdYTTMpSKvujLMLRFU7RN', 'formatted_address': '9449 Friars Rd, San Diego, CA 92108, USA', 'labels': None, 'name': 'Snapdragon Stadium', 'recurring': None, 'timezone': None, 'type': 'venue'}]",8396,2025-10-09T17:17:06Z
GjeCekzHr33GfwXzvr,Bi-weekly Amateur Pinball Tournament!,sports,2025-09-08T00:30:00Z,2025-09-08T03:30:00Z,30,53,100.0,[-122.21011   47.83301],,[],10800,2025-08-31T02:36:36Z
YHCNtvKZAiUCvGmLgy,Lake Elsinore Storm vs Inland Empire 66Ers,sports,2025-09-08T00:35:00Z,2025-09-08T00:35:00Z,64,85,5293.0,[-117.2962679   34.0972572],,"[{'category': None, 'description': None, 'entity_id': 't6PNWDCjX4cmbWrd6eSJ6e', 'formatted_address': None, 'labels': None, 'name': 'Inland Empire 66Ers', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'UAjWNrN3UM7Q2hpYxwnzvW', 'formatted_address': None, 'labels': None, 'name': 'Lake Elsinore Storm', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '9LKmqRVdcNYV9MakEmmTvZ', 'formatted_address': 'San Manuel Stadium, 280 S E St, San Bernardino, CA 92401, USA', 'labels': None, 'name': 'San Manuel Stadium', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-09T01:09:36Z
3ga2rBRXuHNATXzxkP,Tournament Guest Badges,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,53,100.0,[-90.28491  38.72283],,[],0,2025-08-17T01:08:55Z
7fX4cVaEHLbJrKrk4p,Angel City FC at NJ/NY Gotham FC,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,41,100.0,[-74.1502  40.7368],,"[{'category': None, 'description': None, 'entity_id': '34EXUpVin44duKxvsKRTeM3', 'formatted_address': 'Harrison, NJ, United States of America', 'labels': None, 'name': 'Sport Illustrated Stadium', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-09T22:23:48Z
A8dHLMJmtTXNHTuuth,LA Comedy Club - Julio Gonzalez (18+ Event),sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,0,0,,[-115.156    36.1473],,"[{'category': None, 'description': None, 'entity_id': 'LHFjxKFpcBV5mSWBWHGUj9', 'formatted_address': None, 'labels': None, 'name': 'Julio Gonzalez - Boxer', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'TePmJgSEJfnB7nP8heyfnC', 'formatted_address': '2000 South Las Vegas Boulevard, Las Vegas, 89104, United States of America', 'labels': None, 'name': 'LA Comedy Club', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-06-17T21:06:53Z
BowcArUwqZGY6wmqzs,Chicago Sky vs Las Vegas Aces,sports,2025-09-08T01:00:00Z,2025-09-08T02:48:57Z,70,87,9646.0,[-115.1781463   36.102909 ],,"[{'category': None, 'description': None, 'entity_id': '37sGD6NC8XUcvtTH6GCnfdW', 'formatted_address': None, 'labels': None, 'name': 'Chicago Sky', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'GGugujshz66KAMVZuaH4s6', 'formatted_address': None, 'labels': None, 'name': 'Las Vegas Aces', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'iPV2ZwsiXcFC45suGF6vzT', 'formatted_address': '3780 Las Vegas Boulevard South, Las Vegas, NV 89158, United States of America', 'labels': None, 'name': 'T-Mobile Arena', 'recurring': None, 'timezone': None, 'type': 'venue'}]",6537,2025-10-24T05:04:17Z
CfRT5DjXXrafU6igQj,Aces vs Sky,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,47,100.0,[-115.165    36.1134],,[],0,2025-06-29T02:09:35Z
E463iWMfnPtWhpSX4t,Fiestas Patrias??,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,49,100.0,[-104.8811    39.76185],,[],0,2025-10-08T04:54:38Z
EMbXF97DMhi5MPbFBp,Lucha Libre Mexicana en vivo  Mascarita Sagrada,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,44,100.0,[-118.27512   33.81778],,[],0,2025-09-07T04:10:14Z
EUQ6NN5udVoycYkEoY,UTEP Miners at Boise State Broncos Womens Soccer,sports,2025-09-08T01:00:00Z,2025-09-08T01:00:00Z,30,53,100.0,[-116.204    43.5941],,[],0,2025-10-07T01:09:13Z
H9KdnKxFJ6FNuBWEqm,Visalia Rawhide vs Stockton Ports,sports,2025-09-08T01:05:00Z,2025-09-08T01:05:00Z,60,79,3113.0,[-121.2973656   37.9550742],,"[{'category': None, 'description': None, 'entity_id': 'Pwdc6MHqezCM5NejNNn3XL', 'formatted_address': None, 'labels': None, 'name': 'Visalia Rawhide', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'CvXereXRxEetsFn5TVXB5W', 'formatted_address': None, 'labels': None, 'name': 'Stockton Ports', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'pKGJEyFTPGwSZgvzPznkXd', 'formatted_address': '404 W Fremont St, Stockton, CA 95203, USA', 'labels': None, 'name': 'Banner Island Ballpark', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-09T02:14:18Z
HdZHg4H2Gmr4UyQ3do,Weekly MTG Casual Commander Tournament,sports,2025-09-08T02:00:00Z,2025-09-08T05:00:00Z,30,49,100.0,[-119.71297   36.80904],,[],10800,2025-09-07T02:38:15Z
J2c4cpexkkgMkkUW7M,Godzilla Card Game Weekly Tournament,sports,2025-09-08T02:00:00Z,2025-09-08T05:00:00Z,30,50,100.0,[-117.17375   33.56272],,[],10800,2025-09-07T02:47:29Z
67RuXB4NuaDWTdGPAc,Extreme Midget Wrestling,sports,2025-09-08T03:00:00Z,2025-09-08T03:00:00Z,30,58,100.0,[-80.627165  41.078325],,"[{'category': None, 'description': None, 'entity_id': 'puHZGBK9pbdjm9tsJyQKGz', 'formatted_address': '1639 Poland Ave, Youngstown, OH 44502, USA', 'labels': None, 'name': ""Papa's Sports Club"", 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-07T00:47:18Z
6HVrtj43j7aPc76ahN,Marian Women's Golf Invite - First Round,sports,2025-09-08T03:00:00Z,2025-09-08T03:00:00Z,30,57,100.0,[-88.476804   43.7535826],,"[{'category': None, 'description': None, 'entity_id': 'gkxieEbzviBADay3msaeyK', 'formatted_address': '560 W Rolling Meadows Dr, Fond du Lac, WI 54937, USA', 'labels': None, 'name': 'Rolling Meadows Golf Course', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-07T02:41:50Z
A9tq6Vv36tAef2xhyr,Austin North Tournament,sports,2025-09-08T03:00:00Z,2025-09-08T03:00:00Z,30,51,100.0,[-97.69671  30.43848],,[],0,2025-07-09T10:21:14Z
C7HQ7qexbUjUuLRDzk,St. John's Red Storm vs Hawaii Womens Volleyball,sports,2025-09-08T03:00:00Z,2025-09-08T03:00:00Z,67,80,7303.0,[-157.8189199   21.2942686],,"[{'category': None, 'description': None, 'entity_id': 'DEf2acSkN4AAz3TfNmQRJC', 'formatted_address': None, 'labels': None, 'name': 'Hawaii Womens Volleyball', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'cJfXGdD5kvEr345WEDdAuH', 'formatted_address': None, 'labels': None, 'name': ""St. John's Red Storm Womens Volleyball"", 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '33PkHKAXw2SUEZnh48b7Zz6', 'formatted_address': '1355 Lower Campus Rd, Honolulu, HI 96822, USA', 'labels': None, 'name': 'Stan Sheriff Center', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-07T11:57:51Z
CbeCRDvB6hrdSkxfdw,Creighton Bluejays at USC Trojans Womens Volleyball,sports,2025-09-08T03:00:00Z,2025-09-08T05:00:00Z,30,41,100.0,[-118.2798644   34.0210072],,"[{'category': None, 'description': None, 'entity_id': 'iE6WAPTQMrEm4tyUHbgCDM', 'formatted_address': '3400 S Figueroa St, Los Angeles, CA 90089, USA', 'labels': None, 'name': 'Galen Center', 'recurring': None, 'timezone': None, 'type': 'venue'}]",7200,2025-10-07T08:37:26Z
GpFfZxFngW8Nbpka9u,Toy con OKC Magic  tournament,sports,2025-09-08T04:00:00Z,2025-09-08T04:00:00Z,30,55,100.0,[-97.60246  35.44316],,[],0,2025-08-31T03:46:15Z
9QYYkYg8uN4Vjds683,Pickleball Play (Co-ed),sports,2025-09-08T13:00:00Z,2025-09-08T15:00:00Z,30,68,100.0,[-84.21546  35.74675],,[],7200,2025-09-07T23:42:47Z
Cj3WUfuXU6p9aLhmNn,"Tee Off ""Fore"" Justice",sports,2025-09-08T13:00:00Z,2025-09-08T13:00:00Z,30,60,100.0,[-84.72246  33.99177],,[],0,2025-08-31T03:20:11Z
HvEZHjPeAMRTHqpAhV,Marian Women's Golf Invite - Round 2,sports,2025-09-08T13:00:00Z,2025-09-08T13:00:00Z,30,62,100.0,[-88.3728873  43.7894331],,"[{'category': None, 'description': None, 'entity_id': 'swkdgczWtmwdwZzzr6eAwu', 'formatted_address': '380 Whispering Springs Dr, Fond du Lac, WI 54937, USA', 'labels': None, 'name': ""Whispering Springs Golf Club (Trep's Trap)"", 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-07T05:39:49Z
UunK7hbi2Juu5fXZuY,Adult Pickleball,sports,2025-09-08T13:00:00Z,2025-09-08T17:00:00Z,30,56,100.0,[-91.68787  41.98664],,[],14400,2025-09-07T04:02:37Z
puAeQFBny5Qe5Y4vK6,FALL Clinic @ Ella Harris Courts - All Skill Levels,sports,2025-09-08T13:00:00Z,2025-09-08T13:00:00Z,30,61,100.0,[-75.22302  39.72573],,[],0,2025-07-13T03:58:56Z
AoxpwgaEgGJQcfm2f8,Fall Fun Play Day,sports,2025-09-08T14:00:00Z,2025-09-08T14:00:00Z,30,50,100.0,[-97.1118128  32.6899562],,"[{'category': None, 'description': None, 'entity_id': 'pc8NdcEZFqqCWmKHuynyHv', 'formatted_address': '500 W Mayfield Rd, Arlington, TX 76014, USA', 'labels': None, 'name': 'Arlington Tennis Center', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-08-10T03:10:08Z
Cqax4DQuafGsH3aDkG,Toddler Special Monday to Friday,sports,2025-09-08T14:00:00Z,2025-09-08T19:00:00Z,30,47,100.0,[-72.78069  41.67052],,[],18000,2025-09-07T03:32:26Z
FHRZTcKCbkBHcwCmGF,Toddler Special Monday to Friday,sports,2025-09-08T14:00:00Z,2025-09-08T19:00:00Z,30,54,100.0,[-73.00719  41.56647],,[],18000,2025-09-07T03:09:44Z
