artist_name,artist_popularity,artist_followers,avg_track_popularity,total_tracks,explicit_ratio,avg_track_duration,lastfm_listeners,lastfm_playcount,plays_per_listener,lastfm_tag_1
Deep Inside,19.0,3154.0,0.0,1,0.0,2.63555,75459.0,421316.0,5.583376403079818,turkish
Deep Purple,65.0,5986611.0,72.0,1,0.0,5.679033333333333,2984301.0,80626476.0,27.016871287447213,hard rock
Deftones,81.0,7710363.0,72.25,4,0.0,4.853270833333333,4038042.0,520225417.0,128.8311060162326,Nu Metal
Delaney Bailey,54.0,292059.0,65.0,1,0.0,4.817333333333333,547208.0,10770646.0,19.682910337568163,folk
Delinquent Habits,53.0,280454.0,57.0,1,1.0,4.244,258823.0,2943454.0,11.372459170939214,Hip-Hop
Demi Lovato,77.0,27288825.0,59.76923076923077,13,0.5384615384615384,3.448955128205128,3227994.0,190086136.0,58.886768686682814,Pop
Denez Prigent,39.0,30106.0,49.0,1,0.0,5.8646666666666665,57674.0,554284.0,9.610639109477408,celtic
Dennis Lucca,20.0,1897.0,30.0,1,0.0,3.0404,56.0,77.0,1.375,Unknown
Denzel Curry,69.0,2858495.0,60.0,1,1.0,3.166233333333333,1558065.0,147602679.0,94.73460927496606,Hip-Hop
Deorro,64.0,1266989.0,65.0,1,0.0,3.5329166666666665,891620.0,9716711.0,10.897816334312823,House
Depeche Mode,73.0,7379623.0,69.66666666666667,3,0.0,4.128088888888889,4315516.0,286764080.0,66.44954624197894,Electronic
Dermot Kennedy,68.0,1668880.0,64.5,2,0.0,3.7721583333333335,595033.0,14552980.0,24.45743345327066,singer-songwriter
Desiigner,58.0,3553104.0,66.0,2,1.0,4.1218916666666665,844106.0,8944575.0,10.596506836819072,Hip-Hop
Destiny's Child,69.0,8144782.0,57.75,4,0.0,4.1709375,3282702.0,56431789.0,17.190652395496148,RnB
Destroy Boys,55.0,575297.0,0.0,1,0.0,3.1821166666666665,706191.0,23479510.0,33.24810143431451,Garage Rock
Diamond Rio,55.0,1031892.0,68.0,1,0.0,3.30555,302638.0,2653266.0,8.767127723550908,Country
Diamond Thug,32.0,12270.0,36.0,1,0.0,3.1900666666666666,59493.0,254461.0,4.27715865732103,Electronic
Diana Ross,65.0,2204126.0,70.0,1,0.0,4.093333333333334,1685591.0,18841155.0,11.177773849053535,soul
Dianna Lopez,36.0,57942.0,36.0,1,0.0,4.0,99345.0,714313.0,7.190225980170114,indie
Dici,25.0,3680.0,43.0,1,0.0,2.6984,5158.0,20529.0,3.9800310197751054,Pop
Dick Dale,41.0,137984.0,47.0,1,0.0,2.2662166666666668,508804.0,4348338.0,8.546194605388322,surf rock
Diddy - Dirty Money,48.0,129604.0,65.0,1,0.0,3.9782166666666665,635970.0,3948516.0,6.208651351478843,Hip-Hop
Dido,72.0,2153479.0,77.5,2,0.0,3.82,2840750.0,59023231.0,20.777340843087213,Pop
Diego Mitre,56.0,28150.0,34.0,1,0.0,2.9180166666666665,47000.0,624547.0,13.288234042553192,Unknown
Dierks Bentley,65.0,3315988.0,48.71428571428572,7,0.0,3.702121428571429,887486.0,12809903.0,14.4339212111515,Country
Diplo,77.0,2812337.0,47.2,5,1.0,2.38262,2006933.0,34191071.0,17.03647854711642,Electronic
Dire Straits,77.0,8845285.0,43.0,2,0.0,5.808533333333333,3411204.0,109852336.0,32.20339094349092,classic rock
Disclosure,73.0,2342918.0,56.0,3,0.0,4.383427777777778,2365586.0,71700300.0,30.30974143404636,Electronic
Disco Lines,75.0,275333.0,92.0,1,1.0,2.733233333333333,664714.0,8021513.0,12.06761554593404,dance
Disturbed,74.0,7646449.0,61.285714285714285,7,0.1428571428571428,3.956533333333333,3478201.0,171053576.0,49.1787495892273,Nu Metal
Dj Pegamento,21.0,1044.0,0.0,1,0.0,3.424933333333333,1165.0,2954.0,2.5356223175965664,Unknown
Djo,73.0,2322081.0,89.0,1,0.0,2.6540833333333333,1982817.0,70160092.0,35.384048048811366,psychedelic Pop
Dmitri Shostakovich,60.0,531897.0,0.0,1,0.0,3.7617666666666665,1077489.0,12810217.0,11.88895385474933,Classical
Doc Watson,46.0,127294.0,45.0,1,0.0,2.9888833333333333,233601.0,2878652.0,12.322943823014455,bluegrass
Doechii,76.0,3227707.0,75.0,3,1.0,3.8246,1869476.0,85333311.0,45.64557715637965,Rap
Doja Cat,86.0,34735147.0,68.66666666666667,30,0.9666666666666668,3.345935,3439841.0,433024222.0,125.8849528219473,Pop
Dolly Parton,70.0,2969733.0,72.33333333333333,3,0.0,3.1853277777777778,2204734.0,35216773.0,15.973252555637098,Country
Dominic Fike,74.0,2222327.0,61.75,4,0.0,2.8816875,2190207.0,132691389.0,60.58394891441768,indie
Don Diablo,64.0,1844627.0,62.0,1,0.0,2.4,666777.0,10400209.0,15.597732075341533,House
Don Toliver,85.0,7465428.0,60.25,4,0.5,3.4127541666666668,2307154.0,221717755.0,96.10011078584265,Rap
Donna Missal,36.0,103077.0,25.0,1,0.0,3.2977333333333334,145753.0,1633514.0,11.20741254039368,indie
Dorothy,53.0,411540.0,44.5,2,0.0,3.4732583333333333,312361.0,4625515.0,14.808234702795804,hard rock
Dove Cameron,70.0,5531011.0,41.0,3,1.0,2.662233333333333,1214166.0,27712214.0,22.824073479244188,Pop
Dr. Dog,62.0,646601.0,59.0,1,0.0,3.626883333333333,1727067.0,35951284.0,20.816380603647687,indie
Dr. Dre,78.0,15085473.0,73.16666666666667,6,1.0,4.0092888888888885,3868681.0,86730258.0,22.41856022763314,Hip-Hop
Drake,95.0,103039388.0,65.43023255813954,86,0.8488372093023255,3.8601127906976735,6520024.0,1071097582.0,164.27816554049494,Hip-Hop
Dream Chaos,49.0,14451.0,2.0,1,0.0,3.286483333333333,32476.0,206008.0,6.343392043355093,House
Dream Wife,25.0,72476.0,0.0,1,1.0,3.8405833333333335,125030.0,1434000.0,11.46924738062865,rock
Dreamville,61.0,821037.0,35.0,1,1.0,4.226616666666667,881653.0,35718592.0,40.51320871136377,Rap
Drenchill,51.0,34822.0,9.0,1,1.0,2.068483333333333,135164.0,1278516.0,9.458997958036164,Portugal
Dresage,30.0,9991.0,34.0,1,0.0,4.98275,29867.0,191639.0,6.41641276325041,Pop
Dreycee,12.0,402.0,14.0,1,0.0,2.814283333333333,95.0,283.0,2.978947368421053,Unknown
Dreyma,37.0,5993.0,33.666666666666664,3,0.0,2.708166666666667,126495.0,680213.0,5.37739041068817,ambient
Dua Lipa,85.0,46886554.0,56.98,50,0.08,3.3925806666666665,3131610.0,305322715.0,97.49704305453106,Pop
Dua Saleh,41.0,114709.0,33.0,1,1.0,2.3762666666666665,198963.0,2185340.0,10.98365022642401,experimental
Duke Dumont,66.0,795653.0,76.0,1,0.0,3.4386666666666668,1025386.0,14417656.0,14.06071079573936,House
Duncan Laurence,63.0,727635.0,75.0,2,0.0,3.0730833333333334,663666.0,9538107.0,14.371848188697326,Pop
Duran Duran,72.0,3579741.0,58.0,1,0.0,3.764,3035216.0,71513199.0,23.56115643828973,new wave
Dutch Melrose,64.0,317426.0,57.0,4,0.0,2.7677541666666667,414214.0,10375694.0,25.04911470882201,Pop
Dwight Yoakam,59.0,779731.0,63.0,1,0.0,3.0873166666666667,361081.0,5259975.0,14.567299304034275,Country
Dxvn.,40.0,51095.0,47.0,1,1.0,3.2443833333333334,62237.0,765105.0,12.293410672108232,Pop
Dybbukk,59.0,106636.0,54.25,4,0.5,1.5184916666666666,260449.0,2584149.0,9.921900256864108,Unknown
Dylan Tha Only Child,3.0,24.0,14.0,1,1.0,3.34065,17.0,18.0,1.0588235294117647,Unknown
Dynoro,62.0,315473.0,77.0,1,0.0,3.076,569230.0,5734016.0,10.0732849638986,Electronic
ELECTRA,10.0,187.0,25.0,1,0.0,2.578116666666667,28345.0,163412.0,5.765108484741577,Ostrock
ELI,32.0,29207.0,46.0,1,0.0,2.8945833333333333,111591.0,1392855.0,12.481786165550986,metalcore
ELIH,29.0,5445.0,46.0,1,0.0,5.458333333333333,4373.0,19122.0,4.37274182483421,Unknown
EMMY,49.0,45041.0,45.0,1,0.0,2.2,104128.0,910358.0,8.742682083589429,Eurovision
Eagles,75.0,12152190.0,52.0,1,0.0,6.5229333333333335,3674857.0,74817447.0,20.35928119107764,classic rock
Eazy-E,63.0,7081511.0,60.0,1,1.0,5.54555,1286675.0,15864247.0,12.329645792449533,Gangsta Rap
Echosmith,55.0,606152.0,72.0,1,0.0,3.9604333333333335,1037589.0,11675286.0,11.252322451375257,indie
Ed Sheeran,88.0,122773292.0,60.283018867924525,53,0.0188679245283018,3.8912977987421375,4061568.0,246269823.0,60.63417453554883,acoustic
Edd Stark,28.0,405.0,39.0,1,1.0,2.9,1388.0,2582.0,1.8602305475504324,Unknown
Eddie van der Meer,38.0,104797.0,0.0,1,0.0,1.35,51200.0,747288.0,14.59546875,guitar
Edward Maya,66.0,342955.0,35.333333333333336,3,0.0,3.221122222222222,1136816.0,11876642.0,10.44728610434758,Electronic
Egzod,62.0,225797.0,39.0,1,0.0,3.314283333333333,273775.0,4139688.0,15.120767053237149,france
Einar Selvik,42.0,99058.0,43.5,2,0.0,5.092558333333334,52022.0,713597.0,13.717215793318212,folk
Eiza Murphy,20.0,4162.0,36.0,1,0.0,3.5762666666666667,7427.0,23170.0,3.119698397737983,singer-songwriter
El Michels Affair,51.0,218092.0,0.0,1,0.0,2.5321,511380.0,6657329.0,13.018360123587156,funk
El Waili,53.0,553964.0,22.0,9,0.0,3.38932962962963,11376.0,430014.0,37.80010548523207,Electronic
Elephant Revival,40.0,113945.0,41.333333333333336,3,0.0,3.711966666666666,87999.0,1023354.0,11.629154876759964,folk
Eli Young Band,58.0,888564.0,40.0,1,0.0,3.3617666666666666,366374.0,4567990.0,12.46810636125926,Country
Elita,51.0,336779.0,63.0,1,1.0,2.4825833333333334,552588.0,13139925.0,23.77888227757389,dream Pop
Eliza Rose,55.0,73138.0,70.0,1,0.0,3.7771,495435.0,4520476.0,9.124256461493436,House
Ella Mai,69.0,6191529.0,68.66666666666667,3,0.0,3.941094444444444,739553.0,16164605.0,21.85726377960741,RnB
Elle King,63.0,670530.0,75.0,1,0.0,3.36955,713941.0,7106134.0,9.95339110654802,indie Pop
Elley Duhé,70.0,671778.0,73.5,2,0.0,2.5076,916216.0,13762997.0,15.021563692404412,Pop
Ellie Goulding,78.0,13209377.0,58.0,11,0.0909090909090909,3.811456060606061,3779335.0,146795539.0,38.84163192730996,female vocalists
Elliot,20.0,4873.0,25.5,2,1.0,3.0568,17392.0,150062.0,8.628219871205152,indie
Elliot James Reay,57.0,302715.0,74.0,1,0.0,3.2262166666666667,125529.0,1198484.0,9.547467119151747,Pop
Elliot Sutton,57.0,22061.0,52.0,1,0.0,3.8746,69711.0,857196.0,12.29642380685975,Unknown
Elliott Smith,64.0,1348123.0,45.0,1,0.0,3.608,2871046.0,273054740.0,95.10636193220172,singer-songwriter
Ellise,52.0,1677266.0,24.0,1,0.0,2.4,358092.0,7271465.0,20.306136411871808,indie Pop
Elton John,80.0,15542286.0,69.16666666666667,6,0.0,3.5661888888888886,5065073.0,156469173.0,30.891790305885028,Pop
Elvis Drew,55.0,68408.0,54.75,8,0.125,2.95111875,154258.0,1439806.0,9.333752544438536,germany
Ely Oaks,72.0,190171.0,35.0,1,0.0,1.9714166666666664,186675.0,1929922.0,10.338406321146378,dance
Em Beihold,67.0,676095.0,69.0,1,0.0,2.8206166666666665,403655.0,6228302.0,15.429765517583084,indie Pop
Emancipator,52.0,409620.0,51.0,1,0.0,5.4290666666666665,744315.0,28848242.0,38.75810913390164,trip-hop
Emil Rottmayer,40.0,28312.0,8.0,1,0.0,5.479866666666667,99332.0,1439886.0,14.495691217331776,synthwave
Emilio,41.0,2292.0,34.333333333333336,3,0.0,2.419911111111111,60126.0,1126396.0,18.733925423277785,Pop
Emily Osment,41.0,764468.0,41.0,2,0.0,2.6587750000000003,457201.0,4757340.0,10.405357818552451,Pop
Emilíana Torrini,48.0,219086.0,34.0,1,0.0,5.7617666666666665,378840.0,5414896.0,14.29335867384648,icelandic
Eminem,88.0,104517308.0,56.6764705882353,68,0.9852941176470588,4.446022549019609,7612543.0,548443513.0,72.04471790832578,Rap
Emm Nascimento,2.0,42.0,13.0,1,0.0,3.4166666666666665,6.0,17.0,2.833333333333333,Unknown
Emma Louise,53.0,88544.0,55.0,1,0.0,2.8421,308356.0,2648961.0,8.590593340165263,indie Pop
Emma Thompson,47.0,8182.0,50.0,1,0.0,2.6006666666666667,72798.0,382022.0,5.247699112612984,Pop
Empire Of The Sun,77.0,2012116.0,84.5,2,0.0,3.881775,2876018.0,72843125.0,25.327770897122345,Electronic
Enigma,63.0,1093832.0,62.0,1,0.0,4.258883333333333,1385951.0,51351813.0,37.05168003775025,new age
Ennio Morricone,65.0,1324293.0,39.625,8,0.0,2.7970875,1772580.0,43426974.0,24.49930271130217,Soundtrack
Enrique Iglesias,77.0,11932306.0,36.75,4,0.25,3.958716666666666,2610810.0,52051416.0,19.936883955554023,Pop
Entheogenic,27.0,63294.0,9.5,2,0.0,7.920883333333334,167724.0,3661844.0,21.832558250459087,ambient
Enya,72.0,2585958.0,56.0,1,0.0,4.296,1984374.0,84528846.0,42.59723519860671,new age
Eric Church,71.0,4140524.0,60.6,5,0.0,3.654433333333333,757607.0,14835461.0,19.58200095828048,Country
Eric Heitmann,37.0,15732.0,37.0,1,0.0,1.8222166666666664,12218.0,64081.0,5.244802750040924,Unknown
Eric McKenna,24.0,2299.0,21.0,1,0.0,2.996783333333333,614.0,1948.0,3.1726384364820848,Unknown
Ericovich,41.0,11026.0,31.58333333333333,12,0.0833333333333333,2.083645833333333,35016.0,267517.0,7.639850354123829,Unknown
EsDeeKid,74.0,253650.0,82.0,1,1.0,1.8293166666666667,476844.0,29617408.0,62.111315230977006,cloud Rap
Eslabon Armado,75.0,6442976.0,75.0,1,0.0,2.7611833333333333,716407.0,29686984.0,41.4387129103987,Corridos tumbados
Estelle,65.0,386136.0,80.0,1,1.0,4.74555,2121327.0,22091797.0,10.414140299916044,RnB
Eternxlkz,66.0,613747.0,76.0,1,1.0,1.7846,309846.0,5196880.0,16.77246115812371,Kazakhstan
Ethel Cain,68.0,1111140.0,0.0,1,1.0,4.365333333333333,1175053.0,130756137.0,111.27679942947256,dream Pop
Europe,63.0,1976138.0,76.0,1,0.0,5.1722166666666665,1746933.0,21295379.0,12.19015211230196,hard rock
Eurythmics,68.0,2333723.0,85.0,1,0.0,3.61555,2765851.0,31916325.0,11.539423128722408,new wave
Evan Call,58.0,78550.0,35.333333333333336,3,0.0,2.366805555555556,125178.0,7936234.0,63.399590982441005,Soundtrack
Evan Rachel Wood,55.0,45117.0,19.0,1,0.0,2.2791,365966.0,4129630.0,11.284190334621249,Soundtrack
Evanescence,75.0,6158071.0,60.44444444444444,9,0.0,3.767872222222224,4310575.0,207675422.0,48.17812519211474,Gothic Rock
Everything But The Girl,60.0,432768.0,64.0,1,0.0,4.942666666666667,1381554.0,22877193.0,16.559029180184055,trip-hop
Ex Habit,59.0,130194.0,51.46153846153846,13,0.3076923076923077,2.8294666666666664,165902.0,2394635.0,14.4340333449868,Pop
ExtraaaVibe,9.0,647.0,0.0,1,0.0,2.6015,6753.0,37355.0,5.531615578261514,Unknown
Extreme,61.0,704275.0,0.0,1,0.0,5.566583333333333,1066326.0,12063309.0,11.31296526578176,hard rock
Eyedress,69.0,2740220.0,32.166666666666664,6,0.0,1.927233333333333,2106441.0,70782077.0,33.60268671185189,Electronic
FIDLAR,46.0,338978.0,33.0,1,1.0,2.3691,521103.0,16044642.0,30.789770928204213,Garage Rock
FIFTY FIFTY,63.0,1989684.0,25.5,2,0.0,2.697425,1290624.0,33731116.0,26.13550964494694,k-Pop
FINNEAS,69.0,2356803.0,66.5,2,0.5,3.5693916666666667,1060737.0,34912163.0,32.91311889752125,indie Pop
FIXL,46.0,3963.0,41.0,1,0.0,2.317066666666667,23278.0,98003.0,4.210112552624796,electonic
FKA twigs,63.0,1441722.0,47.625,8,0.125,4.0717375,1585998.0,137331681.0,86.59007199252459,trip-hop
Fabiano Abaixo Assinado,4.0,22.0,18.0,1,0.0,3.034666666666667,3.0,5.0,1.6666666666666667,Unknown
Fabolous,64.0,2757877.0,52.5,2,1.0,4.795,1873295.0,17154224.0,9.157246456110755,Hip-Hop
Faith Hill,60.0,1956457.0,46.66666666666666,3,0.0,3.508211111111111,952899.0,9885766.0,10.374411139060909,Country
Fall Out Boy,77.0,11415072.0,74.0,4,0.0,3.356325,4898023.0,398764826.0,81.41342455925584,Pop Punk
Fameboy BL,14.0,192.0,26.0,1,1.0,3.1611333333333334,9.0,17.0,1.8888888888888888,Unknown
Famy,50.0,60303.0,0.0,1,0.0,3.970666666666667,134196.0,1491026.0,11.110808071775612,indie
Far East Movement,64.0,1105453.0,71.0,1,0.0,3.614883333333333,2117851.0,23705405.0,11.193141066108996,Hip-Hop
Farizki,49.0,94262.0,0.0,1,0.0,4.3707666666666665,108674.0,890987.0,8.198713583745882,reverb
Farruko,82.0,17042139.0,77.0,1,1.0,4.785333333333333,770510.0,10350748.0,13.433632269535762,Reggaeton
Faruk Orman,42.0,3070.0,28.0,1,0.0,2.122883333333333,16901.0,73444.0,4.345541683924028,Unknown
Fat Joe,66.0,2133926.0,59.0,3,1.0,4.053216666666667,1387457.0,11298772.0,8.143511474589843,Hip-Hop
Favored Nations,40.0,25569.0,44.0,1,0.0,3.4277333333333333,161443.0,1509908.0,9.35257645113136,Electronic
Faye Webster,71.0,2166403.0,77.0,1,0.0,4.1944333333333335,1688574.0,123976906.0,73.42106771749417,singer-songwriter
Feid,86.0,18885687.0,84.0,1,0.0,3.28,602578.0,54410698.0,90.29652260786156,Reggaeton
Felax,32.0,28526.0,0.0,1,0.0,2.6277166666666667,51055.0,353593.0,6.925727156987563,Unknown
Fergie,68.0,6156460.0,18.33333333333333,3,0.3333333333333333,3.636733333333333,3362919.0,49799032.0,14.808275786600866,Pop
Fetty Wap,70.0,5124577.0,70.75,4,1.0,3.558195833333333,1558998.0,28943986.0,18.565762111304824,Hip-Hop
Fever Ray,49.0,491518.0,0.0,1,0.0,3.79155,1104135.0,34895856.0,31.604700512165632,Electronic
Fifth Harmony,69.0,16221646.0,78.0,2,0.0,3.658775,1597152.0,48259460.0,30.21594688545612,Pop
Finn,33.0,25563.0,48.0,1,0.0,4.550983333333333,193176.0,1713246.0,8.86883463784321,Grime
Fiona Apple,62.0,1800092.0,56.0,11,0.1818181818181818,4.37623787878788,2653274.0,169777681.0,63.98799407825954,female vocalists
Fivio Foreign,61.0,1472981.0,30.0,1,1.0,4.266666666666667,545218.0,11857593.0,21.74835203533265,Rap
Fleetwood Mac,83.0,13966197.0,69.75,8,0.0,4.3619104166666665,4670169.0,272039023.0,58.25035946236636,classic rock
Fleurie,59.0,304570.0,42.0,1,0.0,3.8783,274184.0,3160837.0,11.528159921804336,singer-songwriter
Flight,37.0,103691.0,39.0,1,1.0,1.9058666666666664,125837.0,996713.0,7.92066721234613,Lo-Fi
Flo Milli,67.0,1566996.0,71.0,2,1.0,2.09835,1228248.0,33153127.0,26.99220922810377,Hip-Hop
Flo Rida,79.0,8971415.0,68.71428571428571,14,0.0,3.668,4008945.0,71992560.0,17.95798146395124,Hip-Hop
Floats,7.0,404.0,0.0,1,0.0,2.816666666666667,59681.0,500711.0,8.389789045089728,indie rock
Florence + The Machine,77.0,7220459.0,61.0,9,0.1111111111111111,3.940025925925926,15314.0,167479.0,10.936332767402376,Unknown
Florida Georgia Line,70.0,5588772.0,48.3,10,0.0,3.51695,594065.0,13405064.0,22.56497857978504,Country
Flower Face,49.0,171981.0,48.5,2,0.5,3.436933333333333,365016.0,10201016.0,27.94676397746948,dream Pop
FloyyMenor,76.0,2186739.0,84.0,1,1.0,3.7,642852.0,15388510.0,23.937873725212025,chile
Flume,68.0,2508510.0,39.333333333333336,3,1.0,4.059816666666666,1852777.0,67927733.0,36.66265988837296,Electronic
Foo Fighters,75.0,12953020.0,78.33333333333333,3,0.0,4.308583333333334,6215408.0,353511031.0,56.876560798583135,rock
Foreigner,72.0,3832095.0,66.0,1,0.0,4.7611,2292530.0,31446968.0,13.717145686206942,classic rock
Forest Blakk,62.0,261055.0,73.0,1,0.0,3.622516666666667,235263.0,2511937.0,10.677144302333984,alternative
Forrest Finn,0.0,70.0,0.0,1,0.0,2.864783333333333,26.0,59.0,2.269230769230769,Unknown
Forrest Frank,77.0,2268298.0,66.0,1,0.0,2.2828,217881.0,6046867.0,27.75307163084436,Rap
Foster The People,70.0,4025612.0,77.0,2,0.0,4.132216666666666,3624261.0,115766484.0,31.94209357438661,indie
Fourtwnty,68.0,3646136.0,79.0,1,0.0,4.3508,40772.0,1211256.0,29.70803492592956,ambient
Foxilitus,40.0,15517.0,44.5,2,0.0,1.9394916666666664,81130.0,498292.0,6.141895722913842,Electronic
Franco Micalizzi,38.0,12527.0,52.0,1,0.0,3.0848833333333334,82030.0,644270.0,7.85407777642326,Soundtrack
Frank Ocean,83.0,20280852.0,68.83333333333333,6,0.6666666666666666,5.032980555555556,4084776.0,729357037.0,178.55496531511153,RnB
Frank Walker,50.0,114271.0,50.0,1,0.0,3.35545,121099.0,963987.0,7.960321720245419,House
Frankie Ballard,45.0,352409.0,45.0,1,0.0,3.963333333333333,104142.0,970974.0,9.32355821858616,Country
Frankie Muriel,38.0,805.0,50.0,1,0.0,3.906,3394.0,6331.0,1.865350618738951,Unknown
Frankie Rose,23.0,35207.0,23.0,1,0.0,3.1622166666666667,218725.0,2654197.0,12.1348588410104,dream Pop
Fransii,21.0,488.0,21.5,2,0.0,2.42575,2686.0,8831.0,3.2877885331347727,Unknown
Franz Ferdinand,68.0,2991445.0,5.0,1,0.0,3.950433333333333,4758389.0,176434549.0,37.07863081391622,indie rock
Fraser Stott,13.0,119.0,6.0,1,0.0,3.944633333333333,153.0,238.0,1.5555555555555556,Unknown
Fred Neil,37.0,40485.0,43.0,1,0.0,4.08555,200789.0,1923813.0,9.581266902071327,folk
Fred again..,77.0,2201446.0,74.0,1,0.0,3.6521666666666666,1169873.0,58719773.0,50.19328850225623,House
Frederik Wiedmann,33.0,6483.0,26.0,1,0.0,0.5704333333333333,17272.0,292315.0,16.924212598425196,Soundtrack
French 79,55.0,257992.0,16.0,1,0.0,4.002,446045.0,5163957.0,11.577210819536145,Electronic
French Montana,73.0,5838449.0,85.0,1,1.0,3.89835,1864676.0,27824060.0,14.92165931239529,Hip-Hop
French The Kid,53.0,203154.0,37.0,1,1.0,2.9178,88617.0,2466039.0,27.828057821862625,hip hop
Freya Ridings,59.0,494479.0,67.0,1,0.0,3.7642166666666665,414967.0,4808554.0,11.587798547836334,indie Pop
Friedrich Habetler,49.0,94208.0,0.0,1,0.0,5.10535,134759.0,2273696.0,16.872312795434812,Austria
Frou Frou,62.0,343386.0,78.0,1,0.0,4.31785,1997953.0,36085421.0,18.0611961342434,Electronic
Fuerza Regida,89.0,19735177.0,87.0,2,1.0,3.0180583333333333,500083.0,35133591.0,70.25551958374909,Corridos tumbados
Fugees,65.0,1660600.0,69.5,2,1.0,4.058325,2141793.0,25652380.0,11.977058473904808,Hip-Hop
Fujii Kaze,74.0,4571036.0,59.0,1,0.0,4.508283333333333,753238.0,26946089.0,35.77367180094472,j-Pop
Fuse ODG,59.0,150256.0,50.5,2,0.0,3.6416666666666666,169790.0,1296677.0,7.636945638730196,Pop
Future,88.0,22675640.0,66.16666666666667,24,1.0,3.58916875,3077961.0,428309323.0,139.1535899902565,Hip-Hop
G Herbo,69.0,2482067.0,44.0,1,1.0,2.3423,536639.0,18614086.0,34.68642048006202,drill
G-Eazy,74.0,6294820.0,59.833333333333336,6,1.0,4.411272222222222,1965056.0,52948079.0,26.944819384282177,Hip-Hop
G-Epic,22.0,64.0,40.0,1,1.0,3.0776,404.0,505.0,1.25,Unknown
G-Unit,61.0,2723614.0,56.0,1,1.0,3.972,1106561.0,9385452.0,8.481639963815821,Rap
GAYLE,58.0,668804.0,55.5,2,0.5,2.5400083333333336,769357.0,8694386.0,11.30084733095299,Pop
GEN.KLOUD,46.0,17374.0,59.0,1,0.0,3.07935,114098.0,929025.0,8.14234254763449,techno
GINAxC,18.0,232.0,27.0,1,0.0,2.551716666666666,644.0,1169.0,1.815217391304348,Unknown
GIVĒON,78.0,5202457.0,69.0,2,0.0,3.2682583333333333,609265.0,19507404.0,32.017929800661456,RnB
GOVAN,34.0,1434.0,37.75,4,0.25,2.63325,6781.0,19922.0,2.937914761834538,Unknown
GRLwood,48.0,516419.0,0.0,2,0.5,2.974508333333333,412229.0,6669536.0,16.179201366230906,punk
GROUPLOVE,60.0,1255113.0,77.0,1,0.0,3.63355,2184928.0,38798440.0,17.75730824997437,indie
GYMBRO,50.0,32968.0,13.0,1,0.0,2.125433333333333,66565.0,422198.0,6.342642529858034,Electronic
Gabry Ponte,72.0,715149.0,56.333333333333336,3,0.0,2.943761111111112,444152.0,5835279.0,13.138022568850303,dance
Galantis,68.0,3469694.0,59.5,4,0.0,3.355933333333333,1521310.0,28046132.0,18.435514129270167,House
Gammer,47.0,67573.0,38.0,1,0.0,2.4551666666666665,136143.0,1284756.0,9.436812763050616,uk Hardcore
Gang Starr,62.0,1081830.0,65.0,1,1.0,2.9611,1519493.0,35118164.0,23.11176425294489,Hip-Hop
Gang of Youths,53.0,418614.0,65.0,1,1.0,7.0357666666666665,494747.0,11856888.0,23.965558153965564,indie rock
Gareth Coker,52.0,59849.0,44.0,2,0.0,1.9400833333333327,250809.0,7810047.0,31.13942083418059,Soundtrack
Gary O'Slide,30.0,5446.0,20.0,10,0.0,2.4633833333333337,14118.0,110133.0,7.800892477688058,blues
Gavin Adcock,71.0,476523.0,72.0,1,0.0,2.9504,89767.0,2888510.0,32.17786046097118,Country
Gavin DeGraw,58.0,1257429.0,63.0,1,0.0,3.642,1483547.0,23080699.0,15.557780778094662,singer-songwriter
Geek Music,60.0,309996.0,46.0,3,0.0,2.649955555555556,852869.0,8079760.0,9.473623733539384,Soundtrack
Geneburn,36.0,33709.0,36.0,2,0.0,4.748183333333333,36907.0,736493.0,19.955374319234835,Soundtrack
Genesis,69.0,3738987.0,42.0,1,0.0,4.948666666666667,2005292.0,68458911.0,34.13912337953774,Progressive rock
Genevieve Stokes,49.0,135787.0,0.0,1,0.0,2.2788833333333334,339975.0,3847360.0,11.316596808588868,my top songs
Geoff Knorr,38.0,6381.0,2.0,1,0.0,3.448533333333333,61220.0,1060438.0,17.321757595557006,Soundtrack
Geoff Zanelli,44.0,20665.0,32.0,3,0.0,3.0874,126973.0,1216261.0,9.578894725650336,Soundtrack
George Ezra,68.0,4312223.0,72.0,2,0.0,3.4420833333333336,1412006.0,31295504.0,22.16386049351065,indie
George Michael,72.0,5657083.0,9.0,1,0.0,5.001766666666667,3105483.0,54693508.0,17.611916729217324,Pop
George Strait,72.0,5158411.0,57.125,8,0.0,3.348491666666667,924673.0,22640627.0,24.485009295177864,Country
Gerry Rafferty,62.0,453708.0,72.0,1,0.0,6.093766666666666,1151075.0,11547499.0,10.031925808483374,classic rock
Gesaffelstein,70.0,1264476.0,80.0,1,1.0,3.368216666666666,1469200.0,26001718.0,17.697875034032126,techno
Ghost,73.0,3770138.0,50.71428571428572,7,0.1428571428571428,4.376847619047619,1562652.0,148263221.0,94.87923158835108,heavy metal
Ghostemane,64.0,3698335.0,31.5,2,1.0,2.624833333333333,820673.0,42409232.0,51.67616334398719,cloud Rap
Gigi Perez,75.0,1641193.0,59.333333333333336,3,0.0,3.532966666666667,1249287.0,42212227.0,33.78905487690179,singer-songwriter
Gin Wigmore,47.0,198507.0,57.0,1,0.0,3.421766666666666,275676.0,3976418.0,14.42424440284972,indie
