event_id,event_date,artist_name,venue_name,city,state_code,price_min,price_max,price_avg,total_tickets,sold_out,year,month,dayofweek,data_source
9420647,2016-09-18 00:30:00,5 Seconds of Summer,Gexa Energy Pavilion,Dallas,TX,38.6,2749.0,1393.8,770,0,2016,9,6,GitHub
9420633,2016-08-25 01:30:00,5 Seconds of Summer,Pepsi Center,Denver,CO,46.55,1225.0,635.775,652,0,2016,8,3,GitHub
9420619,2016-07-24 00:30:00,5 Seconds of Summer,Bridgestone Arena,Nashville,TN,54.48,3299.0,1676.74,863,0,2016,7,6,GitHub
9420613,2016-07-15 23:30:00,5 Seconds of Summer,Madison Square Garden,New York,NY,53.24,10000.0,5026.62,1467,0,2016,7,4,GitHub
9537519,2016-05-30 00:00:00,97.1 BFD 2016 featuring Shinedown,Gexa Energy Pavilion,Dallas,TX,39.08,785.0,412.04,277,0,2016,5,0,GitHub
9428319,2016-03-19 21:00:00,A Decade of Soul,B.B. King Blues Club & Grill,New York,NY,69.08,57.0,63.04,12,0,2016,3,5,GitHub
9428321,2016-03-20 21:00:00,A Decade of Soul,B.B. King Blues Club & Grill,New York,NY,69.08,57.0,63.04,12,0,2016,3,6,GitHub
9428323,2016-03-26 21:00:00,A Decade of Soul,B.B. King Blues Club & Grill,New York,NY,69.08,57.0,63.04,12,0,2016,3,5,GitHub
9428325,2016-03-27 21:00:00,A Decade of Soul,B.B. King Blues Club & Grill,New York,NY,69.05,57.0,63.025,12,0,2016,3,6,GitHub
9503246,2016-03-23 03:00:00,A Great Big World,Great American Music Hall,San Francisco,CA,36.72,54.0,45.36,14,0,2016,3,2,GitHub
9528108,2016-10-21 00:00:00,A Hard Nights Day - A Tribute to the Beatles,Dallas Arboretum and Botanical Garden,Dallas,TX,60.2,46.57,53.385000000000005,4,0,2016,10,4,GitHub
9512352,2016-04-03 01:30:00,A Mighty Spectrum - A Tribute to Bruce Springsteen,Hill Country,New York,NY,12.33,199.0,105.665,18,0,2016,4,6,GitHub
9500102,2016-03-27 03:00:00,A Static Lullaby,Social Hall SF,San Francisco,CA,61.67,53.0,57.335,16,0,2016,3,6,GitHub
9534091,2016-05-10 00:00:00,A Tribute to Selena,B.B. King Blues Club & Grill,New York,NY,95.6,78.9,87.25,8,0,2016,5,1,GitHub
9365796,2016-05-30 02:30:00,Aaron David Miller,Walt Disney Concert Hall,Los Angeles,CA,130.06,161.0,145.53,8,0,2016,5,0,GitHub
9463284,2016-03-23 23:00:00,Abbath,Emos,Austin,TX,72.43,59.28,65.855,10,0,2016,3,2,GitHub
9462330,2016-03-30 02:30:00,Abbath,Regency Ballroom,San Francisco,CA,82.72,70.68,76.7,23,0,2016,3,2,GitHub
9528308,2016-03-18 02:00:00,Above and Beyond,RC Cola Plant,Miami,FL,79.18,124.99,102.08500000000001,50,0,2016,3,4,GitHub
9458550,2016-05-18 00:00:00,Above and Beyond Acoustic,Wang Theatre at Boston,Boston,MA,10.42,500.0,255.21,738,0,2016,5,2,GitHub
9458546,2016-05-12 00:00:00,Above and Beyond Acoustic,Chicago Theatre,Chicago,IL,46.16,612.0,329.08,751,0,2016,5,3,GitHub
9470236,2016-05-12 23:30:00,Above and Beyond Acoustic,Chicago Theatre,Chicago,IL,55.6,1999.9,1027.75,552,0,2016,5,3,GitHub
