city,phq_events,phq_total_attendance,phq_avg_rank
[-77.7547,1,100.0,30.0
[-77.7550659,1,224.0,37.0
[-77.75582,1,537.0,45.0
[-77.7558212,2,898.0,42.0
[-77.75584,1,1689.0,55.0
[-77.75838,1,100.0,30.0
[-77.7591629  39.6205559],1,161.0,34.0
[-77.760164,1,581.0,45.0
[-77.76231,1,206.0,36.0
[-77.76245,1,262.0,38.0
[-77.76521,1,100.0,30.0
[-77.7653427,1,190.0,36.0
[-77.765608  34.321092],1,20000.0,76.0
[-77.7662392,1,88.0,29.0
[-77.76744,1,322.0,40.0
[-77.76839,1,100.0,30.0
[-77.7698831,1,899.0,49.0
[-77.7699017,1,92.0,29.0
[-77.77001,3,300.0,30.0
[-77.77044719999999,1,714.0,47.0
[-77.7711999,1,297.0,39.0
[-77.7783348,1,91.0,29.0
[-77.77948458090925,1,3000.0,60.0
[-77.7855333,1,100.0,30.0
[-77.78803,1,100.0,30.0
[-77.7886092,1,104.0,30.0
[-77.78885,1,100.0,30.0
[-77.78992079999999,1,199.0,36.0
[-77.78996,1,422.0,43.0
[-77.78996  34.21496],1,440.0,43.0
[-77.7902011,1,75.0,28.0
[-77.79079,1,455.0,43.0
[-77.7909236,1,92.0,29.0
[-77.79185,1,100.0,30.0
[-77.79186,2,200.0,30.0
[-77.7924451964029,1,10000.0,70.0
[-77.7924992  40.7756184],1,112.0,31.0
[-77.7931,1,280.0,39.0
[-77.79509,1,491.0,44.0
[-77.7951,1,100.0,30.0
[-77.79632,2,200.0,30.0
[-77.79845,1,204.0,36.0
[-77.79945,1,624.0,46.0
[-77.79958,2,854.0,42.5
[-77.80001  43.1236 ],2,304.0,34.0
[-77.8004014,1,475.0,44.0
[-77.80055,1,100.0,30.0
[-77.8015412,2,258.0,32.0
[-77.8017678,1,100.0,30.0
[-77.80201,1,156.0,34.0
[-77.80201  38.73476],1,156.0,34.0
[-77.80222,1,1321.0,52.0
[-77.8026,2,432.0,35.0
[-77.80433,1,135.0,33.0
[-77.80483,2,382.0,36.0
[-77.805797,3,1500.0,44.0
[-77.80647900000002,1,234.0,37.0
[-77.80709,1,213.0,37.0
[-77.8101501,1,214.0,37.0
[-77.8118,2,311.0,33.5
[-77.8118   39.43638],1,163.0,34.0
[-77.81268,1,100.0,30.0
[-77.81565  42.79798],1,134.0,33.0
[-77.81726  40.81046],1,287.0,39.0
[-77.81732,1,100.0,30.0
[-77.8177,1,406.0,42.0
[-77.8184,1,108.0,31.0
[-77.81932,1,100.0,30.0
[-77.81934,1,100.0,30.0
[-77.81985  40.76684],1,1268.0,52.0
[-77.82173,1,100.0,30.0
[-77.8225555  37.985527 ],1,163.0,34.0
[-77.82299,1,146.0,33.0
[-77.8231964,1,154.0,34.0
[-77.8239459,2,436.0,37.0
[-77.82483839999999,1,322.0,40.0
[-77.8253403,1,213.0,37.0
[-77.83228,1,100.0,30.0
[-77.83257  35.9322 ],1,254.0,38.0
[-77.8338776,1,209.0,36.0
[-77.8338949,1,122.0,32.0
[-77.8341,1,451.0,43.0
[-77.83434,1,1155.0,51.0
[-77.83437951690516,1,20000.0,76.0
[-77.83498,1,100.0,30.0
[-77.83522,13,1300.0,30.0
[-77.83537,1,2000.0,56.0
[-77.83887,1,837.0,48.0
[-77.8412631  40.7832999],1,261.0,38.0
[-77.84539,1,238.0,38.0
[-77.8456354,1,110.0,31.0
[-77.8463516  39.2944069],1,1173.0,51.0
[-77.84686  34.25481],1,100.0,30.0
[-77.847155817082,1,197.0,36.0
[-77.849779,2,3317.0,54.5
[-77.849779  39.29755 ],1,1867.0,55.0
[-77.85115,1,100.0,30.0
[-77.852222,1,3000.0,60.0
[-77.85227,1,422.0,43.0
[-77.85399,1,561.0,45.0
[-77.8550395,3,322868.0,90.66666666666667
[-77.8555,1,100.0,30.0
[-77.8555  40.8085],1,100.0,30.0
[-77.8556061,13,112895.0,68.46153846153847
[-77.85678,1,294.0,39.0
[-77.8568478,9,33322.0,61.44444444444444
[-77.856987,1,163.0,34.0
[-77.8572995,1,448.0,43.0
[-77.8573,5,2119.0,42.4
[-77.85802,1,589.0,45.0
[-77.85869,2,431.0,35.0
[-77.85957,1,136.0,33.0
[-77.85965,1,694.0,47.0
[-77.85972,7,700.0,30.0
[-77.85978,1,203.0,36.0
[-77.86028,1,152.0,34.0
[-77.86131,1,100.0,30.0
[-77.8614496,1,128.0,32.0
[-77.86163,1,206.0,36.0
[-77.86166,1,384.0,42.0
[-77.8617877,1,204.0,36.0
[-77.8622889,3,1591.0,44.333333333333336
[-77.8623,2,1355.0,46.5
[-77.86331,1,255.0,38.0
[-77.86336,2,200.0,30.0
[-77.86378,1,290.0,39.0
[-77.86499119999999,1,388.0,42.0
[-77.8649912,2,200.0,30.0
[-77.8660431  43.2056808],1,141.0,33.0
[-77.86658,1,314.0,40.0
[-77.86713,1,139.0,33.0
[-77.86912,3,868.0,39.0
[-77.8694146,10,54341.0,64.5
[-77.8694146  40.7958637],1,6846.0,67.0
[-77.87431,1,324.0,40.0
[-77.875293,1,229.0,37.0
[-77.8755122,2,879.0,43.0
[-77.87556,1,201.0,36.0
[-77.87833289999999,12,45822.0,61.166666666666664
[-77.87918,1,161.0,34.0
[-77.87968  34.22014],1,100.0,30.0
[-77.88157,1,344.0,41.0
[-77.881785,1,1000.0,50.0
[-77.88384  38.07291],1,132.0,32.0
[-77.88423,1,100.0,30.0
[-77.8852,3,210.0,27.0
[-77.88548,1,471.0,43.0
[-77.88638  38.99294],1,169.0,35.0
[-77.8868,5,500.0,30.0
[-77.8868  40.8092],1,100.0,30.0
[-77.88681,10,2347.0,36.7
[-77.88681  34.21039],1,169.0,35.0
[-77.8868117,4,354.0,28.75
[-77.8868117  34.2103894],1,119.0,32.0
[-77.88732,1,183.0,35.0
[-77.8879,1,100.0,30.0
[-77.89016,1,100.0,30.0
[-77.89142,1,208.0,36.0
[-77.89145,1,204.0,36.0
[-77.89164,1,716.0,47.0
[-77.89174,1,100.0,30.0
[-77.891865,3,539.0,35.0
[-77.89272,1,100.0,30.0
[-77.89374,1,948.0,50.0
[-77.89425,9,900.0,30.0
[-77.89439,1,100.0,30.0
[-77.89533,1,100.0,30.0
[-77.89697,1,549.0,45.0
[-77.89713,1,100.0,30.0
[-77.89846  39.82688],1,115.0,31.0
[-77.8985596,1,100.0,30.0
[-77.89879,1,248.0,38.0
[-77.9060657,1,209.0,36.0
[-77.9072081,1,100.0,30.0
[-77.9075136,1,162.0,34.0
[-77.90771,1,290.0,39.0
[-77.90939,1,420.0,42.0
[-77.90959,1,181.0,35.0
[-77.9097,1,142.0,33.0
[-77.90977,2,200.0,30.0
[-77.90977  35.72262],1,100.0,30.0
[-77.9104,1,154.0,34.0
[-77.9111237,1,86.0,29.0
[-77.91128,1,228.0,37.0
[-77.911331,3,576.0,36.0
[-77.911331  35.726288],1,189.0,36.0
[-77.9121475,1,618.0,46.0
[-77.9127,2,200.0,30.0
[-77.91461,1,536.0,45.0
[-77.91467,1,296.0,39.0
[-77.91543,2,817.0,42.5
[-77.91554,1,217.0,37.0
[-77.9170982,1,741.0,47.0
[-77.91768,1,876.0,49.0
[-77.917968  33.982445],1,1000.0,50.0
[-77.91815,1,226.0,37.0
[-77.9194031,1,158.0,34.0
[-77.9201156,1,100.0,30.0
[-77.92047,1,100.0,30.0
[-77.92069,1,241.0,38.0
[-77.9210357,1,90.0,29.0
[-77.92436,2,534.0,39.0
[-77.92442,1,351.0,41.0
[-77.9258575,2,481.0,38.0
[-77.92646,3,300.0,30.0
[-77.9268188,2,460.0,37.0
[-77.92693,1,638.0,46.0
[-77.92858,1,606.0,46.0
[-77.928585,2,908.0,43.0
[-77.92862,1,304.0,40.0
[-77.9321454,1,512.0,44.0
[-77.93335,1,100.0,30.0
[-77.93417649999999,1,302.0,40.0
[-77.93659,3,664.0,36.666666666666664
[-77.9366453  34.237237 ],1,626.0,46.0
[-77.93788,3,300.0,30.0
[-77.93818,1,100.0,30.0
[-77.9388269,1,100.0,30.0
[-77.93980119999999,1,229.0,37.0
[-77.9398012,1,574.0,45.0
[-77.94173  34.21874],1,194.0,36.0
[-77.9418411,1,112.0,31.0
[-77.94344,1,1010.0,50.0
[-77.9441729,1,358.0,41.0
[-77.94486,1,349.0,41.0
[-77.9462133,1,527.0,44.0
[-77.94642,1,233.0,37.0
[-77.94721,3,613.0,35.666666666666664
[-77.9472433,6,5804.0,49.666666666666664
[-77.94747,3,385.0,31.666666666666668
[-77.948452,2,1492.0,47.5
[-77.94849  34.22549],1,484.0,44.0
[-77.94856,1,100.0,30.0
[-77.94864,1,617.0,46.0
[-77.9488216,1,48.0,24.0
[-77.94894,4,1563.0,41.75
[-77.94895,1,205.0,36.0
[-77.948964,2,99.0,24.0
[-77.94928,2,537.0,38.5
[-77.94933,1,100.0,30.0
[-77.94961,1,161.0,34.0
[-77.95084,3,300.0,30.0
[-77.950932,1,1500.0,54.0
[-77.9512177,1,369.0,41.0
[-77.95209,2,200.0,30.0
[-77.95965,1,444.0,43.0
[-77.96319,1,444.0,43.0
[-77.9638869,1,86.0,29.0
[-77.9672,1,305.0,40.0
[-77.9766312,1,143.0,33.0
[-77.98046,1,167.0,34.0
[-77.98076,5,1011.0,35.8
[-77.98093,1,244.0,38.0
[-77.98209,1,155.0,34.0
[-77.98254179999999,1,189.0,36.0
[-77.9852853,1,149.0,33.0
[-77.98891,1,100.0,30.0
[-77.99086,1,394.0,42.0
[-77.992,7,700.0,30.0
[-77.99378,1,656.0,46.0
[-77.99474,2,200.0,30.0
[-77.99526,1,220.0,37.0
[-77.995543,1,2000.0,56.0
[-77.99571  38.47404],1,100.0,30.0
[-77.9961177,1,93.0,29.0
[-77.9975,3,622.0,34.333333333333336
[-77.999,1,100.0,30.0
[-77.999    34.23297],1,100.0,30.0
[-77.99939,1,100.0,30.0
[-78.00081,1,100.0,30.0
[-78.00190880000002,1,185.0,35.0
[-78.00417,1,142.0,33.0
[-78.00445,1,100.0,30.0
[-78.00681,1,193.0,36.0
[-78.0114058,3,1756.0,41.0
[-78.01208,1,329.0,40.0
[-78.01513,1,100.0,30.0
[-78.01725  40.49252],1,184.0,35.0
[-78.01735,1,427.0,43.0
[-78.01783  41.78997],1,225.0,37.0
[-78.01809,1,100.0,30.0
[-78.01893,1,358.0,41.0
[-78.01908,1,250.0,38.0
[-78.01912,1,245.0,38.0
[-78.0203171,2,624.0,40.0
[-78.020763,1,250.0,38.0
[-78.023587,1,417.0,0.0
[-78.02399,1,153.0,34.0
[-78.02653,1,328.0,40.0
[-78.02666,3,300.0,30.0
[-78.02695,1,798.0,48.0
[-78.02745,1,172.0,35.0
[-78.02885,1,307.0,40.0
[-78.02887,1,98.0,30.0
[-78.029231,1,500.0,44.0
[-78.03782,3,300.0,30.0
[-78.0384,1,702.0,47.0
[-78.03857,1,100.0,30.0
[-78.0386658,1,204.0,36.0
[-78.0399994  39.3578781],1,97.0,30.0
[-78.0414884,1,100.0,30.0
[-78.0414884  39.3517854],1,192.0,36.0
[-78.04291,1,238.0,38.0
[-78.04369,1,239.0,38.0
[-78.044434,1,100.0,30.0
[-78.04464,1,209.0,36.0
[-78.0456,1,272.0,39.0
[-78.04741,1,100.0,30.0
[-78.051,1,160.0,34.0
[-78.0529,1,311.0,40.0
[-78.06458599999999,1,265.0,38.0
[-78.065199,1,100.0,30.0
[-78.06917,1,252.0,38.0
[-78.07165  35.23226],1,100.0,30.0
[-78.07983,1,633.0,46.0
[-78.0839539,1,150.0,34.0
[-78.0880051,1,341.0,41.0
[-78.0957,1,1216.0,52.0
[-78.0977847,1,73.0,27.0
[-78.0998001,1,179.0,35.0
[-78.1002,1,151.0,34.0
[-78.10022994999999,1,10000.0,70.0
[-78.11121,2,200.0,30.0
[-78.11123,1,100.0,30.0
[-78.11123  38.24732],1,100.0,30.0
[-78.11463000327169,1,119.0,32.0
[-78.11532,2,358.0,35.0
[-78.11639,1,100.0,30.0
[-78.11734,1,654.0,46.0
[-78.11797,3,375.0,31.666666666666668
[-78.12389,1,100.0,30.0
[-78.1316528  39.4462013],1,215.0,37.0
[-78.1325938,1,73.0,27.0
[-78.1413,1,275.0,39.0
[-78.14151,1,100.0,30.0
[-78.14554  33.91893],1,328.0,40.0
[-78.14562,1,169.0,35.0
[-78.14562  39.18917],1,169.0,35.0
[-78.14713,1,371.0,41.0
[-78.14891,1,311.0,40.0
[-78.149002,3,2861.0,49.0
[-78.14963,1,213.0,37.0
[-78.14971,1,100.0,30.0
[-78.15325,1,686.0,47.0
[-78.15351,1,239.0,38.0
[-78.1541493,1,521.0,44.0
[-78.15423,1,169.0,35.0
[-78.15423  38.43648],1,169.0,35.0
[-78.15508,1,161.0,34.0
[-78.1558,2,471.0,37.5
[-78.15580179999999,1,995.0,50.0
[-78.15823  39.16682],1,182.0,35.0
[-78.15879,1,134.0,33.0
[-78.1590636,1,393.0,42.0
[-78.1605497,1,74.0,27.0
[-78.16233,2,328.0,34.0
[-78.1629028,1,172.0,35.0
[-78.16334  39.18566],1,216.0,37.0
[-78.1634,1,145.0,33.0
[-78.16453,2,572.0,38.0
[-78.1651274,1,83.0,28.0
[-78.165911,2,352.0,34.5
[-78.16634,1,292.0,39.0
[-78.16913,1,168.0,35.0
[-78.1701,1,100.0,30.0
[-78.17112,1,100.0,30.0
[-78.1720521,1,445.0,43.0
[-78.17253,1,470.0,43.0
[-78.17843,1,186.0,35.0
[-78.1799   39.18541],1,165.0,34.0
[-78.17994,1,100.0,30.0
[-78.1804047,1,119.0,32.0
[-78.1806717,1,275.0,39.0
[-78.1810074,1,116.0,31.0
[-78.1816874,1,725.0,47.0
[-78.18254,1,333.0,40.0
[-78.1832629,1,70.0,27.0
[-78.1834,1,239.0,38.0
[-78.1836721,3,300.0,30.0
[-78.1836721  38.9120155],1,100.0,30.0
[-78.1890194,1,175.0,35.0
[-78.18927,1,622.0,46.0
[-78.18968,1,479.0,44.0
[-78.19155,1,100.0,30.0
[-78.19179,3,811.0,38.333333333333336
[-78.19179  38.91776],1,159.0,34.0
[-78.19237,1,440.0,43.0
[-78.1934,1,100.0,30.0
[-78.19438,1,528.0,44.0
[-78.2007065,1,180.0,35.0
[-78.20092,1,100.0,30.0
[-78.20378,1,100.0,30.0
[-78.2039032  39.0770912],1,199.0,36.0
[-78.20485,1,315.0,40.0
[-78.205,1,429.0,43.0
[-78.2094,1,286.0,39.0
[-78.21633555960453,1,6000.0,66.0
[-78.22204,1,1091.0,51.0
[-78.22653455,1,40000.0,82.0
[-78.22662,1,467.0,43.0
[-78.22702,1,397.0,42.0
[-78.2271957,1,67.0,27.0
[-78.22813,1,289.0,39.0
[-78.22874911114043,1,7000.0,67.0
[-78.23138  34.04049],1,311.0,40.0
[-78.23578,1,761.0,48.0
[-78.23606,1,357.0,41.0
[-78.23621750000001,1,849.0,49.0
[-78.2365406,1,505.0,44.0
[-78.23828,1,279.0,39.0
[-78.2418,1,100.0,30.0
[-78.24354,1,255.0,38.0
[-78.2448664,1,92.0,29.0
[-78.24534919999999,1,998.0,50.0
[-78.24964,1,506.0,44.0
[-78.25414,1,254.0,38.0
[-78.25433,4,840.0,36.0
[-78.25472,1,254.0,38.0
[-78.25748  42.08588],1,279.0,39.0
[-78.2625809,1,146.0,33.0
[-78.26753  38.36427],1,100.0,30.0
[-78.27118,1,929.0,49.0
[-78.27972,1,100.0,30.0
[-78.2800793,2,641.0,40.0
[-78.2818,1,443.0,43.0
[-78.2819,6,3798.0,46.0
[-78.2819  35.5375],1,633.0,46.0
[-78.28304  40.48481],1,100.0,30.0
[-78.2831,1,304.0,40.0
[-78.29381,1,501.0,44.0
[-78.29402,1,100.0,30.0
[-78.29455,1,100.0,30.0
[-78.29476,1,165.0,34.0
[-78.3006,1,100.0,30.0
[-78.30389,1,445.0,43.0
[-78.3082699,1,398.0,42.0
[-78.31045,1,100.0,30.0
[-78.31263,1,100.0,30.0
[-78.31268,1,100.0,30.0
[-78.31332,1,222.0,37.0
[-78.31334,1,222.0,37.0
[-78.31613,1,267.0,39.0
[-78.3249969,1,147.0,33.0
[-78.33204,1,168.0,35.0
[-78.33231,1,507.0,44.0
[-78.33285646650724,1,7000.0,67.0
[-78.3344385,1,79.0,28.0
[-78.3397,1,1198.0,52.0
[-78.34598,1,255.0,38.0
[-78.3461,1,193.0,36.0
[-78.34984,1,473.0,43.0
[-78.3511,2,739.0,41.0
[-78.35629,1,177.0,35.0
[-78.35635,1,100.0,30.0
[-78.35967,1,100.0,30.0
[-78.36048,1,159.0,34.0
[-78.3678566,1,174.0,35.0
[-78.36907,1,533.0,45.0
[-78.3697213,1,91.0,29.0
[-78.36977,1,224.0,37.0
[-78.3754812,1,129.0,32.0
[-78.37651,1,487.0,44.0
[-78.3796322,2,19008.0,69.0
[-78.3856447,1,115.0,31.0
[-78.38722,1,607.0,46.0
[-78.38724,4,400.0,30.0
[-78.38863,1,147.0,33.0
[-78.3891678,1,123.0,32.0
[-78.38919,1,198.0,36.0
[-78.38949,3,516.0,35.0
[-78.392395,1,403.0,42.0
[-78.3924342914061,1,4000.0,62.0
[-78.3937302,7,1109.0,34.285714285714285
[-78.39381,1,394.0,42.0
[-78.3947372,4,931.0,37.0
[-78.3949966,1,134.0,33.0
[-78.39548,1,1425.0,53.0
[-78.39548108917661,1,20000.0,76.0
[-78.3956793,4,9351.0,57.25
[-78.3956793  37.2983027],1,1605.0,54.0
[-78.3959885,1,100.0,30.0
[-78.39655,1,236.0,37.0
[-78.3968,6,618.0,0.0
[-78.39788,2,350.0,35.0
[-78.39813,1,388.0,42.0
[-78.39851,1,613.0,46.0
[-78.39854,1,100.0,30.0
[-78.39888,1,166.0,34.0
[-78.40139,1,100.0,30.0
[-78.40193959999999,1,240.0,38.0
[-78.40343,1,437.0,43.0
[-78.40372,1,165.0,34.0
[-78.4047837  36.3271823],1,182.0,35.0
[-78.40736,1,450.0,43.0
[-78.40761,1,397.0,42.0
[-78.40761  37.99528],1,128.0,32.0
[-78.4082938,1,71.0,27.0
[-78.40864,1,224.0,37.0
[-78.40954,1,427.0,43.0
[-78.40999,1,733.0,47.0
[-78.42255,1,322.0,40.0
[-78.4225505,1,100.0,30.0
[-78.42274,1,267.0,39.0
[-78.42402,1,100.0,30.0
[-78.42483,1,100.0,30.0
[-78.428606,1,2500.0,58.0
[-78.42915,1,695.0,47.0
[-78.42939,1,454.0,43.0
[-78.42971,1,303.0,40.0
[-78.43148,1,100.0,30.0
[-78.4344,1,161.0,34.0
[-78.43501,1,321.0,40.0
[-78.43674,1,100.0,30.0
[-78.43824,1,345.0,41.0
[-78.4383,1,377.0,42.0
[-78.43967,1,180.0,35.0
[-78.43967  38.29688],1,180.0,35.0
[-78.45063010253669,1,9000.0,69.0
[-78.45457,1,500.0,44.0
[-78.45465,1,533.0,45.0
[-78.45616  36.10392],1,148.0,33.0
[-78.456665,1,165.0,34.0
[-78.45677  39.52915],1,117.0,31.0
[-78.45789,1,100.0,30.0
[-78.45802,1,364.0,41.0
[-78.4591,1,674.0,47.0
[-78.46037,2,200.0,30.0
[-78.4625549,1,144.0,33.0
[-78.4639849,1,100.0,30.0
[-78.46696  35.92119],1,215.0,37.0
[-78.4671555  38.5792236],1,187.0,35.0
[-78.46739,1,1414.0,53.0
[-78.46936,1,100.0,30.0
[-78.47168,1,739.0,47.0
[-78.47168  38.05016],1,195.0,36.0
[-78.47432,1,219.0,37.0
[-78.47489,1,383.0,42.0
[-78.4749908,1,175.0,35.0
[-78.47514,1,291.0,39.0
[-78.47623,1,215.0,37.0
[-78.47662200000002,1,1072.0,51.0
[-78.4769353,5,496.0,29.6
[-78.47698,1,158.0,34.0
[-78.47871,1,209.0,36.0
[-78.47918,1,139.0,33.0
[-78.47934,2,334.0,33.5
[-78.48003,3,1324.0,42.666666666666664
[-78.480229,1,500.0,44.0
[-78.4802841,1,124.0,32.0
[-78.4812131,11,3458.0,40.0
[-78.4812131  38.0306125],2,633.0,40.0
[-78.4817352,6,1412.0,36.333333333333336
[-78.4817352  38.0304323],1,177.0,35.0
[-78.48214,1,216.0,37.0
[-78.4824758,1,202.0,36.0
[-78.4827145,4,787.0,35.75
[-78.4829,13,1339.0,0.0
[-78.4845212,4,11437.0,58.75
[-78.48666,4,1574.0,41.5
[-78.488243,2,200.0,30.0
[-78.48899,1,289.0,39.0
[-78.4917908,2,224.0,31.0
[-78.49265,1,491.0,44.0
[-78.49339,2,912.0,43.5
[-78.49423  38.89158],1,169.0,35.0
[-78.49538,1,203.0,36.0
[-78.495432  38.079705],1,209.0,36.0
[-78.49653,1,100.0,30.0
[-78.4965973,1,157.0,34.0
[-78.4974701,1,83.0,28.0
[-78.49822999999999,1,116.0,31.0
[-78.49823    42.8993952],1,156.0,34.0
[-78.50159  38.03655],1,519.0,44.0
[-78.5031504,1,270.0,39.0
[-78.5037383,1,35000.0,81.0
[-78.50411,1,362.0,41.0
[-78.50436,1,405.0,42.0
[-78.5056   38.03276],2,408.0,36.5
[-78.5056508,1,176.0,35.0
[-78.5058429,1,81.0,28.0
[-78.50614,3,300.0,30.0
[-78.5065361,1,100.0,30.0
[-78.5067369,16,115083.0,67.0
[-78.5067369  38.0459472],1,8040.0,68.0
[-78.50745,1,339.0,41.0
[-78.507636,1,110.0,31.0
[-78.5081,1,103.0,0.0
[-78.50965,4,1140.0,38.75
[-78.50967849999999,1,441.0,43.0
[-78.50972,2,330.0,34.0
[-78.51003,1,105.0,30.0
[-78.510599,1,1500.0,54.0
[-78.51088,1,217.0,37.0
[-78.5108948,1,141.0,33.0
[-78.51129,1,149.0,33.0
[-78.5128222,4,10162.0,58.25
[-78.5128632,1,161.0,34.0
[-78.51296,1,100.0,30.0
[-78.51349  33.89169],1,340.0,41.0
[-78.51368789999998,2,94080.0,83.5
[-78.51521,1,189.0,36.0
[-78.5153,4,400.0,30.0
[-78.5155556,1,192.0,36.0
[-78.5171,1,504.0,44.0
[-78.51771,1,193.0,36.0
[-78.5228,1,100.0,30.0
[-78.52696,1,100.0,30.0
[-78.52719,2,200.0,30.0
[-78.52921500000001,1,393.0,42.0
[-78.53395,1,100.0,30.0
[-78.53774,1,132.0,32.0
[-78.5388,1,195.0,36.0
[-78.5398473,1,101.0,30.0
[-78.54211,1,100.0,30.0
[-78.5472,1,122.0,32.0
[-78.54729,1,419.0,42.0
[-78.54824,1,1682.0,55.0
[-78.5544052,1,194.0,36.0
[-78.55615,1,100.0,30.0
[-78.55821,1,410.0,42.0
[-78.5588,3,300.0,30.0
[-78.55915,1,165.0,34.0
[-78.560997,1,217.0,37.0
[-78.560997   35.6117249],1,217.0,37.0
[-78.5619,1,274.0,39.0
[-78.5622406,1,163.0,34.0
[-78.5652202  41.426929 ],1,170.0,35.0
[-78.56694800000001,1,328.0,40.0
[-78.56735929999999,1,144.0,33.0
[-78.5676352,1,254.0,38.0
[-78.56901,2,1283.0,45.0
[-78.57002,1,100.0,30.0
[-78.57427,1,258.0,38.0
[-78.5755106,1,1025.0,50.0
[-78.57607,1,580.0,45.0
[-78.5762636,1,7602.0,68.0
[-78.57799  43.24113],1,186.0,35.0
[-78.5798111,1,119.0,32.0
[-78.58044,1,119.0,32.0
[-78.58192269999999,1,246.0,38.0
[-78.58689930000001,1,149.0,33.0
[-78.58694,1,681.0,47.0
[-78.58700434999999,1,15000.0,74.0
[-78.58737,1,335.0,41.0
[-78.5875   36.31167],1,706.0,47.0
[-78.58881,1,262.0,38.0
[-78.589,1,417.0,42.0
[-78.58915,1,255.0,38.0
[-78.58978,1,100.0,30.0
[-78.5919067,1,92.0,29.0
[-78.59327,1,548.0,45.0
[-78.5958905,1,392.0,42.0
[-78.59659,1,234.0,37.0
[-78.59725726666667,1,5000.0,64.0
[-78.59846,1,571.0,45.0
[-78.59962,1,210.0,36.0
[-78.6004191,1,138.0,33.0
[-78.6007033,1,280.0,39.0
[-78.6063004,1,154.0,34.0
[-78.6074,4,3976.0,49.75
[-78.6076,1,257.0,38.0
[-78.6077652,1,161.0,34.0
[-78.60780849999999,4,1092.0,39.0
[-78.60781,3,1152.0,39.666666666666664
[-78.60865,1,194.0,36.0
[-78.6089,1,140.0,33.0
[-78.60927,1,100.0,30.0
[-78.60928,1,394.0,42.0
[-78.61005,1,189.0,36.0
[-78.61101161992087,1,22000.0,77.0
[-78.61181,1,100.0,30.0
[-78.611889,1,1000.0,50.0
[-78.61341,1,485.0,44.0
[-78.61417,1,100.0,30.0
[-78.6141709,1,85.0,29.0
[-78.6144409,1,506.0,44.0
[-78.6146735,1,536.0,45.0
[-78.6148303  35.760784 ],1,374.0,41.0
[-78.616354,1,95.0,30.0
[-78.61657679999999,1,320.0,40.0
[-78.618228,1,311.0,40.0
[-78.61832,1,507.0,44.0
[-78.61898  38.84547],1,123.0,32.0
[-78.6201477,1,297.0,39.0
[-78.6203902,13,16834.0,51.61538461538461
[-78.6203902  35.8161396],1,1250.0,52.0
[-78.6224,1,849.0,49.0
[-78.62285,3,5460.0,55.0
[-78.6229391,1,744.0,47.0
[-78.62294,1,179.0,35.0
[-78.62385,1,327.0,40.0
[-78.62385  35.79986],1,327.0,40.0
[-78.62393,2,682.0,40.5
[-78.6242913,1,947.0,50.0
[-78.62666,1,169.0,35.0
[-78.6272787,1,100.0,30.0
[-78.62816,1,171.0,35.0
[-78.63024,1,100.0,30.0
[-78.63049,1,213.0,37.0
[-78.6328   33.83305],1,100.0,30.0
[-78.6332908,1,518.0,44.0
[-78.6349,2,200.0,30.0
[-78.63508,1,172.0,35.0
[-78.6356,1,151.0,34.0
[-78.63578989999999,1,367.0,41.0
[-78.63626,1,354.0,41.0
[-78.63626200000002,1,604.0,46.0
[-78.636304,1,1000.0,50.0
[-78.636806,6,833.0,29.166666666666668
[-78.63688,1,303.0,40.0
[-78.63688  35.77717],1,214.0,37.0
[-78.6368813,3,5550.0,55.0
[-78.6368813  42.7717378],1,1850.0,55.0
[-78.637214,1,987.0,50.0
[-78.637416,15,7771.0,44.2
[-78.637416  35.773854],1,578.0,45.0
[-78.63815,2,308.0,33.5
[-78.6381787,1,100.0,30.0
[-78.63818,9,2679.0,38.77777777777778
[-78.6382,1,960.0,50.0
[-78.6388582,2,1134.0,45.0
[-78.63906  35.77848],1,100.0,30.0
[-78.63945079999999,1,1704.0,55.0
[-78.6395201,1,110.0,31.0
[-78.6395549,3,1774.0,45.333333333333336
[-78.6396,1,2136.0,57.0
[-78.63961,3,2327.0,48.0
[-78.6396580379,2,1744.0,48.5
[-78.6396823,3,668.0,37.0
[-78.6398,1,225.0,37.0
[-78.6398226,1,236.0,37.0
[-78.640053,1,961.0,50.0
[-78.640184   35.8382473],1,178.0,35.0
[-78.6411149,2,6100.0,60.0
[-78.64175,1,100.0,30.0
[-78.64252,1,231.0,37.0
[-78.6430874,30,155343.0,64.5
[-78.6430874  35.7738011],4,21600.0,65.0
[-78.64397  35.77464],1,376.0,42.0
[-78.6440465,1,134.0,33.0
[-78.64481,1,355.0,41.0
[-78.64546,1,301.0,40.0
[-78.6458847419,1,891.0,49.0
[-78.646202,1,395.0,42.0
[-78.6468743,1,371.0,41.0
[-78.6472699,5,1024.0,35.6
[-78.6482533,1,215.0,37.0
[-78.6494477,1,121.0,32.0
[-78.64986,2,908.0,43.0
[-78.65026999999999,1,400.0,42.0
[-78.650337,1,338.0,41.0
[-78.6505585,1,151.0,34.0
[-78.65064559999999,1,821.0,48.0
[-78.65108  35.77598],1,576.0,45.0
[-78.65111,2,401.0,36.0
[-78.6512424,1,304.0,40.0
[-78.65271,1,441.0,43.0
[-78.65584  35.72375],1,100.0,30.0
[-78.65613,1,249.0,38.0
[-78.65625829999999,1,442.0,43.0
[-78.6568397,1,100.0,30.0
[-78.6576791,2,1150.0,44.0
[-78.65774,2,274.0,32.5
