city,phq_events,phq_total_attendance,phq_avg_rank
[-122.28735   47.0577 ],1,227.0,37.0
[-122.2875092,6,3754.0,45.833333333333336
[-122.2877155,1,466.0,43.0
[-122.2878723,2,769.0,41.5
[-122.2881,1,183.0,35.0
[-122.2881072,1,1236.0,52.0
[-122.2884522,1,500.0,44.0
[-122.28846140000002,1,165.0,34.0
[-122.2896231,1,614.0,46.0
[-122.28967,1,199.0,36.0
[-122.2901882   47.114805 ],1,227.0,37.0
[-122.29094,1,100.0,30.0
[-122.2909521,2,686.0,41.0
[-122.29123,1,277.0,39.0
[-122.2913078,2,1310.0,42.5
[-122.2918602,1,95.0,30.0
[-122.2922577,1,208.0,36.0
[-122.29289,1,162.0,34.0
[-122.2929    47.18538],1,234.0,37.0
[-122.2936364,1,242.0,38.0
[-122.2939147,2,740.0,41.0
[-122.29404   47.19144],1,272.0,39.0
[-122.29523,2,597.0,37.0
[-122.29533   37.88013],1,1416.0,53.0
[-122.29542,1,324.0,40.0
[-122.29548,1,781.0,48.0
[-122.2955208,1,1050.0,50.0
[-122.29558,1,163.0,34.0
[-122.29582823   47.18179064],1,1000000.0,100.0
[-122.2961805578607,1,102.0,30.0
[-122.29673,1,145.0,33.0
[-122.29680100000002,2,12652.0,66.0
[-122.29731,2,444.0,37.0
[-122.2980775,1,561.0,45.0
[-122.2980778,1,192.0,36.0
[-122.2982254,1,196.0,36.0
[-122.2984723,1,183.0,35.0
[-122.2984723   47.4230038],1,183.0,35.0
[-122.29871,1,533.0,45.0
[-122.299,1,767.0,48.0
[-122.2991,1,100.0,30.0
[-122.29921889707823,1,10000.0,70.0
[-122.299261,1,49.0,24.0
[-122.29927,3,475.0,33.666666666666664
[-122.29929923   37.87961581],1,160.0,34.0
[-122.29931,1,152.0,34.0
[-122.2993891,1,481.0,44.0
[-122.2996291,1,439.0,43.0
[-122.29966,1,100.0,30.0
[-122.29977,1,100.0,30.0
[-122.299884,3,1438.0,43.333333333333336
[-122.30046,1,866.0,49.0
[-122.30083,1,335.0,41.0
[-122.3016111,4,126640.0,78.5
[-122.30199,1,270.0,39.0
[-122.3021385,19,101843.0,63.89473684210526
[-122.3024708,1,701.0,47.0
[-122.3025322,1,170.0,35.0
[-122.3025495,1,767.0,48.0
[-122.30298,1,100.0,30.0
[-122.303841,1,250.0,38.0
[-122.303927,4,1256.0,40.0
[-122.303927    47.5590595],1,304.0,40.0
[-122.304017,1,250.0,38.0
[-122.3044362,2,669.0,36.5
[-122.30516,1,299.0,40.0
[-122.3056139,2,2975.0,53.5
[-122.305734,1,193.0,36.0
[-122.3059677   47.6578295],1,329.0,40.0
[-122.30729,1,100.0,30.0
[-122.30744,1,214.0,37.0
[-122.3077311,1,439.0,43.0
[-122.30791,1,100.0,30.0
[-122.30792,1,661.0,46.0
[-122.3081571,1,193.0,36.0
[-122.30817   47.3148 ],1,100.0,30.0
[-122.30818,1,578.0,45.0
[-122.30864,1,100.0,30.0
[-122.3088153,1,673.0,47.0
[-122.30882,1,622.0,46.0
[-122.30894,1,4000.0,62.0
[-122.30894377707342,1,45000.0,83.0
[-122.3089522,2,1115.0,41.0
[-122.30901,1,472.0,43.0
[-122.30916176149498,1,45000.0,83.0
[-122.309189,1,430.0,43.0
[-122.3092901,1,202.0,36.0
[-122.3097144,1,479.0,44.0
[-122.30987,1,532.0,45.0
[-122.310304,1,500.0,44.0
[-122.3103409,1,307.0,40.0
[-122.3103409   47.893959 ],1,307.0,40.0
[-122.31102,1,258.0,38.0
[-122.311106,1,1000.0,50.0
[-122.3113318,5,1005.0,36.0
[-122.31197,1,265.0,38.0
[-122.3120826,1,489.0,44.0
[-122.3121178,1,178.0,35.0
[-122.31264,2,556.0,39.0
[-122.31264   47.75772],1,341.0,41.0
[-122.31268,2,880.0,42.5
[-122.3127824   47.6602406],1,341.0,41.0
[-122.3127956,1,314.0,40.0
[-122.31325,1,191.0,36.0
[-122.3134401,10,9990.0,50.0
[-122.31346,1,236.0,37.0
[-122.3135136,2,198.0,30.0
[-122.313697,5,2810.0,45.0
[-122.3139719,2,372.0,35.0
[-122.3140371,9,5958.0,46.0
[-122.3140559,1,24.0,18.0
[-122.31416,1,1053.0,50.0
[-122.314422,7,2066.0,38.857142857142854
[-122.31458,1,136.0,33.0
[-122.3145918,1,177.0,35.0
[-122.31461   37.97712],1,368.0,41.0
[-122.3148251,5,3250.0,46.0
[-122.31498,1,935.0,49.0
[-122.3151962,1,407.0,42.0
[-122.3162428,1,137.0,33.0
[-122.3163608,1,261.0,38.0
[-122.31707,1,147.0,33.0
[-122.31711,2,604.0,39.5
[-122.31713,1,850.0,49.0
[-122.3178465,1,267.0,39.0
[-122.3179,1,302.0,40.0
[-122.3180956,1,238.0,38.0
[-122.3188912868,4,400.0,30.0
[-122.31962,10,4775.0,43.4
[-122.31962    47.613938],1,334.0,40.0
[-122.31963,2,215.0,30.5
[-122.319732,14,2193.0,33.214285714285715
[-122.319732   47.613925],1,114.0,31.0
[-122.3198754,1,415.0,42.0
[-122.31989,2,596.0,39.5
[-122.3205034,1,159.0,34.0
[-122.320518,2,792.0,39.5
[-122.320529,1,216.0,37.0
[-122.3205827,6,3586.0,45.166666666666664
[-122.3205827   47.6137242],1,739.0,47.0
[-122.32111,1,100.0,30.0
[-122.3213674,1,276.0,39.0
[-122.321794,1,324.0,40.0
[-122.32182,1,246.0,38.0
[-122.32215,1,356.0,41.0
[-122.32419,4,400.0,30.0
[-122.324361,2,168.0,28.0
[-122.3247551,1,219.0,37.0
[-122.3256,1,144.0,33.0
[-122.3256003,1,219.0,37.0
[-122.3258389,2,620.0,39.5
[-122.3266953,1,121.0,32.0
[-122.326702,1,273.0,39.0
[-122.3275363,1,464.0,43.0
[-122.3275836,1,125.0,32.0
[-122.32775,1,154.0,34.0
[-122.328,2,2589.0,52.5
[-122.3285033   47.6802604],1,132.0,32.0
[-122.32859,2,200.0,30.0
[-122.32859   47.54967],1,100.0,30.0
[-122.32902,1,2000.0,56.0
[-122.3292,1,228.0,37.0
[-122.3292679268,5,1046.0,36.2
[-122.3293734,6,3556.0,45.166666666666664
[-122.3295383,3,493.0,34.333333333333336
[-122.329566,1,198.0,36.0
[-122.33001   47.46635],1,196.0,36.0
[-122.3300639,1,337.0,41.0
[-122.33009,1,200.0,36.0
[-122.3305016,2,735.0,41.5
[-122.3307604,1,205.0,36.0
[-122.330773   37.577573],1,162.0,34.0
[-122.3308,1,1126.0,51.0
[-122.3308334,1,415.0,42.0
[-122.3308334   47.6063881],2,760.0,42.0
[-122.33112,5,1222.0,37.6
[-122.33113,1,255.0,38.0
[-122.331342,3,8421.0,59.0
[-122.33163939999997,8,327087.0,80.5
[-122.33179,1,100.0,30.0
[-122.33184,1,302.0,40.0
[-122.3318417,1,264.0,38.0
[-122.3319,1,411.0,42.0
[-122.332031,1,964.0,50.0
[-122.33207,25,10044.0,40.8
[-122.33207   47.60621],1,387.0,42.0
[-122.3320708,1,103.0,30.0
[-122.3321198,1,267.0,39.0
[-122.332216,1,275.0,39.0
[-122.3322862,5,20080.0,61.8
[-122.3322862   47.5933082],1,3050.0,60.0
[-122.33235,5,1030.0,35.8
[-122.3324,1,292.0,39.0
[-122.3324   47.6065],1,320.0,40.0
[-122.33246606696676,1,274.0,39.0
[-122.33250850000002,7,213601.0,79.28571428571429
[-122.33273,1,186.0,35.0
[-122.33274,1,100.0,30.0
[-122.3328481,8,1238.0,33.5
[-122.333,3,1872.0,46.0
[-122.33305,2,788.0,42.0
[-122.33315,1,214.0,37.0
[-122.3332236   47.600506 ],1,412.0,42.0
[-122.3332792,1,302.0,40.0
[-122.33334,1,100.0,30.0
[-122.33339,1,191.0,36.0
[-122.3334541,1,510.0,44.0
[-122.3336919,13,12927.0,49.92307692307692
[-122.3336919   47.587935 ],1,938.0,49.0
[-122.33385,5,1570.0,39.8
[-122.333888,1,1671.0,54.0
[-122.334016,1,69.0,27.0
[-122.3341427   45.2920726],1,160.0,34.0
[-122.33442,1,331.0,40.0
[-122.33465,2,517.0,38.0
[-122.33465   47.57719],1,382.0,42.0
[-122.33466,1,416.0,42.0
[-122.3346898,1,195.0,36.0
[-122.33486,1,392.0,42.0
[-122.3354766,1,184.0,35.0
[-122.335599,1,1972.0,56.0
[-122.33619,1,100.0,30.0
[-122.336297    47.6233885],1,218.0,37.0
[-122.33675,1,368.0,41.0
[-122.33677,1,652.0,46.0
[-122.33679,1,460.0,43.0
[-122.33682,1,1000.0,50.0
[-122.33687   47.80563],1,359.0,41.0
[-122.33697,1,1720.0,55.0
[-122.3369703,4,5032.0,51.5
[-122.3374576,3,862.0,39.0
[-122.3375156   48.478705 ],1,182.0,35.0
[-122.33754   37.56352],1,230.0,37.0
[-122.3375436,1,88.0,29.0
[-122.3375749,1,245.0,38.0
[-122.3376776,2,405.0,36.0
[-122.33769,4,2890.0,44.75
[-122.33796,1,589.0,45.0
[-122.3382,1,432.0,43.0
[-122.33834,1,186.0,35.0
[-122.3383615,1,213.0,37.0
[-122.33847,1,167.0,34.0
[-122.33873,3,430.0,32.666666666666664
[-122.33873   48.41406],1,165.0,34.0
[-122.33917,1,499.0,44.0
[-122.339197,1,379.0,42.0
[-122.3393269,16,12164.0,47.3125
[-122.33934,2,733.0,41.0
[-122.339602,2,4000.0,56.0
[-122.33969,3,1353.0,42.333333333333336
[-122.3399241,1,1629.0,54.0
[-122.340278,3,6000.0,56.0
[-122.3404024   47.6088844],1,802.0,48.0
[-122.3405398,1,347.0,41.0
[-122.34054,1,1000.0,50.0
[-122.34094,1,220.0,37.0
[-122.3412832,3,3534.0,51.333333333333336
[-122.3414651   47.6085421],1,259.0,38.0
[-122.3420952,1,580.0,45.0
[-122.3421443,9,1331.0,30.333333333333332
[-122.3421581,1,343.0,41.0
[-122.3422045,1,197.0,36.0
[-122.34225,1,124.0,32.0
[-122.34232,2,200.0,30.0
[-122.3423699,1,290.0,39.0
[-122.34247,1,174.0,35.0
[-122.3430407,2,647.0,40.0
[-122.3436279297,1,100.0,30.0
[-122.3442843,13,4282.0,39.15384615384615
[-122.34474,2,479.0,37.5
[-122.34475,1,100.0,30.0
[-122.3449045,1,100.0,30.0
[-122.345,2,599.0,40.0
[-122.3450374,1,180.0,35.0
[-122.3453993   47.7349796],1,112.0,31.0
[-122.34543,1,320.0,40.0
[-122.3457,2,663.0,39.5
[-122.3459043,1,250.0,38.0
[-122.3464613,3,762.0,34.666666666666664
[-122.34683   47.72299],1,100.0,30.0
[-122.34686,1,126.0,32.0
[-122.34687,1,304.0,40.0
[-122.3469495,6,572.0,29.166666666666668
[-122.3469495   47.6145925],1,70.0,27.0
[-122.34718,1,89.0,29.0
[-122.34743,1,171.0,35.0
[-122.3479798368616,1,78753.0,88.0
[-122.34844,1,216.0,37.0
[-122.34844   47.75544],1,216.0,37.0
[-122.3491109,13,4063.0,40.0
[-122.3491109   47.614605 ],1,310.0,40.0
[-122.34924,1,500.0,44.0
[-122.3492781,14,6661.0,43.42857142857143
[-122.3492781   47.6147677],2,907.0,43.0
[-122.34946,1,489.0,44.0
[-122.3496017,1,210.0,36.0
[-122.3496822,1,102.0,30.0
[-122.349735,1,929.0,49.0
[-122.3504332,5,4633.0,49.4
[-122.3504332   47.6207455],1,912.0,49.0
[-122.35166,2,8556.0,56.5
[-122.3516933263,1,259.0,38.0
[-122.35195002840157,1,14000.0,73.0
[-122.35197,1,100.0,30.0
[-122.352,1,375.0,41.0
[-122.352    47.6219],1,383.0,42.0
[-122.35276,1,512.0,44.0
[-122.35328,1,164.0,34.0
[-122.35347,1,659.0,46.0
[-122.35366409770337,1,5000.0,64.0
[-122.3536693,1,292.0,39.0
[-122.3538195,2,194.0,30.0
[-122.35384,1,802.0,48.0
[-122.3538481,11,3125.0,38.63636363636363
[-122.3538481   47.6523697],1,188.0,35.0
[-122.353988   47.6221  ],1,17645.0,75.0
[-122.35398800000002,30,432860.0,73.03333333333333
[-122.354005,1,187.0,35.0
[-122.3541632,7,3446.0,43.142857142857146
[-122.3547117   47.6834754],1,252.0,38.0
[-122.3548065,1,141.0,33.0
[-122.35481   47.68575],1,188.0,35.0
[-122.3549,2,607.0,39.0
[-122.3549173,1,247.0,38.0
[-122.3550304,1,796.0,48.0
[-122.35529,1,100.0,30.0
[-122.3555502,1,328.0,40.0
[-122.35569,2,1144.0,45.0
[-122.3557,1,141.0,33.0
[-122.3560094   47.5159951],1,100.0,30.0
[-122.35666   47.63537],1,215.0,37.0
[-122.35709,1,262.0,38.0
[-122.35715,1,3957.0,62.0
[-122.3572749   47.5171075],1,374.0,41.0
[-122.35835   47.52057],1,234.0,37.0
[-122.3588,1,135.0,33.0
[-122.35914,1,100.0,30.0
[-122.36047,1,1736.0,55.0
[-122.36051350000002,1,196.0,36.0
[-122.3605379,1,188.0,35.0
[-122.36111,1,100.0,30.0
[-122.3621524,1,210.0,36.0
[-122.36251,1,252.0,38.0
[-122.36305,1,502.0,44.0
[-122.36385,1,100.0,30.0
[-122.3639831,1,231.0,37.0
[-122.36471,1,168.0,35.0
[-122.36476,2,200.0,30.0
[-122.3653895,14,2202.0,33.92857142857143
[-122.36544,1,371.0,41.0
[-122.3656656,9,1394.0,33.666666666666664
[-122.3656656   47.6612708],2,288.0,33.0
[-122.36596,1,196.0,36.0
[-122.36675,1,100.0,30.0
[-122.3674316   37.3195457],1,340.0,41.0
[-122.3682,1,451.0,43.0
[-122.36865,1,279.0,39.0
[-122.369074,1,361.0,41.0
[-122.36981,1,304.0,40.0
[-122.370686,2,459.0,37.5
[-122.37091,1,304.0,40.0
[-122.37195,1,100.0,30.0
[-122.372521,1,191.0,36.0
[-122.3733517,1,1006.0,50.0
[-122.3750801,1,173.0,35.0
[-122.3753982,1,727.0,47.0
[-122.3765797,1,471.0,43.0
[-122.37757,1,100.0,30.0
[-122.379691,1,998.0,50.0
[-122.38174   47.66554],1,164.0,34.0
[-122.3826453,18,3556.0,34.888888888888886
[-122.3826453   47.6657705],1,311.0,40.0
[-122.38272,1,100.0,30.0
[-122.382786,1,5000.0,64.0
[-122.38403,1,100.0,30.0
[-122.38502,1,400.0,42.0
[-122.385313,1,1000.0,50.0
[-122.3853487,1,168.0,35.0
[-122.3859886,17,2552.0,32.94117647058823
[-122.3859886   47.6681134],1,159.0,34.0
[-122.38602,5,1120.0,37.0
[-122.38604897093795,5,16080.0,60.0
[-122.386382,1,157.0,34.0
[-122.3864272,1,285.0,39.0
[-122.38644,1,140.0,33.0
[-122.3865738,1,181.0,35.0
[-122.3867    47.81049],1,100.0,30.0
[-122.38675,1,204.0,36.0
[-122.3869782943,14,4512.0,40.0
[-122.387026,1,250.0,38.0
[-122.38736,3,300.0,30.0
[-122.38736   37.74519],1,100.0,30.0
[-122.387715,22,361035.0,74.0
[-122.38788,1,198.0,36.0
[-122.3879268,3,1140.0,42.0
[-122.38926979999997,5,172375.0,80.8
[-122.3894199,1,697.0,47.0
[-122.38956,1,353.0,41.0
[-122.39029   47.93213],1,159.0,34.0
[-122.3903999,1,391.0,42.0
[-122.3904855,4,708.0,35.0
[-122.3906,1,272.0,39.0
[-122.39062,3,662.0,36.666666666666664
[-122.391,1,234.0,37.0
[-122.391    37.7792],1,204.0,36.0
[-122.3913564,2,240.0,32.0
[-122.3914307,1,547.0,45.0
[-122.39159640000003,1,371.0,41.0
[-122.391627,1,289.0,39.0
[-122.39165,1,723.0,47.0
[-122.39252,2,3272.0,54.0
[-122.39286,1,362.0,41.0
[-122.39331877   37.78985167],2,704.0,41.0
[-122.3933187735,10,4000.0,41.8
[-122.3936136,2,898.0,42.5
[-122.3936136   37.7954425],2,680.0,40.5
[-122.3937623161,39,10945.0,38.56410256410256
[-122.3937801,1,660.0,46.0
[-122.394055,5,2327.0,40.6
[-122.39608,1,786.0,48.0
[-122.3964702,12,1790.0,33.166666666666664
[-122.3964702   37.7650672],1,206.0,36.0
[-122.39724719999998,1,822.0,48.0
[-122.397626   45.477302],1,242.0,38.0
[-122.3980837,6,499.0,28.0
[-122.39821,2,607.0,39.5
[-122.39821   37.78856],1,642.0,46.0
[-122.4,1,1290.0,52.0
[-122.40000600000002,1,446.0,43.0
[-122.4003089,1,82.0,28.0
[-122.4010508,1,207.0,36.0
[-122.40127,1,100.0,30.0
[-122.4023249,1,104.0,30.0
[-122.4023514   37.7849884],1,317.0,40.0
[-122.40253,1,488.0,44.0
[-122.402598,1,879.0,49.0
[-122.4026718,1,119.0,32.0
[-122.40273,1,100.0,30.0
[-122.4028,1,144.0,33.0
[-122.4029759,2,759.0,41.5
[-122.40304,1,249.0,38.0
[-122.4030675,1,917.0,49.0
[-122.403445,1,40000.0,82.0
[-122.4037096,1,409.0,42.0
[-122.4042292,2,502.0,37.5
[-122.4043,1,304.0,40.0
[-122.4043227,1,228.0,37.0
[-122.4043318   45.5854317],1,175.0,35.0
[-122.40437,2,517.0,38.5
[-122.404508,1,109.0,31.0
[-122.404508   40.587313],1,109.0,31.0
[-122.404648    37.7862194],1,339.0,41.0
[-122.40541   37.79824],1,407.0,42.0
[-122.40544338365666,1,400000.0,100.0
[-122.405642,1,77.0,28.0
[-122.405787,9,8133.0,49.111111111111114
[-122.40591,1,550.0,45.0
[-122.406005,1,331.0,40.0
[-122.4065326   37.7809083],1,294.0,39.0
[-122.406567,2,826.0,42.0
[-122.406567    37.7676388],1,542.0,45.0
[-122.4068033,4,7458.0,55.5
[-122.4068033   45.5371135],1,1500.0,54.0
[-122.40686,1,271.0,39.0
[-122.4071    37.79852],1,186.0,35.0
[-122.4072161,1,665.0,46.0
[-122.40726,1,1853.0,55.0
[-122.40734,1,89.0,29.0
[-122.4074688,1,228.0,37.0
[-122.4074927,1,467.0,43.0
[-122.408,1,501.0,44.0
[-122.408323,1,145.0,33.0
[-122.4083279,1,271.0,39.0
[-122.40841   37.78097],1,255.0,38.0
[-122.40841   48.04082],1,326.0,40.0
[-122.4084523,1,102.0,30.0
[-122.4084994,2,542.0,39.0
[-122.408608,2,2000.0,50.0
[-122.4086445,3,2305.0,46.333333333333336
[-122.4087648,1,181.0,35.0
[-122.40885,1,91.0,29.0
[-122.40903,1,405.0,42.0
[-122.4093057,1,146.0,33.0
[-122.4093057   37.7854692],1,147.0,33.0
[-122.40939   48.04087],1,100.0,30.0
[-122.40951,1,120.0,32.0
[-122.4096652,1,126.0,32.0
[-122.40972,1,266.0,38.0
[-122.4098139,11,6058.0,44.45454545454545
[-122.4101366,2,600.0,40.0
[-122.410138,1,238.0,38.0
[-122.41014,1,308.0,40.0
[-122.41016,1,325.0,40.0
[-122.4101609,1,126.0,32.0
[-122.4101681949,14,8872.0,45.714285714285715
[-122.41024   37.78263],1,398.0,42.0
[-122.41029,1,252.0,38.0
[-122.41041,1,180.0,35.0
[-122.4104594,3,5592.0,55.333333333333336
[-122.4104958,1,100.0,30.0
[-122.4108462,4,1188.0,39.25
[-122.4109711,1,50.0,24.0
[-122.4109738,1,180.0,35.0
[-122.4110566,1,784.0,48.0
[-122.4111,1,422.0,43.0
[-122.4114609,1,168.0,35.0
[-122.4115765,1,187.0,35.0
[-122.412    37.7764],2,586.0,39.0
[-122.41256,1,274.0,39.0
[-122.4126502,5,2696.0,42.8
[-122.41271,1,240.0,38.0
[-122.4128    37.77101],1,233.0,37.0
[-122.4129072,1,186.0,35.0
[-122.41294,1,161.0,34.0
[-122.4129823,3,6507.0,56.666666666666664
[-122.4129823   37.791198 ],1,1967.0,56.0
[-122.4129866,1,429.0,43.0
[-122.41302610000002,1,495.0,44.0
[-122.4133855,1,100.0,30.0
[-122.41341,1,472.0,43.0
[-122.4134509451,3,1607.0,44.666666666666664
[-122.4134827,1,346.0,41.0
[-122.413562,1,2000.0,56.0
[-122.413792,5,2154.0,42.6
[-122.413792   37.771362],1,421.0,42.0
[-122.413852,1,552.0,45.0
[-122.4138947,1,100.0,30.0
[-122.4139198,2,883.0,43.0
[-122.4139198   37.771465 ],1,441.0,43.0
[-122.41439,1,1026.0,50.0
[-122.41441,1,289.0,39.0
[-122.41462,2,585.0,38.5
[-122.414881,1,331.0,40.0
[-122.41521,1,147.0,33.0
[-122.4153214,1,190.0,36.0
[-122.4154187,5,2342.0,43.2
[-122.415699,1,10000.0,70.0
[-122.4159669666,25,14944.0,45.52
[-122.41596697   37.77972773],1,660.0,46.0
[-122.4159837,1,722.0,47.0
[-122.41603,1,244.0,38.0
[-122.41618,1,524.0,44.0
[-122.4164009,2,800.0,42.0
[-122.4174373   37.778145 ],1,4467.0,63.0
[-122.41743730000002,5,34957.0,67.0
[-122.41745473927715,1,100000.0,90.0
[-122.4178871,1,237.0,37.0
[-122.41829,1,260.0,38.0
[-122.4183849,1,384.0,42.0
[-122.418493,1,262.0,38.0
[-122.4187365,4,53682.0,72.25
[-122.4188033,1,339.0,41.0
[-122.41882,1,164.0,34.0
[-122.4188589,1,329.0,40.0
[-122.418871,17,7830.0,42.94117647058823
[-122.418871    37.7849548],1,376.0,42.0
[-122.4191329,1,405.0,42.0
[-122.41931,1,514.0,44.0
[-122.4194043,1,318.0,40.0
[-122.4194155,7,1708.0,37.42857142857143
[-122.4194155   37.7749295],1,319.0,40.0
[-122.41942,10,3873.0,40.7
[-122.41942   37.77493],1,364.0,41.0
[-122.4194268,3,3094.0,50.0
[-122.4194268   37.7688759],1,1000.0,50.0
[-122.4195254,3,1649.0,44.666666666666664
[-122.4195254   37.7885273],4,1810.0,42.75
[-122.41953,4,1895.0,41.75
[-122.4195677   37.7886579],1,205.0,36.0
[-122.419894934,4,1168.0,39.25
[-122.4199148,1,241.0,38.0
[-122.42,13,9782.0,47.0
[-122.42   37.78],1,522.0,44.0
[-122.4200026,3,314.0,30.0
[-122.4200257,1,264.0,38.0
[-122.42023   37.74538],1,174.0,35.0
[-122.4202811,7,1177.0,33.285714285714285
[-122.4202811   37.769738 ],1,139.0,33.0
[-122.4204632,22,9006.0,42.13636363636363
[-122.4204632   37.7759878],1,396.0,42.0
[-122.4205,1,206.0,36.0
[-122.4206226,12,20590.0,52.916666666666664
[-122.4206226   37.7776118],2,4156.0,56.5
[-122.4209252,1,278.0,39.0
[-122.421,5,1225.0,37.8
[-122.4210204,2,1620.0,48.0
[-122.42111,1,280.0,39.0
[-122.42124,1,171.0,35.0
[-122.4212468,19,9755.0,43.94736842105263
[-122.4212468   37.760512 ],2,972.0,43.5
[-122.4213862,1,561.0,45.0
[-122.4215074,10,12616.0,51.8
[-122.4215079,6,7899.0,52.166666666666664
[-122.42155,2,580.0,39.0
[-122.42156,1,100.0,30.0
[-122.421588,1,291.0,39.0
[-122.42170297318408,1,148.0,33.0
[-122.42171300000001,1,300.0,40.0
[-122.42172,1,152.0,34.0
[-122.4217646,1,428.0,43.0
[-122.4218176,2,658.0,40.0
[-122.4218249,1,834.0,48.0
[-122.42234,1,230.0,37.0
[-122.4223602,1,274.0,39.0
[-122.422425,1,409.0,42.0
[-122.422693,1,330.0,40.0
[-122.42324829   37.76506042],1,890.0,49.0
[-122.423248291,8,5780.0,46.75
[-122.42325,1,194.0,36.0
[-122.4233022,1,224.0,37.0
[-122.42332,1,100.0,30.0
[-122.42385   37.76495],1,100.0,30.0
[-122.4238931,1,426.0,43.0
[-122.42430059999998,1,555.0,45.0
[-122.4251252,1,232.0,37.0
[-122.425224,1,1500.0,54.0
[-122.42572221423305,3,62000.0,76.0
[-122.4267078,1,707.0,47.0
[-122.42689689999997,1,213.0,37.0
[-122.4273209,13,239577.0,71.92307692307692
[-122.42831,1,100.0,30.0
[-122.4285613,1,643.0,46.0
[-122.4289389,2,699.0,40.5
[-122.4289887796,13,5825.0,42.92307692307692
[-122.429259,1,423.0,43.0
[-122.42943,1,198.0,36.0
[-122.4296059,1,100.0,30.0
[-122.4297307,1,262.0,38.0
[-122.42985,2,1134.0,44.5
[-122.42997,2,338.0,34.5
[-122.4303288,1,380.0,42.0
[-122.430396,2,639.0,40.0
[-122.43044,1,180.0,35.0
[-122.4304562,8,1095.0,30.625
[-122.4306068,1,334.0,40.0
[-122.4306793   45.5008926],1,180.0,35.0
[-122.43069,1,180.0,35.0
[-122.43073   45.50054],1,206.0,36.0
[-122.4311232,2,1044.0,44.0
[-122.4312893496,10,3877.0,41.9
[-122.43128935   37.80617097],2,825.0,42.0
[-122.4313474,1,370.0,41.0
[-122.43181,1,100.0,30.0
[-122.43195,1,310.0,40.0
[-122.4323273,1,469.0,43.0
[-122.432496165,13,11265.0,48.53846153846154
[-122.4327303,1,597.0,46.0
[-122.433072,7,7484.0,50.285714285714285
[-122.4331212,1,406.0,42.0
[-122.4331467677,4,1510.0,41.75
[-122.4331713,1,230.0,37.0
[-122.43341,1,256.0,38.0
[-122.4334732,2,414.0,36.0
[-122.4342259   37.7635593],1,615.0,46.0
[-122.43473   37.79254],1,261.0,38.0
[-122.4347575,1,1199.0,52.0
[-122.4347591,4,7323.0,55.0
[-122.435003,1,231.0,37.0
[-122.4351783,4,1880.0,43.25
[-122.4352646,1,235.0,37.0
[-122.43537,1,100.0,30.0
[-122.4359262,1,355.0,41.0
[-122.435954,1,100.0,30.0
[-122.43667,2,438.0,36.5
[-122.43718304663103,1,1100000.0,100.0
[-122.4376498,1,237.0,37.0
[-122.4377662,16,7746.0,43.5
[-122.4377662   37.7755127],1,494.0,44.0
[-122.43859,1,138.0,33.0
[-122.43861,1,297.0,39.0
[-122.43976557   37.77332884],2,1619.0,48.0
[-122.4397655701,10,9007.0,49.2
[-122.43995,1,417.0,42.0
[-122.44022,2,200.0,30.0
[-122.440539,1,286.0,39.0
[-122.440768,1,155.0,34.0
[-122.44078,5,857.0,34.6
[-122.4409048,4,1161.0,39.0
[-122.4409048   47.2580358],1,292.0,39.0
[-122.4409171,1,638.0,46.0
[-122.4409242,1,395.0,42.0
[-122.4410839,1,540.0,45.0
[-122.4429294,1,91.0,29.0
[-122.443,1,212.0,37.0
[-122.4430478,1,289.0,39.0
[-122.4441608,1,108.0,31.0
[-122.44429,2,424.0,37.0
[-122.444632,1,637.0,46.0
[-122.44485,1,584.0,45.0
[-122.4455223,2,1075.0,40.0
[-122.44612,1,100.0,30.0
[-122.44624,1,116.0,31.0
[-122.4463612,1,100.0,30.0
[-122.4467627,1,347.0,41.0
[-122.44682,1,994.0,50.0
[-122.44701,1,560.0,45.0
[-122.4470376,1,144.0,33.0
[-122.44722,1,399.0,42.0
[-122.4472761,1,379.0,42.0
[-122.4482,1,8500.0,69.0
[-122.448219,1,217.0,37.0
[-122.4482345   47.2602778],1,235.0,37.0
[-122.4484231,7,20915.0,59.42857142857143
[-122.4494178,1,80000.0,88.0
[-122.4495105,14,29687.0,56.214285714285715
[-122.4509344,1,1548.0,54.0
[-122.4511347,1,528.0,44.0
[-122.4511358,4,2257.0,41.25
[-122.451549,1,1275.0,52.0
[-122.45259,1,270.0,39.0
[-122.4525986,1,261.0,38.0
[-122.45307,1,153.0,34.0
[-122.4535159,2,3484.0,55.0
[-122.4545745,1,229.0,37.0
[-122.45475,1,115.0,31.0
[-122.45485,1,280.0,39.0
[-122.4559089,1,211.0,36.0
[-122.45598,1,240.0,38.0
[-122.4562,1,193.0,36.0
[-122.4567663,6,786.0,32.0
[-122.4569348,1,316.0,40.0
[-122.4569674,1,139.0,33.0
[-122.457295,1,1000.0,50.0
[-122.4573898,1,155.0,34.0
[-122.4576931   38.2928408],1,189.0,36.0
[-122.457709,1,2389.0,58.0
[-122.4577813,1,264.0,38.0
[-122.4583397,2,414.0,36.0
[-122.4587967   38.2886486],1,105.0,30.0
[-122.4592551,1,515.0,44.0
[-122.4595008,1,218.0,37.0
[-122.45955,1,274.0,39.0
[-122.45969,1,436.0,43.0
[-122.4598502,1,99.0,30.0
[-122.460144,1,100.0,30.0
[-122.46175553   37.78306327],2,1562.0,47.5
