lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name
"3,539","21,281",folk,Anne Hills
"255,942","2,613,203",Country,Anne Murray
"43,049","588,055",christian,Anne Wilson
"1,141,474","19,934,448",Pop,Anne-Marie
"6,468","36,112",,AnnenMayKantereit
"12,425","46,977",acid house,Annette
257,762,,Annette With The Afterbeats
"1,313,080","16,380,897",Pop,Annie Lennox
"57,091","353,474",female vocalists,Ann-Margret
"218,011","4,762,753",Electronic,ANOHNI
"21,175","111,190",Rap,Another Bad Creation
3,36,thrash metal,Another Shade of Hate
"657,762","17,328,419",,ANRI
"425,202","10,543,854",Pop,Anson Seabra
68,305,,Anson Williams
,,,Ant Clemons
"232,616","1,618,347",RnB,Ant Saunders
"87,961","2,345,273",power Pop,Antarctigo Vespucci
"2,871","13,027",,Anthem Hits Platinum
175,778,,Anthony
"39,802","237,286",blues rock,Anthony Gomes
"583,907","7,083,661",soul,Anthony Hamilton
"46,599","216,362",Pop,Anthony Newley
"3,115","13,643",france,Anthony Touma
"82,112","723,312",composer,Anthony Willis
15,156,,Antoine Dodson
"1,819","3,244",,Antonin Herbeck
"5,310","37,483",,Antony Genn
"580,065","29,335,286",Reggaeton,Anuel AA
"1,416","5,764",puerto rico,"Anuel AA, Daddy Yankee, Karol G, Ozuna"
650,"5,143",,"Anuel AA, Mambo Kingz"
"38,710","441,891",female vocalists,Anuhea
"393,442","4,445,006",indie,Anya Marina
"47,491","489,041",SynthPop,Anything Box
"65,989","640,206",hardcore,Apache
"54,576","1,544,261",folk punk,Apes of the State
398,"5,333",,Apocalyptica
,,,Apollo
"24,407","132,260",Pop,Apollo 100
,,,Apollo Music Cafe
"108,168","997,262",indie,Apollo Sunshine
"6,145","80,801",80s,Apollonia 6
"314,636","7,792,181",hardcore,April
"66,307","357,245",female vocalists,April Stevens
"196,454","2,095,279",classic rock,April Wine
"1,552,019","17,765,919",Pop,Aqua
"25,150","179,045",violin,Ara Malikian
5,10,,ARC Music Festival
"402,889","12,491,230",Flamenco,Arcángel
"3,060,375","222,395,975",indie rock,Arcade Fire
"160,922","1,245,852",new wave,Arcadia
"734,749","30,507,907",Progressive metal,Arcane
963,"4,222",,Arcangel
238,636,,Arcangel x Sech
"145,111","772,371",,Archie Bell
"6,879,748","891,290,326",indie rock,Arctic Monkeys
"115,225","1,404,242",indie rock,Arcy Drive
451,560,,Aresty.
"2,846,391","51,079,128",soul,Aretha Franklin
1,1,,Aretha Franklin With James Cleveland
92,560,,Aretha Franklin with The Dixie Flyers
"1,333","4,044",,Aretha Franklin With The Ray Bryant Combo
204,519,,Aretha Franklin/Whitney Houston
"140,874","852,088",Progressive rock,Argent
"659,689","14,283,653",Pop,Ari Abdul
"536,290","11,270,739",RnB,Ari Lennox
"140,441","1,614,339",Soundtrack,Ari Pulkkinen
"26,430","187,427",,Ariana
"4,257,875","1,022,433,804",Pop,Ariana Grande
"17,923","263,401",Ariana Grande,"Ariana Grande, Miley Cyrus"
"64,996","1,066,548",quebecois,Ariane Moffatt
"28,812","325,675",french,Ariane Roy
48,158,,Arianna
"648,340","20,099,490",Lo-Fi,Ariel Pink
"29,797","272,555",guitar,Ariel Posen
"456,252","26,227,237",Progressive rock,Aries
"851,111","12,374,883",Rap,Arizona Zervas
"2,792","10,151",,Arkade
"219,811","4,718,552",Canadian,Arkells
39,535,,Arlan Day
"250,451","3,346,417",j-Pop,Arlie
"332,291","2,438,912",folk,Arlo Guthrie
"705,951","15,336,570",soul,Arlo Parks
"474,431","4,577,156",Rap,Armani White
"1,705,418","59,467,855",Trance,Armin van Buuren
"83,869","2,084,147",dubstep,ARMNHMR
"123,644","1,521,369",chamber folk,Arooj Aftab
"2,990","25,774",RnB unit,Around The Way
"6,312","29,597",Disco,Arpeggio
"481,271","4,758,569",Hip-Hop,Arrested Development
1,3,,Arrival From Sweden
"565,355","9,696,419",indie rock,Art Brut
"463,578","3,702,930",folk,Art Garfunkel
166,872,,Art Garfunkel With James Taylor
167,718,,Art Linkletter
"4,041","12,114",jazz,Art Lund
722,"2,058",,Art Mooney
304,"4,965",Pop,Art N' Soul
557,"1,432",,Art Of Noise With Max Headroom
"159,650","1,691,861",techno,Artbat
"1,504,845","45,454,698",Pop,Artemas
"119,481","678,115",Drum and bass,Artemis
"46,904","366,882",soul,Arthur Alexander
9,68,,Arthur Baker
"195,598","907,183",soul,Arthur Conley
"102,365","883,601",exotica,Arthur Lyman
"6,235","21,878",Need to Rate,Arthur Lyman Group
"36,792","147,147",jazz,Arthur Prysock
585,"2,422",,Artie The 1 Man Party
"8,675","84,420",reggae,Artikal Sound System
"34,409","261,495",Pop,Artists For Haiti
"15,888","95,484",Carrie Underwood,"Artists Of Then, Now"
"21,146","113,149",american,Artists Stand Up To Cancer
"6,822","28,592",Pop,Artists United Against Apartheid
"16,397","98,430",indie,Arts Fishing Club
91,590,armenia,Artur Zakiyan
"17,550","73,446",jazz,Arturo O'Farrill
"70,179","612,478",metal,Arya
"34,491","1,764,833",Soundtrack,加藤達也
"468,673","6,009,200",folk,Asaf Avidan
"228,873","4,538,338",Canadian,Asal
"47,868","321,962",techno,Ascence
156,427,,ASH7ON
"22,960","395,640",polinacore,Asha Banks
"1,387,562","14,565,130",RnB,Ashanti
"1,130,963","24,712,833",future garage,Ashe
"840,423","9,908,409",Hip-Hop,Asher Roth
"10,057","167,526",crabcore,Ashes at Last
"183,209","918,364",soul,Ashford
"3,842","7,329",,Ashlee Keating
"1,106,718","18,398,491",Pop,Ashlee Simpson
1,1,,Ashlee Simpson With Tom Higgenson
"57,121","585,311",Country,Ashley Cooke
"105,787","1,816,918",acoustic,Ashley Johnson
"73,257","1,158,892",Country,Ashley McBryde
"79,114","902,449",Pop,Ashley Parker Angel
"961,129","21,395,651",Pop,Ashley Tisdale
"1,385,364","57,712,114",Electronic,Ashnikko
"8,386","49,769",,Ashris
"38,827","420,055",Country,Ashton Shepherd
"7,989","43,859",rock,"Ashton, Gardner"
"18,697","37,398",,Ashwin Gane
"776,711","9,630,169",Progressive rock,Asia
"34,479","681,253",pakistani,Asim Azhar
"621,056","11,202,776",Pop,Astrid S
"6,745","119,291",psychobilly,Astro Zombies
"3,151","94,503",Nu Metal,Aswell
"250,059","2,373,641",dance,ATC
"753,443","196,084,379",k-Pop,ATEEZ
"293,122","4,302,172",Colombia,Aterciopelados
35,41,,AthenaDME
"26,478","235,236",rock,Athenaeum
"172,406","7,451,439",Hindi,Atif Aslam
"259,212","1,949,547",Southern Rock,Atlanta Rhythm Section
"243,286","1,621,220",soul,Atlantic Starr
"88,848","1,031,312",Soundtrack,Atli Örvarsson
"77,593","1,094,896",tRap,ATLiens
"293,942","4,022,764",phonk,ATLXS
"944,943","45,588,143",Hip-Hop,Atmosphere
,,,A-Trak + Milo
"1,325,870","54,663,033",metalcore,Atreyu
"2,227","11,201",funk,Attitudes
"543,183","6,716,221",Pop,Au/Ra
32,188,,Auburn
"342,423","4,895,427",Trance,Audien
"24,647","241,180",Progressive rock,Audience
"67,349","356,539",Hip-Hop,Audio Dope
"3,206,286","91,497,219",alternative rock,Audioslave
7,14,,Audrey Arno
963,"2,895",,Audrey Evans
"209,382","9,025,796",Pop,Audrey Hobert
"27,502","78,072",50s,Augie Rios
"328,517","5,011,771",RnB,August Alsina
"794,250","41,228,114",metalcore,August Burns Red
"804,838","17,561,613",piano rock,Augustana
"565,310","6,084,364",Disney,Auli'i Cravalho
"94,178","2,579,633",,Aurelio Voltaire
"1,730,594","84,442,625",art Pop,AURORA
"49,101","237,760",funk,Aurra
"24,302","160,126",Jackson Family,Austin Brown
"482,813","10,585,396",Pop,Austin Mahone
"5,045","29,078",liszaj radio,Austin Roberts
"2,561","12,178",brazzers,Austin Taylor
"253,998","6,537,151",Soundtrack,Austin Wintory
"430,269","13,083,162",Electronic,Austra
"65,266","1,192,577",industrial,Author
"232,815","5,047,967",Punk Rock,Authority Zero
"197,637","1,469,183",hard rock,AutogRaph
"1,147","21,368",Progressive rock,Automatic Man
"10,164","42,878",rockabilly,Autry Inman
"31,014","203,422",indie Pop,Ava Beathard
"1,501,087","63,717,409",Pop,Ava Max
"567,339","4,637,807",RnB,Avant
"270,414","11,611,650",Melodic Death Metal,Avatar
"2,788,219","216,896,120",metalcore,Avenged Sevenfold
"456,218","13,332,103",alternative RnB,Avenoir
"959,890","22,805,263",bachata,Aventura
51,97,,Aventura x Bad Bunny
,,,Avenue 54 Disco Show
"458,964","3,291,148",funk,Average White Band
"71,686","1,024,086",Country Pop,Avery Anna
"6,202","38,842",,Avery Sunshine
"3,234,201","107,833,706",House,Avicii
"351,154","5,739,812",Progressive rock,AViVA
"4,975,714","258,146,500",Pop Rock,Avril Lavigne
335,"2,262",Country,AVTT/PTTN
"9,197","69,474",japan,Avu-chan
"5,131","19,935",soul,AWB
"328,696","3,019,857",Electronic,Öwnboss
"1,496,347","29,485,717",Electronic,AWOLNATION
"183,967","2,563,648",indie Pop,Ax
"25,607","276,322",hard rock,Axe
561,"6,385",,Axwell / Ingrosso
,,,Axwell /\ Ingrosso
"461,123","11,171,899",RnB,Aya Nakamura
"1,084,006","52,695,617",electroPop,Ayesha Erotica
"40,189","415,583",indie folk,Ayla Nereo
"69,488","608,835",Lo-Fi,Ayleen Valentine
"317,506","2,426,449",Hip-Hop,Ayo
"564,273","7,150,576",Hip-Hop,AZ
"105,826","550,632",RnB,Az Yet
"1,656,888","78,455,488",Hip-Hop,Azealia Banks
"1,405","4,189",,AZERDK
"92,568","392,139",bolivia,Azul Azul
"13,695","101,724",hard techno,Azyr
"1,469","8,152",RnB,B Angie B
"2,356","9,837",Rap,B Rich
,,,B***hin' Bajas
"309,433","2,170,130",Pop,B*Witched
"22,533","97,847",Rock and Roll,B. Bumble
"1,301,821","20,235,530",blues,B.B. King
4,7,,B.C.G. (B.C. Generation)
366,"4,905",soft rock,B.E. Taylor Group
,,,B.G.
"30,572","172,788",eurodance,B.G. The Prince Of Rap
"498,730","3,151,286",Pop,B.J. Thomas
"9,369","27,046",,B.M.U. (Black Men United)
"3,057,847","44,690,689",Hip-Hop,B.o.B
"85,799","458,412",funk,B.T. Express
"31,986","182,624",oldies,B.W. Stevenson
"1,944,771","74,431,086",alternative rock,bôa
"1,658,825","31,143,245",folk,BØRNS
"29,287","1,015,336",,Béla Fleck
"564,104","4,852,483",tRap,Baauer
"218,551","1,697,328",indie Pop,Babeheaven
"90,910","1,090,348",indie Pop,Babehoven
254,644,,Baby
"1,024,536","7,589,691",Hip-Hop,Baby Bash
"1,055","7,727",,Baby Boy Da Prince
538,"3,058",rockabilly,Baby Cortez
351,"1,550",,Baby Jane
"1,910,963","182,863,528",Rap,Baby Keem
948,"6,171",Oakland,Baby Ray
654,"2,715",power Pop,Baby Talk
"543,118","5,803,023",RnB,Baby Tate
"37,295","176,714",soul,Baby Washington
"168,940","1,546,706",indie,Babybird
"195,860","5,947,322",scam Rap,BabyChiefDoit
"565,793","5,207,437",RnB,Babyface
22,86,,Babyface (Featuring Toni Braxton)
"697,546","5,497,933",classic rock,Bachman-Turner Overdrive
"27,694","151,315",black metal,Back In Black
,,,Back to the 80's avec NEON
,,,Back to the Garden 1969
,,,Back To The Start: A Tribute To Coldplay
"2,947,265","66,396,316",Pop,Backstreet Boys
"178,775","2,204,815",indie Pop,Bad Bad Hats
"240,596","3,273,642",80s,Bad Boys Blue
"3,223","17,037",,Bad Boy's Da Band
"2,109,828","330,457,148",Reggaeton,Bad Bunny
128,388,,Bad Bunny X Anuel AA
658,"3,424",,Bad Bunny X Daddy Yankee
,,,"Bad Bunny, Arcangel, De La Ghetto"
8,56,,"Bad Bunny, Jowell"
"7,429","69,048",Merge,"Bad Bunny, Omar Courtz"
"1,008,302","12,337,461",classic rock,Bad Company
"263,359","1,797,519",hard rock,Bad English
"39,686","546,770",Pop Punk,Bad Luck
"822,136","10,319,105",Hip-Hop,Bad Meets Evil
"728,379","76,820,844",metalcore,Bad Omens
"358,384","6,544,568",groove metal,Bad Wolves
"1,114,426","29,974,011",jazz,BADBADNOTGOOD
"815,400","9,453,177",classic rock,Badfinger
9,112,,Badfish - A Tribute To Sublime
"283,251","9,685,319",my top songs,Badflower
"504,437","54,862,093",k-Pop,BAEKHYUN
"446,157","1,963,082",reggae,Baha Men
3,7,,Baha Men With Imani Coppola
"695,971","9,466,373",Canadian,Bahamas
"267,267","8,093,762",Country,Bailey Zimmerman
,,,Bailey Zimmerman& The Kid LAROI
,,,Bailey Zimmerman&Luke Combs
"6,795","43,399",Baja Marimba Band,Baja Marimba Band
4,14,,Bakar
"26,917","205,585",hardcore,Balance
"11,571","49,897",funk,Ballin' Jack
"227,110","2,520,946",reggae,Ballyhoo!
"387,813","2,246,629",80s,Baltimora
"8,289","34,817",All,Baltimore Symphony Orchestra
"3,927","18,186",blues,Bama
"76,058","1,406,362",post-punk,BAMBARA
"1,016,466","9,384,555",80s,Bananarama
"73,346","281,466",Pop,Band Aid 30
"25,552","117,494",soul,Band Of Gold
12,82,,Banda Arkángel R-15
"226,793","3,790,145",BANDA,Banda El Recodo
"116,797","935,399",BANDA,Banda Machos
"45,961","307,935",banda maguey,Banda Maguey
"14,551","287,124",mexico,Banda MS
"77,818","389,942",BANDA,Banda Zeta
567,"2,734",,Band-Aid
"57,595","534,219",grindcore,Bandit
,,,Bandit Gang Marco
"12,208","72,353",blues,Bandits On the Run
"1,167","6,072",,bands<3
"175,843","6,250,793",hardcore,Bane
"31,826","283,708",hard rock,Bang
"352,816","7,442,212",Rap,Bankrol Hayden
"1,166,049","49,835,979",Electronic,BANKS
"735,511","9,864,967",indie,BANNERS
"205,509","4,111,199",heavy metal,Banshee
"1,077","4,318",70s,Banzaii
"25,425","103,060",soul,Barbara
"78,559","345,251",soul,Barbara Acklin
"14,601","172,127",Country,Barbara Fairchild
"16,918","58,767",rhythm and blues,Barbara George
551,"1,720",Rock and Roll,Barbara Greene
"274,168","1,644,187",soul,Barbara Lewis
"193,422","893,740",soul,Barbara Lynn
"65,132","508,770",Country,Barbara Mandrell
"167,720","967,455",soul,Barbara Mason
"944,369","14,981,954",female vocalists,Barbra Streisand
69,187,easy listening,Barbra Streisand With Kim Carnes
800,"2,905",,Barbra Streisand/Donna Summer
"7,150","39,582",Pop,Bardeux
"15,011","92,507",UK,Bare Up
"112,276","1,898,970",dubstep,BARELY ALIVE
"1,421,878","32,075,447",rock,Barenaked Ladies
"37,493","351,199",,Bar-Kays
16,130,,Baron Stewart
"152,595","1,312,013",instrumental,Baroque Festival Orchestra
"15,836","74,879",,Barrett
"2,169","20,765",Country,Barrett Baber
"291,321","1,130,339",soul,Barrett Strong
"1,155","5,093",All,Barry
25,346,,Barry DeVorzon
"58,891","355,685",Pop,Barry Gibb
"1,036,665","10,228,732",Pop,Barry Manilow
43,191,,Barry Manilow with Kid Creole
"39,306","223,672",Rock and Roll,Barry Mann
"187,999","1,047,066",folk,Barry McGuire
"66,185","318,199",Pop,Barry Ryan
"1,277,233","15,704,458",soul,Barry White
297,742,,Barry Young
,,,Bas With J. Cole
"117,656","1,421,754",jazz,Basia
"215,449","4,194,981",folk,Basia Bulat
"1,248,947","27,872,016",dance,Basshunter
"77,786","756,929",Drum n Bass,Basstripper
"2,324,731","88,872,167",indie,Bastille
94,831,heavy metal,Bat Sabbath
955,"9,339",progresive rock,Batdorf
"117,895","4,892,437",black metal,Batushka
"24,779","148,071",throat singing,Batzorig Vaanchig
"275,321","2,016,111",70s,Bay City Rollers
"35,787","429,520",Country,Bayker Blankenship
"102,071","1,040,819",sad poser,Bayymack
"60,781","391,615",chillout,Baz Luhrmann
"1,381,043","35,534,541",RnB,Bazzi
"172,356","1,373,784",Pop,BBMak
"1,387,974","60,795,534",Rap,bbno$
"1,042,724","19,541,130",Pop,Bea Miller
"2,454,486","289,579,631",indie Pop,beabadoobee
"1,473,328","41,615,530",indie rock,Beach Bunny
,,,Beach Floyd
"3,374,247","232,004,922",dream Pop,Beach House
"1,315,238","23,333,218",indie rock,Beach Weather
"3,578","20,781",Hip-Hop,Beanie Sigel
"526,715","20,859,981",Soundtrack,Bear McCreary
"168,210","4,860,581",post-hardcore,Bear Vs. Shark
2,16,,Bearly Dead
,,,Bearracuda
"3,394,903","123,077,707",Hip-Hop,Beastie Boys
14,16,,Beatles Vs. Stones
517,"1,465",Russia,Beatline
"206,841","4,023,691",tribal fusion,Beats Antique
"160,744","826,857",Electronic,Beats International
"9,780","69,438",,Beau Brummels
"2,676","20,731",AOR,Beau Coup
"122,446","838,816",Hip-Hop,Beau Young Prince
"172,622","2,166,262",House,BEAUZ
,,,BeBe
"1,389,090","36,007,595",Pop,Bebe Rexha
"33,060","295,685",gospel,BeBe Winans
"6,480","93,952",cuba,Bebeshito
"4,097,669","155,528,484",alternative,Beck
25,146,Country-rock,Beckmeier Brothers
"1,361,818","24,014,935",Pop,Becky G
,,,Becky G + Natti Natasha
86,564,,Becky G X Karol G
"588,259","8,901,718",Pop,Becky Hill
"691,423","10,213,666",chillwave,Bedroom
"3,318,640","65,817,780",Disco,Bee Gees
22,49,,Bee Gees Fever
,,,Bee Gees Gold
,,,Bee Gees NOW
"109,665","1,487,530",indie rock,Been Stellar
"479,841","4,372,911",dancehall,Beenie Man
"2,532","22,688",Pop,Before Dark
"4,385","88,818",Pop,Behnam Bani
"2,343","13,995",,Behzod Abduraimov
15,73,,Be'la Dona
"1,177,211","12,939,014",Pop,Belinda Carlisle
"5,132","17,025",80s,Bell
"940,776","7,287,963",RnB,Bell Biv DeVoe
"551,301","6,293,230",Pop,Bella Poarch
"143,597","1,111,272",Pop,Bella Thorne
"73,108","664,403",Country,Bellamy Brothers
"1,055,038","52,307,125",,Belle
"70,062","734,551",screamo,Belle Epoque
3,3,,Belly
258,"3,319",,Belly (rock)
"3,173","22,773",Hip-Hop,"Belly, The Weeknd"
"124,950","3,703,010",Pop Punk,Belmont
"102,396","450,762",new wave,Belouis Some
"194,476","9,735,332",black metal,Belphegor
"32,402","460,681",LOVE HIM AND WANNA MARRY HIM,Ben Barnes
"50,805","884,065",folk,Ben Caplan
"97,915","953,833",indie,Ben Cocks
"1,962","9,212",Country,Ben Colder
"1,721,615","12,205,929",soul,Ben E. King
"1,161,943","35,586,466",singer-songwriter,Ben Folds
16,27,,Ben Portsmouth
"80,648","2,108,635",emo,Ben Quad
"293,060","4,638,535",singer-songwriter,Ben Rector
"983,105","20,493,212",Pop,BENEE
"67,920","468,579",,Beneld
"40,305","295,960",Flamenco,Benise
"14,708","84,007",piano,Benjamin Grosvenor
"30,638","246,465",new wave,Benjamin Orr
"33,398","784,670",Country,Benjamin Tod
"127,683","1,413,994",Soundtrack,Benjamin Wallfisch
"65,906","331,477",reggae,Benji
17,33,,Benniee
"2,104","12,976",soul,Benny Bell
"1,715,151","19,082,626",Electronic,Benny Benassi
"1,381,619","39,654,764",Pop,benny blanco
"11,302","871,463",,"benny blanco, BTS"
"6,915","75,930",,"benny blanco, Tainy, Selena Gomez"
"71,574","405,389",80s,Benny Mardones
"26,246","112,341",soul,Benny Spellman
"11,042","136,976",Hip-Hop,Benny The Butcher
"1,388,158","41,421,701",Pop,Benson Boone
900,"3,198",,Bent Fabric
"362,238","861,672",Hip-Hop,Benzino
"1,136,382","8,360,741",new wave,Berlin
"5,433","66,239",,Berlin Philharmonic
"220,966","1,402,227",All,Bernadette Carroll
"101,996","837,282",Broadway,Bernadette Peters
"688,981","7,482,291",Soundtrack,Bernard Herrmann
"192,495","2,548,982",Rap,Berner
333,811,,Bernie Lowe Orchestra
"27,179","210,616",easy listening,Bert Kaempfert
"7,409","75,041",folk,Bert Sommer
"162,766","871,872",Pop,Bertha Tillman
"69,557","365,703",80s,Bertie Higgins
"75,507","720,515",House,Besomage
"286,122","5,008,872",german,Besomorph
15,24,,Best Of The Eagles
"217,177","4,314,783",rock,Beth Hart
"3,129","8,189",,BETHY
"77,451","417,279",minimal,Betoko
"583,607","5,267,083",female vocalists,Bette Midler
"50,499","1,320,610",metalcore,Better Lovers
"754,495","8,449,701",alternative rock,Better Than Ezra
"57,467","409,857",Pop,Betty Boo
"194,280","888,795",soul,Betty Everett
"51,206","298,098",soul,Betty Harris
84,247,rockabilly,Betty Jo
"14,012","48,837",rockabilly,Betty Johnson
605,"2,504",All,Betty Madigan
"275,737","1,576,418",soul,Betty Wright
"167,378","1,049,158",soul,Bettye Swann
"812,687","21,957,071",indie Pop,BETWEEN FRIENDS
"3,537","14,845",Ballad,Beverly Bremers
"10,096","63,642",gospel,Beverly Crawford
"99,839","1,495,660",emo Rap,BEXEY
"54,262","4,446,617",german,Beyazz
"6,217,869","666,507,079",RnB,Beyoncé
"872,509","26,685,244",,Beyonce
,,,"Beyonce, JAY-Z"
4,19,,"Beyonce, Linda Martell"
,,,"Beyonce, SAINt JHN"
5,39,,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy"
"23,200","253,035",guitar,Beyond The Guitar
"671,445","9,483,129",Hip-Hop,Bhad Bhabie
"58,191","1,250,980",,Bi-2
33,78,,BIA
"13,607","55,245",Disco,Biddu Orchestra
"1,175,426","64,354,733",alternative rock,Biffy Clyro
"469,522","4,673,108",Country,Big
"18,314","242,752",hardcore,Big Ass Truck
"1,670","26,070",Electronic,Big Audio
"245,769","3,782,496",swing,Big Bad Voodoo Daddy
1,2,,Big Band Holidays
"138,039","1,583,491",louisiana,Big Boogie
"28,790","148,754",,Big Bopper
"176,726","1,030,368",Hip-Hop,Big Boss Vette
"763,896","6,805,095",Psychedelic Rock,Big Brother
1,1,,Big Bub
"327,652","3,981,134",new wave,Big Country
,,,Big Daddy Kane
