artist_name,artist_popularity,artist_followers,avg_track_popularity,total_tracks,explicit_ratio,avg_track_duration
Charli xcx,82.0,6315216.0,65.9,30,0.23333333333333334,2.8501688888888888
Charlie Peacock and Les Chanteuses,5.0,221.0,8.0,1,0.0,3.1232
Charlie Puth,79.0,25301942.0,55.63636363636363,11,0.0,3.259721212121212
Charlie Walker,29.0,10863.0,8.0,1,0.0,2.4322166666666667
Charlotte Lawrence,53.0,1178526.0,45.0,3,0.3333333333333333,3.0068
Charlotte de Witte,60.0,1214137.0,58.0,1,0.0,6.110216666666667
Chase Atlantic,79.0,10462018.0,50.266666666666666,15,0.5333333333333333,3.667092222222222
Chase Matthew,64.0,468383.0,69.0,1,0.0,2.75
Chase Rice,56.0,1251973.0,56.0,2,0.5,3.801575
Chaël,37.0,6268.0,45.0,1,0.0,2.4357
Cheat Codes,62.0,2101848.0,33.0,3,0.0,3.50985
Chelan,35.0,11989.0,40.5,2,0.5,2.41585
Cheyanne,49.0,19227.0,59.0,1,1.0,2.7630666666666666
Childish Gambino,78.0,14557537.0,23.714285714285715,7,0.8571428571428571,4.81695238095238
Chipz,39.0,22403.0,52.0,1,0.0,3.1144333333333334
Chloe Adams,52.0,198548.0,55.0,1,0.0,2.1616333333333335
Chloe Isabella,10.0,212.0,27.0,1,0.0,2.8835333333333333
Chlöe,56.0,653844.0,64.0,1,1.0,2.479633333333333
Chord Overstreet,60.0,425593.0,78.0,1,0.0,3.314216666666667
Chris Brown,87.0,28305692.0,59.333333333333336,15,0.7333333333333333,3.8639333333333337
Chris Gold,21.0,3925.0,29.0,1,0.0,2.0415833333333335
Chris Grey,72.0,963679.0,69.0,5,0.0,2.544713333333333
Chris Isaak,68.0,742237.0,83.0,1,0.0,4.8177666666666665
Chris Janson,56.0,438451.0,40.0,1,0.0,2.9846166666666667
Chris Lane,53.0,1045334.0,0.0,1,0.0,3.5204333333333335
Chris Stapleton,81.0,9020741.0,84.0,1,0.0,4.888216666666667
Chris Wenner,23.0,2055.0,25.0,1,0.0,3.4740166666666665
Chris Young,65.0,2918228.0,48.06666666666667,15,0.0,3.3194322222222223
Christian Kennedy,14.0,297.0,31.0,1,1.0,3.2619833333333332
Christian Ray Taylor,2.0,10.0,12.0,1,1.0,2.9892333333333334
Christina Aguilera,76.0,9245741.0,57.5,6,0.0,4.140033333333334
Christina Perri,71.0,4307803.0,48.25925925925926,27,0.0,2.3625882716049382
Christine Slagman,28.0,3885.0,26.5,2,0.0,2.9377250000000004
Christophe Beck,54.0,44217.0,33.0,1,0.0,1.8144333333333333
Christopher Drake,34.0,15457.0,31.0,1,0.0,3.1131
Christopher Lennertz,40.0,24204.0,28.333333333333332,3,0.0,2.1692555555555555
Chromeo,54.0,424793.0,46.0,1,0.0,3.3351
Chrystal,70.0,87184.0,61.0,1,0.0,2.8235333333333332
Chuck Berry,63.0,2211249.0,74.0,1,0.0,2.6926666666666668
Ciara,69.0,7333933.0,63.0,1,0.0,3.9006666666666665
Cigarettes After Sex,83.0,17365648.0,14.444444444444445,9,0.1111111111111111,4.585994444444444
Cinnamon Chasers,43.0,47996.0,46.0,1,0.0,4.55885
Cj Hooper,19.0,267.0,37.0,1,0.0,3.475416666666667
Clairo,78.0,6602735.0,52.25,4,0.0,2.9810041666666667
Clamavi De Profundis,47.0,115339.0,45.0,1,0.0,7.723983333333333
Clams Casino,68.0,384793.0,75.0,1,0.0,4.6285
Clara La San,69.0,456500.0,76.66666666666667,3,0.3333333333333333,3.230916666666667
Clean Bandit,74.0,5973844.0,69.0,8,0.0,3.6408770833333333
Cliff Martinez,40.0,64972.0,37.666666666666664,3,0.0,1.7325166666666665
Clint Black,58.0,1195876.0,53.0,1,0.0,2.8
Clint Mansell,49.0,175372.0,60.0,1,0.0,3.9066666666666667
Clinton Kane,56.0,936467.0,62.0,1,0.0,3.40155
Cloud,31.0,10130.0,42.0,1,1.0,2.7605166666666667
Clouded.,22.0,1009.0,37.0,1,0.0,3.0620666666666665
Cobra Starship,58.0,520711.0,72.0,1,0.0,3.594883333333333
Cody Johnson,73.0,1943383.0,75.0,1,0.0,3.2937666666666665
Coi Leray,66.0,932488.0,68.0,1,1.0,2.326
Cokasian,27.0,4909.0,7.0,1,0.0,2.8375
Coldplay,88.0,60804949.0,67.2051282051282,39,0.0,4.312266239316239
Cole Swindell,64.0,2565032.0,49.57142857142857,7,0.0,3.409792857142857
College,46.0,120141.0,0.0,1,0.0,4.462
Collosia,43.0,9488.0,38.0,1,0.0,3.050666666666667
Colm R. McGuinness,56.0,169882.0,0.0,1,0.0,2.3116666666666665
Colt Ford,56.0,1156467.0,45.0,1,0.0,4.498433333333334
Com Truise,54.0,308503.0,71.0,1,0.0,2.85
Commma,8.0,155.0,24.0,1,1.0,3.1310333333333333
ConKi,61.0,26095.0,49.55,20,0.0,2.5794858333333335
Conan Gray,79.0,12425448.0,72.66666666666667,6,0.0,3.697447222222222
Conway Twitty,59.0,1040028.0,49.0,1,0.0,2.8082166666666666
Coolio,68.0,1887219.0,86.0,1,0.0,4.01155
Corbin Bleu,46.0,530174.0,36.0,1,0.0,3.2362166666666665
Cordae,62.0,2109909.0,59.5,2,1.0,2.734983333333333
Corena,38.0,1676.0,49.0,1,0.0,2.7333333333333334
Cour,46.0,6584.0,41.0,1,0.0,3.1041666666666665
Craig Morgan,56.0,1105909.0,45.0,1,0.0,3.314
Crazy Frog,58.0,694334.0,63.5,2,0.0,3.0342666666666664
Creed,73.0,4303697.0,76.0,1,0.0,4.91
Creedence Clearwater Revival,77.0,7945600.0,72.5,2,0.0,2.873991666666667
Crouch End Festival Chorus,37.0,3549.0,41.0,1,0.0,5.263183333333333
Crowded House,68.0,1050087.0,81.0,1,0.0,3.9488833333333333
Crystal Castles,69.0,3290296.0,60.0,4,0.0,4.193704166666667
Crystal Rock,55.0,28232.0,41.0,1,1.0,2.14285
Cults,66.0,1254937.0,26.333333333333332,3,0.0,3.6067666666666667
Curawaka,42.0,76718.0,46.0,1,0.0,8.892566666666667
Curos,35.0,63897.0,0.0,1,0.0,3.2
Current Joys,69.0,1760471.0,1.0,3,0.0,3.030961111111111
Cutting Crew,62.0,525182.0,79.0,1,0.0,4.673333333333333
Cwby,37.0,11588.0,39.0,1,0.0,2.8768666666666665
Cyn,36.0,100154.0,32.0,1,0.0,2.626916666666667
Cyndi Lauper,70.0,3279441.0,81.0,1,0.0,3.9711
Cynthia Erivo,66.0,522714.0,74.0,1,0.0,7.662766666666666
Cypress Hill,65.0,2379861.0,72.0,1,1.0,3.4711
Cécile Corbel,47.0,58949.0,45.0,1,0.0,2.7373333333333334
Cœur De Pirate,56.0,510365.0,34.0,1,0.0,2.0717666666666665
D'Angelo,69.0,1427660.0,58.5,2,0.0,3.8824833333333335
D-Block Europe,72.0,1790426.0,64.0,1,1.0,2.3866666666666667
D4WNATELLO,9.0,127.0,25.0,1,1.0,3.2421
DDG,61.0,1618086.0,50.0,1,1.0,3.4293
DJ Fresh,54.0,273600.0,61.0,1,0.0,3.2074333333333334
DJ Gotta,48.0,43886.0,27.0,1,0.0,2.7826
DJ Japa NK,75.0,282947.0,85.0,1,1.0,2.64615
DJ Khaled,73.0,12341870.0,67.11111111111111,9,1.0,4.003337037037038
DJ Khamel,8.0,10.0,8.857142857142858,7,0.0,2.7197238095238094
DJ Snake,77.0,9277034.0,64.42857142857143,7,0.2857142857142857,3.650216666666666
DJ Tec,47.0,13726.0,55.0,1,0.0,2.9543166666666667
DJSM,60.0,63155.0,40.5,2,0.0,2.367075
DMX,69.0,5927812.0,63.0,2,1.0,3.9714416666666668
DNA,54.0,10819.0,66.0,2,0.0,3.803325
DNCE,66.0,4592239.0,27.666666666666668,3,1.0,3.648511111111111
DNMO,51.0,63363.0,57.0,1,1.0,2.75
DRAM,57.0,885278.0,60.0,2,1.0,3.753416666666667
DVBBS,56.0,1057994.0,45.0,1,0.0,2.4833333333333334
DVNY,40.0,949.0,53.0,1,0.0,3.0329166666666665
DaBaby,77.0,12954295.0,71.0,3,1.0,2.8042611111111113
Daddy Yankee,85.0,37813429.0,29.333333333333332,3,0.0,3.2537777777777777
Daft Punk,81.0,10874504.0,78.5,2,0.0,5.1503250000000005
Damien Rice,56.0,1136927.0,63.0,1,0.0,4.77755
Dan + Shay,66.0,3203185.0,67.33333333333333,3,0.0,3.210138888888889
Dan Auerbach,53.0,373287.0,47.0,1,0.0,3.7784333333333335
Dan Romer,49.0,34667.0,48.0,2,0.0,3.267525
Dana Fuchs,33.0,20236.0,28.0,3,0.0,2.504511111111111
Dance Fruits Music,56.0,557424.0,58.0,1,0.0,2.1416666666666666
Danheim,54.0,368641.0,52.0,1,0.0,3.7426666666666666
Daniel Caesar,85.0,11125697.0,29.333333333333332,3,0.3333333333333333,4.522361111111111
Daniel Di Angelo,55.0,297153.0,58.0,2,1.0,3.1130833333333334
Daniel Lanois,47.0,79382.0,45.375,8,0.0,3.527272916666667
Daniel Licht,41.0,16815.0,20.0,2,0.0,3.996641666666667
Daniel Powter,58.0,323888.0,75.0,1,0.0,3.894
Daniele Luppi,41.0,19900.0,32.0,1,0.0,1.5742166666666666
Danit,55.0,274187.0,40.0,4,0.0,6.3855458333333335
Danny Elfman,66.0,490197.0,55.2,5,0.0,3.00608
Darci,60.0,284748.0,58.0,3,1.0,2.487677777777778
Dario Marianelli,59.0,114864.0,28.0,1,0.0,2.1731
Darius Rucker,66.0,2773747.0,73.5,2,0.0,4.419108333333334
Darkrose,32.0,7211.0,0.0,1,1.0,2.75
Darren Korb,54.0,117882.0,38.0,2,0.0,2.846225
Dasha,67.0,416933.0,82.0,1,1.0,2.8630333333333335
Daughter,58.0,1408571.0,45.0,1,0.0,4.31465
Daughtry,65.0,2382165.0,59.0,1,0.0,3.5837666666666665
Dave,79.0,6589368.0,77.0,2,1.0,3.6755666666666666
Dave Matthews Band,62.0,2118629.0,26.0,1,0.0,5.226883333333333
Dave Porter,34.0,20953.0,48.0,1,0.0,1.2611
Daveedtheking,5.0,58.0,19.0,1,1.0,2.588233333333333
David Arkenstone,47.0,72493.0,1.0,1,0.0,2.3577666666666666
David Arnold,50.0,42445.0,19.5,2,0.0,2.5080333333333336
David Arnold & Michael Price,0.0,5770.0,0.0,2,0.0,2.175325
David Ferguson,43.0,16099.0,40.0,1,0.0,4.181333333333333
David García Díaz,37.0,6438.0,33.5,2,0.0,3.488025
David Guetta,87.0,27139342.0,61.67857142857143,28,0.14285714285714285,3.285960119047619
David Kushner,70.0,2768544.0,17.0,1,0.0,3.5492166666666667
David Newman,34.0,7735.0,40.0,1,0.0,1.2911
Daya,69.0,1846218.0,4.0,1,0.0,3.1894666666666667
Daya Blaze,1.0,0.0,3.8,5,0.2,3.42104
Dayglow,61.0,1066852.0,2.0,1,0.0,4.64615
De La Soul,72.0,1169859.0,26.0,1,0.0,5.5068
DeBarge,55.0,683123.0,64.0,1,0.0,3.818433333333333
DeJ Loaf,63.0,2048212.0,66.0,1,0.0,2.8308833333333334
Dean Lewis,75.0,4153847.0,69.85714285714286,7,0.2857142857142857,3.179547619047619
Death Plus,39.0,18370.0,47.0,1,1.0,4.0249
DeathbyRomy,52.0,160516.0,44.0,1,0.0,3.1417333333333333
Declan McKenna,61.0,1082134.0,77.0,1,0.0,4.2051
Deep Chills,57.0,120185.0,59.0,1,0.0,2.8427
Deep Inside,19.0,3154.0,0.0,1,0.0,2.63555
Deep Purple,65.0,5986611.0,72.0,1,0.0,5.679033333333333
Deftones,81.0,7710363.0,72.25,4,0.0,4.853270833333333
Delaney Bailey,54.0,292059.0,65.0,1,0.0,4.817333333333333
Delinquent Habits,53.0,280454.0,57.0,1,1.0,4.244
Demi Lovato,77.0,27288825.0,59.76923076923077,13,0.5384615384615384,3.448955128205128
Denez Prigent,39.0,30106.0,49.0,1,0.0,5.8646666666666665
Dennis Lucca,20.0,1897.0,30.0,1,0.0,3.0404
Denzel Curry,69.0,2858495.0,60.0,1,1.0,3.1662333333333335
Deorro,64.0,1266989.0,65.0,1,0.0,3.5329166666666665
Depeche Mode,73.0,7379623.0,69.66666666666667,3,0.0,4.128088888888889
Derek & The Dominos,57.0,822597.0,74.0,1,0.0,7.064
Dermot Kennedy,68.0,1668880.0,64.5,2,0.0,3.7721583333333335
Desiigner,58.0,3553104.0,66.0,2,1.0,4.1218916666666665
Destiny's Child,69.0,8144782.0,57.75,4,0.0,4.1709375
Destroy Boys,55.0,575297.0,0.0,1,0.0,3.1821166666666665
Diamond Rio,55.0,1031892.0,68.0,1,0.0,3.30555
Diamond Thug,32.0,12270.0,36.0,1,0.0,3.1900666666666666
Diana Ross,65.0,2204126.0,70.0,1,0.0,4.093333333333334
Dianna Lopez,36.0,57942.0,36.0,1,0.0,4.0
Dici,25.0,3680.0,43.0,1,0.0,2.6984
Dick Dale,41.0,137984.0,47.0,1,0.0,2.2662166666666668
Diddy - Dirty Money,48.0,129604.0,65.0,1,0.0,3.9782166666666665
Dido,72.0,2153479.0,77.5,2,0.0,3.8200000000000003
Diego Mitre,56.0,28150.0,34.0,1,0.0,2.9180166666666665
Dierks Bentley,65.0,3315988.0,48.714285714285715,7,0.0,3.7021214285714286
Diplo,77.0,2812337.0,47.2,5,1.0,2.38262
Dire Straits,77.0,8845285.0,43.0,2,0.0,5.808533333333333
Disclosure,73.0,2342918.0,56.0,3,0.0,4.383427777777778
Disco Lines,75.0,275333.0,92.0,1,1.0,2.733233333333333
Disturbed,74.0,7646449.0,61.285714285714285,7,0.14285714285714285,3.9565333333333332
Dj Pegamento,21.0,1044.0,0.0,1,0.0,3.424933333333333
Djo,73.0,2322081.0,89.0,1,0.0,2.6540833333333333
Dmitri Shostakovich,60.0,531897.0,0.0,1,0.0,3.7617666666666665
Doc Watson,46.0,127294.0,45.0,1,0.0,2.9888833333333333
Doechii,76.0,3227707.0,75.0,3,1.0,3.8245999999999998
Doja Cat,86.0,34735147.0,68.66666666666667,30,0.9666666666666667,3.345935
Dolly Parton,70.0,2969733.0,72.33333333333333,3,0.0,3.1853277777777778
Dominic Fike,74.0,2222327.0,61.75,4,0.0,2.8816875
Don Diablo,64.0,1844627.0,62.0,1,0.0,2.4
Don Toliver,85.0,7465428.0,60.25,4,0.5,3.4127541666666668
Donna Missal,36.0,103077.0,25.0,1,0.0,3.2977333333333334
Dorothy,53.0,411540.0,44.5,2,0.0,3.4732583333333333
Dove Cameron,70.0,5531011.0,41.0,3,1.0,2.6622333333333335
Dr. Dog,62.0,646601.0,59.0,1,0.0,3.6268833333333332
Dr. Dre,78.0,15085473.0,73.16666666666667,6,1.0,4.0092888888888885
Drake,95.0,103039388.0,65.43023255813954,86,0.8488372093023255,3.8601127906976744
Dream Chaos,49.0,14451.0,2.0,1,0.0,3.2864833333333334
Dream Wife,25.0,72476.0,0.0,1,1.0,3.8405833333333335
Dreamville,61.0,821037.0,35.0,1,1.0,4.226616666666667
Drenchill,51.0,34822.0,9.0,1,1.0,2.0684833333333335
Dresage,30.0,9991.0,34.0,1,0.0,4.98275
Drew Holcomb & The Neighbors,52.0,178379.0,54.0,1,0.0,3.2348833333333333
Dreycee,12.0,402.0,14.0,1,0.0,2.8142833333333335
Dreyma,37.0,5993.0,33.666666666666664,3,0.0,2.708166666666667
Dua Lipa,85.0,46886554.0,56.98,50,0.08,3.3925806666666665
Dua Saleh,41.0,114709.0,33.0,1,1.0,2.3762666666666665
Duke Dumont,66.0,795653.0,76.0,1,0.0,3.4386666666666668
Duncan Laurence,63.0,727635.0,75.0,2,0.0,3.0730833333333334
Duran Duran,72.0,3579741.0,58.0,1,0.0,3.764
Dutch Melrose,64.0,317426.0,57.0,4,0.0,2.7677541666666667
Dwight Yoakam,59.0,779731.0,63.0,1,0.0,3.0873166666666667
Dxvn.,40.0,51095.0,47.0,1,1.0,3.2443833333333334
Dybbukk,59.0,106636.0,54.25,4,0.5,1.5184916666666666
Dylan Tha Only Child,3.0,24.0,14.0,1,1.0,3.34065
Dynoro,62.0,315473.0,77.0,1,0.0,3.076
ELECTRA,10.0,187.0,25.0,1,0.0,2.578116666666667
ELI,32.0,29207.0,46.0,1,0.0,2.8945833333333333
ELIH,29.0,5445.0,46.0,1,0.0,5.458333333333333
EMMY,49.0,45041.0,45.0,1,0.0,2.2
Eagles,75.0,12152190.0,52.0,1,0.0,6.5229333333333335
Eazy-E,63.0,7081511.0,60.0,1,1.0,5.54555
Echosmith,55.0,606152.0,72.0,1,0.0,3.9604333333333335
Ed Sheeran,88.0,122773292.0,60.283018867924525,53,0.018867924528301886,3.8912977987421384
Ed Sheeran & Justin Bieber,49.0,13561.0,68.0,1,0.0,3.665766666666667
Edd Stark,28.0,405.0,39.0,1,1.0,2.9
Eddie van der Meer,38.0,104797.0,0.0,1,0.0,1.35
Edward Maya,66.0,342955.0,35.333333333333336,3,0.0,3.221122222222222
Egzod,62.0,225797.0,39.0,1,0.0,3.3142833333333335
Einar Selvik,42.0,99058.0,43.5,2,0.0,5.092558333333334
Eiza Murphy,20.0,4162.0,36.0,1,0.0,3.5762666666666667
El Michels Affair,51.0,218092.0,0.0,1,0.0,2.5321
El Waili,53.0,553964.0,22.0,9,0.0,3.38932962962963
Elephant Revival,40.0,113945.0,41.333333333333336,3,0.0,3.7119666666666666
Eli Young Band,58.0,888564.0,40.0,1,0.0,3.3617666666666666
Elita,51.0,336779.0,63.0,1,1.0,2.4825833333333334
Eliza Rose,55.0,73138.0,70.0,1,0.0,3.7771
Ella Mai,69.0,6191529.0,68.66666666666667,3,0.0,3.941094444444444
Elle King,63.0,670530.0,75.0,1,0.0,3.36955
Elley Duhé,70.0,671778.0,73.5,2,0.0,2.5076
Ellie Goulding,78.0,13209377.0,58.0,11,0.09090909090909091,3.811456060606061
Elliot,20.0,4873.0,25.5,2,1.0,3.0568
Elliot James Reay,57.0,302715.0,74.0,1,0.0,3.2262166666666667
Elliot Sutton,57.0,22061.0,52.0,1,0.0,3.8746
Elliott Smith,64.0,1348123.0,45.0,1,0.0,3.608
Ellise,52.0,1677266.0,24.0,1,0.0,2.4
Elton John,80.0,15542286.0,69.16666666666667,6,0.0,3.5661888888888886
Elvis Drew,55.0,68408.0,54.75,8,0.125,2.95111875
Ely Oaks,72.0,190171.0,35.0,1,0.0,1.9714166666666666
Em Beihold,67.0,676095.0,69.0,1,0.0,2.8206166666666665
Emancipator,52.0,409620.0,51.0,1,0.0,5.4290666666666665
Emil Rottmayer,40.0,28312.0,8.0,1,0.0,5.479866666666667
Emilio,41.0,2292.0,34.333333333333336,3,0.0,2.419911111111111
Emily Osment,41.0,764468.0,41.0,2,0.0,2.6587750000000003
Emilíana Torrini,48.0,219086.0,34.0,1,0.0,5.7617666666666665
Eminem,88.0,104517308.0,56.6764705882353,68,0.9852941176470589,4.446022549019609
Emm Nascimento,2.0,42.0,13.0,1,0.0,3.4166666666666665
Emma Louise,53.0,88544.0,55.0,1,0.0,2.8421
Emma Thompson,47.0,8182.0,50.0,1,0.0,2.6006666666666667
Empire Of The Sun,77.0,2012116.0,84.5,2,0.0,3.8817749999999998
Enigma,63.0,1093832.0,62.0,1,0.0,4.258883333333333
Ennio Morricone,65.0,1324293.0,39.625,8,0.0,2.7970875
Enrique Iglesias,77.0,11932306.0,36.75,4,0.25,3.9587166666666667
Entheogenic,27.0,63294.0,9.5,2,0.0,7.920883333333334
Enya,72.0,2585958.0,56.0,1,0.0,4.296
Eric B. & Rakim,51.0,732410.0,42.0,1,0.0,5.614433333333333
Eric Church,71.0,4140524.0,60.6,5,0.0,3.6544333333333334
Eric Heitmann,37.0,15732.0,37.0,1,0.0,1.8222166666666666
Eric McKenna,24.0,2299.0,21.0,1,0.0,2.996783333333333
Ericovich,41.0,11026.0,31.583333333333332,12,0.08333333333333333,2.083645833333333
EsDeeKid,74.0,253650.0,82.0,1,1.0,1.8293166666666667
Eslabon Armado,75.0,6442976.0,75.0,1,0.0,2.7611833333333333
Estelle,65.0,386136.0,80.0,1,1.0,4.74555
Eternxlkz,66.0,613747.0,76.0,1,1.0,1.7846
Ethel Cain,68.0,1111140.0,0.0,1,1.0,4.365333333333333
Europe,63.0,1976138.0,76.0,1,0.0,5.1722166666666665
Eurythmics,68.0,2333723.0,85.0,1,0.0,3.61555
Evan Call,58.0,78550.0,35.333333333333336,3,0.0,2.3668055555555556
Evan Rachel Wood,55.0,45117.0,19.0,1,0.0,2.2791
Evanescence,75.0,6158071.0,60.44444444444444,9,0.0,3.7678722222222225
Everything But The Girl,60.0,432768.0,64.0,1,0.0,4.942666666666667
Ex Habit,59.0,130194.0,51.46153846153846,13,0.3076923076923077,2.8294666666666664
ExtraaaVibe,9.0,647.0,0.0,1,0.0,2.6015
Extreme,61.0,704275.0,0.0,1,0.0,5.566583333333333
Eyedress,69.0,2740220.0,32.166666666666664,6,0.0,1.9272333333333334
FIDLAR,46.0,338978.0,33.0,1,1.0,2.3691
FIFTY FIFTY,63.0,1989684.0,25.5,2,0.0,2.697425
FINNEAS,69.0,2356803.0,66.5,2,0.5,3.5693916666666667
FIXL,46.0,3963.0,41.0,1,0.0,2.317066666666667
FKA twigs,63.0,1441722.0,47.625,8,0.125,4.0717375
Fabiano Abaixo Assinado,4.0,22.0,18.0,1,0.0,3.034666666666667
Fabolous,64.0,2757877.0,52.5,2,1.0,4.795
Faith Hill,60.0,1956457.0,46.666666666666664,3,0.0,3.508211111111111
Fall Out Boy,77.0,11415072.0,74.0,4,0.0,3.356325
Fameboy BL,14.0,192.0,26.0,1,1.0,3.1611333333333334
Famy,50.0,60303.0,0.0,1,0.0,3.970666666666667
Far East Movement,64.0,1105453.0,71.0,1,0.0,3.6148833333333332
Farizki,49.0,94262.0,0.0,1,0.0,4.3707666666666665
Farruko,82.0,17042139.0,77.0,1,1.0,4.785333333333333
Faruk Orman,42.0,3070.0,28.0,1,0.0,2.1228833333333332
Fat Joe,66.0,2133926.0,59.0,3,1.0,4.053216666666667
Favored Nations,40.0,25569.0,44.0,1,0.0,3.4277333333333333
Faye Webster,71.0,2166403.0,77.0,1,0.0,4.1944333333333335
Feid,86.0,18885687.0,84.0,1,0.0,3.28
Felax,32.0,28526.0,0.0,1,0.0,2.6277166666666667
Fergie,68.0,6156460.0,18.333333333333332,3,0.3333333333333333,3.6367333333333334
Fetty Wap,70.0,5124577.0,70.75,4,1.0,3.5581958333333334
Fever Ray,49.0,491518.0,0.0,1,0.0,3.79155
Fifth Harmony,69.0,16221646.0,78.0,2,0.0,3.6587750000000003
Finn,33.0,25563.0,48.0,1,0.0,4.550983333333333
Fiona Apple,62.0,1800092.0,56.0,11,0.18181818181818182,4.3762378787878795
Fitz and The Tantrums,65.0,1009778.0,68.0,1,0.0,3.4897666666666667
Fivio Foreign,61.0,1472981.0,30.0,1,1.0,4.266666666666667
Fleetwood Mac,83.0,13966197.0,69.75,8,0.0,4.3619104166666665
Fleurie,59.0,304570.0,42.0,1,0.0,3.8783
Flight,37.0,103691.0,39.0,1,1.0,1.9058666666666666
Flo Milli,67.0,1566996.0,71.0,2,1.0,2.09835
Flo Rida,79.0,8971415.0,68.71428571428571,14,0.0,3.668
Floats,7.0,404.0,0.0,1,0.0,2.816666666666667
Florence + The Machine,77.0,7220459.0,61.0,9,0.1111111111111111,3.940025925925926
Florida Georgia Line,70.0,5588772.0,48.3,10,0.0,3.51695
Flower Face,49.0,171981.0,48.5,2,0.5,3.436933333333333
FloyyMenor,76.0,2186739.0,84.0,1,1.0,3.7
Flume,68.0,2508510.0,39.333333333333336,3,1.0,4.059816666666666
Foo Fighters,75.0,12953020.0,78.33333333333333,3,0.0,4.308583333333334
Foreigner,72.0,3832095.0,66.0,1,0.0,4.7611
Forest Blakk,62.0,261055.0,73.0,1,0.0,3.622516666666667
Forrest Finn,0.0,70.0,0.0,1,0.0,2.8647833333333335
Forrest Frank,77.0,2268298.0,66.0,1,0.0,2.2828
Foster The People,70.0,4025612.0,77.0,2,0.0,4.132216666666666
Fourtwnty,68.0,3646136.0,79.0,1,0.0,4.3508
Foxilitus,40.0,15517.0,44.5,2,0.0,1.9394916666666666
Franco Micalizzi,38.0,12527.0,52.0,1,0.0,3.0848833333333334
Frank Ocean,83.0,20280852.0,68.83333333333333,6,0.6666666666666666,5.032980555555556
Frank Walker,50.0,114271.0,50.0,1,0.0,3.35545
Frankie Ballard,45.0,352409.0,45.0,1,0.0,3.9633333333333334
Frankie Muriel,38.0,805.0,50.0,1,0.0,3.906
Frankie Rose,23.0,35207.0,23.0,1,0.0,3.1622166666666667
Fransii,21.0,488.0,21.5,2,0.0,2.42575
Franz Ferdinand,68.0,2991445.0,5.0,1,0.0,3.9504333333333332
Fraser Stott,13.0,119.0,6.0,1,0.0,3.9446333333333334
Fred Neil,37.0,40485.0,43.0,1,0.0,4.08555
Fred again..,77.0,2201446.0,74.0,1,0.0,3.6521666666666666
Frederik Wiedmann,33.0,6483.0,26.0,1,0.0,0.5704333333333333
French 79,55.0,257992.0,16.0,1,0.0,4.002
French Montana,73.0,5838449.0,85.0,1,1.0,3.89835
French The Kid,53.0,203154.0,37.0,1,1.0,2.9178
Freya Ridings,59.0,494479.0,67.0,1,0.0,3.7642166666666665
Friedrich Habetler,49.0,94208.0,0.0,1,0.0,5.10535
Friends & Praise,5.0,37.0,19.0,1,0.0,5.016666666666667
Frou Frou,62.0,343386.0,78.0,1,0.0,4.31785
Fuerza Regida,89.0,19735177.0,87.0,2,1.0,3.0180583333333333
Fugees,65.0,1660600.0,69.5,2,1.0,4.058325
Fujii Kaze,74.0,4571036.0,59.0,1,0.0,4.508283333333333
Fuse ODG,59.0,150256.0,50.5,2,0.0,3.6416666666666666
Future,88.0,22675640.0,66.16666666666667,24,1.0,3.5891687500000002
G Herbo,69.0,2482067.0,44.0,1,1.0,2.3423
G-Eazy,74.0,6294820.0,59.833333333333336,6,1.0,4.411272222222222
G-Epic,22.0,64.0,40.0,1,1.0,3.0776
G-Unit,61.0,2723614.0,56.0,1,1.0,3.972
GAYLE,58.0,668804.0,55.5,2,0.5,2.5400083333333336
GEN.KLOUD,46.0,17374.0,59.0,1,0.0,3.07935
GINAxC,18.0,232.0,27.0,1,0.0,2.5517166666666666
GIVĒON,78.0,5202457.0,69.0,2,0.0,3.2682583333333333
GOVAN,34.0,1434.0,37.75,4,0.25,2.63325
GRLwood,48.0,516419.0,0.0,2,0.5,2.9745083333333335
GROUPLOVE,60.0,1255113.0,77.0,1,0.0,3.63355
GYMBRO,50.0,32968.0,13.0,1,0.0,2.1254333333333335
Gabry Ponte,72.0,715149.0,56.333333333333336,3,0.0,2.9437611111111113
Galantis,68.0,3469694.0,59.5,4,0.0,3.355933333333333
Gammer,47.0,67573.0,38.0,1,0.0,2.4551666666666665
Gang Starr,62.0,1081830.0,65.0,1,1.0,2.9611
Gang of Youths,53.0,418614.0,65.0,1,1.0,7.0357666666666665
Gareth Coker,52.0,59849.0,44.0,2,0.0,1.9400833333333334
Gary O'Slide,30.0,5446.0,20.0,10,0.0,2.4633833333333337
Gavin Adcock,71.0,476523.0,72.0,1,0.0,2.9504
Gavin DeGraw,58.0,1257429.0,63.0,1,0.0,3.642
Geek Music,60.0,309996.0,46.0,3,0.0,2.6499555555555556
Geneburn,36.0,33709.0,36.0,2,0.0,4.748183333333333
Genesis,69.0,3738987.0,42.0,1,0.0,4.948666666666667
Genevieve Stokes,49.0,135787.0,0.0,1,0.0,2.2788833333333334
Geoff Knorr,38.0,6381.0,2.0,1,0.0,3.4485333333333332
Geoff Zanelli,44.0,20665.0,32.0,3,0.0,3.0874
George Ezra,68.0,4312223.0,72.0,2,0.0,3.4420833333333336
George Michael,72.0,5657083.0,9.0,1,0.0,5.001766666666667
George Strait,72.0,5158411.0,57.125,8,0.0,3.348491666666667
