artist_name,year,num_events,avg_ticket_price,unique_venues,unique_cities
Kehlani,2025.0,1,53.665,1,1
Keith Harkin,2025.0,1,19.545,1,1
Kelley Swindall,2025.0,2,3.2,1,1
Kelly Chen,2025.0,2,31.64,2,2
Kelly Hogan,2025.0,1,33.9,1,1
Kelly Romo,2025.0,1,29.305,1,1
Kem,2025.0,1,53.665,1,1
Kendall Street Company,2025.0,2,24.425,2,2
Kenny G,2025.0,3,37.99666666666666,3,3
Kenny Mason,2025.0,1,35.980000000000004,1,1
Kermit Ruffins,2025.0,2,34.067499999999995,2,1
Kevin Garrett,2025.0,1,49.834999999999994,1,1
Key,2025.0,1,31.64,1,1
Keyland,2025.0,1,0.13,1,1
Khemmis,2025.0,1,19.545,1,1
KiNG MALA,2025.0,1,31.64,1,1
Kill Lincoln,2025.0,1,29.305,1,1
Kindred the Family Soul,2025.0,1,78.965,1,1
King George,2025.0,3,25.52,3,3
King Yellowman & the Sagittarius Band,2025.0,1,28.84,1,1
Kip Moore,2025.0,4,50.1,4,3
Knoll,2025.0,1,33.53,1,1
Kodoku,2025.0,2,31.64,2,2
Koffin Kats,2025.0,1,29.17,1,1
Kolbeef,2025.0,1,35.980000000000004,1,1
Kolby Cooper,2025.0,2,19.545,2,2
Kori King,2025.0,1,24.895,1,1
Kraig Parker,2025.0,1,29.305,1,1
Kyle Watson,2025.0,1,24.95,1,1
LAERZ,2025.0,2,28.2675,2,1
LCD Soundsystem,2025.0,5,19.545,1,1
La La Brooks,2025.0,1,53.665,1,1
Labamba's Big Band,2025.0,1,29.305,1,1
Lady A,2025.0,4,17.19,4,4
Lady Radiator,2025.0,1,29.305,1,1
Laidback Luke,2025.0,1,32.125,1,1
Lainey Wilson,2025.0,1,17.19,1,1
Larry Fleet,2025.0,3,17.975,3,3
Larry Stevens Band,2025.0,1,0.0,1,1
Late Night Drive Home,2025.0,1,22.85,1,1
Lauren Daigle,2025.0,3,34.73833333333334,3,3
Layz,2025.0,1,19.95,1,1
Leftover Crack,2025.0,1,19.545,1,1
Leo Kottke,2025.0,3,43.43166666666667,2,2
Leo Ku,2025.0,1,29.305,1,1
Leon Thomas,2025.0,4,53.665,3,3
Lera Lynn,2025.0,1,17.19,1,1
"Leslie Odom, Jr.",2025.0,6,25.23166666666667,6,6
Letter Kills,2025.0,1,373.34999999999997,1,1
Liam St. John,2025.0,5,27.439,5,5
Lights All Night,2025.0,2,19.545,1,1
Lil Darkie,2025.0,1,35.980000000000004,1,1
Lil Gotit,2025.0,1,35.980000000000004,1,1
Lindsey Stirling,2025.0,4,32.13125,4,4
Lindsey Webster,2025.0,1,53.665,1,1
Lit,2025.0,1,29.305,1,1
Little Raine Band,2025.0,1,19.545,1,1
Little River Band,2025.0,3,29.304999999999996,3,3
Liverpool Legends,2025.0,1,29.305,1,1
Living Legends,2025.0,2,27.762500000000003,2,2
Living Wreckage,2025.0,1,27.51,1,1
Lizzie Donzis,2025.0,1,31.64,1,1
Lizzy McAlpine,2025.0,1,0.0,1,1
Lloyd,2025.0,1,53.665,1,1
Local Band Showcase,2025.0,1,22.85,1,1
Lola Young,2025.0,2,53.665,1,1
Lonestar,2025.0,2,17.19,2,2
Lorde,2025.0,2,29.305,1,1
Los Lobos,2025.0,1,37.2775,1,1
Loud Luxury,2025.0,1,19.545,1,1
Louie Cruz Beltran,2025.0,1,41.05,1,1
Love Canon,2025.0,1,17.19,1,1
Low Cut Connie,2025.0,2,24.425,2,2
Lucy Bedroque,2025.0,1,35.980000000000004,1,1
Luke Rathborne,2025.0,1,21.56,1,1
Luminare Christmas,2025.0,1,19.545,1,1
Luther ReLives,2025.0,1,,1,1
Luvcat,2025.0,1,27.32,1,1
Lydia Lunch,2025.0,1,21.18,1,1
Lyfe Jennings,2025.0,1,53.665,1,1
M.O.D.,2025.0,1,27.51,1,1
MANÁ,2025.0,1,,1,1
MATISYAHU,2025.0,3,29.304999999999996,2,2
MEDUZA,2025.0,1,19.545,1,1
MERSIV,2025.0,2,25.5925,2,2
MK,2025.0,1,19.545,1,1
MT Jones,2025.0,1,53.665,1,1
Mac McAnally,2025.0,2,29.305,1,1
MacCabeats,2025.0,1,37.2775,1,1
Madball,2025.0,2,26.085,2,2
Madelline,2025.0,1,31.64,1,1
Madina Lake,2025.0,1,44.36,1,1
Maeta,2025.0,6,27.735000000000003,1,1
Mafia Rusa,2025.0,1,29.305,1,1
Magnolia Electric Co.,2025.0,1,29.305,1,1
Makeout Reef,2025.0,1,29.305,1,1
Makuta,2025.0,1,29.305,1,1
Mamma Mania!,2025.0,2,29.305,2,2
Mammoth,2025.0,1,29.305,1,1
Manic Honey,2025.0,1,29.305,1,1
Mannheim Steamroller,2025.0,2,40.61,1,1
Mannheim Steamroller Christmas,2025.0,17,0.0,13,13
Mar Caribe,2025.0,1,0.0,1,1
Marc Broussard,2025.0,1,49.1,1,1
Marcus Miller,2025.0,4,69.875,1,1
Marcus Rezak,2025.0,1,29.305,1,1
Mareux,2025.0,2,19.545,2,2
Maria Carrelli,2025.0,1,20.53,1,1
Mariachi El Bronx,2025.0,1,4.14,1,1
Mariah Carey,2025.0,5,31.639999999999997,1,1
Marina Satti,2025.0,1,31.64,1,1
Mario,2025.0,2,36.605000000000004,2,2
Mark Farner,2025.0,1,29.305,1,1
Mark Tremonti,2025.0,1,31.64,1,1
Masters of the Mic,2025.0,1,35.980000000000004,1,1
Matroda,2025.0,1,0.0,1,1
Matt Kelley & The Big Reveal,2025.0,1,29.305,1,1
Matt Stell,2025.0,1,17.19,1,1
Matteo Bocelli,2025.0,6,40.61,6,6
Matthew West,2025.0,8,49.3275,8,4
Mau P,2025.0,1,24.895,1,1
Maurice Mobetta Brown,2025.0,2,35.980000000000004,1,1
Maxim Vengerov,2025.0,1,40.61,1,1
Maxo Kream,2025.0,1,19.545,1,1
Maysa,2025.0,1,41.175,1,1
Melissa Errico,2025.0,1,40.61,1,1
Memphis May Fire,2025.0,2,24.425,2,2
Method Man and Redman,2025.0,1,35.980000000000004,1,1
Michael Cera Palin,2025.0,1,29.305,1,1
Michael Feinstein,2025.0,1,31.64,1,1
Michael Marcagi,2025.0,1,29.305,1,1
Michael W. Smith,2025.0,1,31.64,1,1
Michigander,2025.0,1,29.305,1,1
Mickey Avalon,2025.0,1,29.305,1,1
Midland,2025.0,4,18.3675,3,3
Mike Campbell & The Dirty Knobs,2025.0,4,26.865000000000002,3,3
Mike Cooley,2025.0,1,29.305,1,1
Mike Greensill,2025.0,1,31.505000000000003,1,1
Mike Stern,2025.0,2,64.725,1,1
Mindi Abair,2025.0,1,43.74,1,1
Minus,2025.0,1,18.5,1,1
Miranda Lambert,2025.0,1,17.19,1,1
Missing Persons,2025.0,2,26.0775,2,2
Mobb Deep,2025.0,1,35.980000000000004,1,1
Mockstar,2025.0,1,89.16,1,1
Modern Alibi,2025.0,1,29.305,1,1
Modern Day Romeos,2025.0,1,12.25,1,1
Modestep,2025.0,1,25.675,1,1
Molly Tuttle,2025.0,2,18.3675,2,2
Monaleo,2025.0,2,35.980000000000004,2,2
Monophonics,2025.0,1,35.46,1,1
Moon Hooch,2025.0,2,53.665,2,2
Moon Taxi,2025.0,2,29.305,1,1
Moral Law,2025.0,1,27.51,1,1
Morgan Wade,2025.0,1,19.545,1,1
Morris Day and the Time,2025.0,1,29.305,1,1
Mother's Finest,2025.0,1,29.305,1,1
Motherfolk,2025.0,1,0.13,1,1
Motown Christmas,2025.0,3,53.665,3,3
Municipal Waste,2025.0,1,33.4,1,1
Murs,2025.0,1,35.980000000000004,1,1
Musiq Soulchild,2025.0,2,53.665,1,1
Musketeer Gripweed,2025.0,1,19.545,1,1
Mustard Plug,2025.0,1,28.27,1,1
N.E.G. (Northeast Groovers),2025.0,1,29.305,1,1
Najee,2025.0,1,41.175,1,1
Nargiz,2025.0,1,19.545,1,1
Natalia Jimenez,2025.0,2,19.545,2,2
Natalie Grant,2025.0,2,30.94,2,2
Natalie MacMaster,2025.0,1,0.13,1,1
Nate Jackson,2025.0,3,62.66,1,1
Nate Smith,2025.0,3,25.185000000000002,2,2
Nathaniel Rateliff & The Night Sweats,2025.0,2,19.545,1,1
National Arab Orchestra,2025.0,1,37.2775,1,1
National Symphony Orchestra,2025.0,7,40.61,1,1
Ne Obliviscaris,2025.0,2,32.13,2,2
Neal McCoy,2025.0,1,17.19,1,1
Nefesh Mountain,2025.0,1,0.13,1,1
Neil Zaza,2025.0,1,29.305,1,1
New York Philharmonic,2025.0,10,40.61,1,1
New York Voices,2025.0,6,46.61833333333333,1,1
Next Showcase USA,2025.0,1,19.545,1,1
Nghtmre,2025.0,3,23.576666666666668,3,3
Nic Fanciulli,2025.0,1,29.95,1,1
Nicky Romero,2025.0,1,29.95,1,1
Nico Play,2025.0,1,,1,1
Nightrain,2025.0,3,19.545,3,3
Nirvanna - Tribute To Nirvana,2025.0,1,19.545,1,1
Noche de Verano Sin Ti,2025.0,1,,1,1
Noizu,2025.0,1,31.64,1,1
Nonpoint,2025.0,3,29.304999999999996,3,2
Noogy,2025.0,1,22.3,1,1
Norma Jean,2025.0,2,48.114999999999995,2,2
Not So Silent Night,2025.0,1,29.305,1,1
ODESZA,2025.0,1,24.895,1,1
OK Go,2025.0,2,26.0775,2,2
OMNOM,2025.0,1,24.895,1,1
ORLOVE,2025.0,1,31.64,1,1
Oakland Interfaith Gospel Choir,2025.0,1,42.335,1,1
Obituary,2025.0,1,33.53,1,1
Old 97's,2025.0,2,60.45,1,1
Old Crow Medicine Show,2025.0,4,0.13,4,4
Old Dominion,2025.0,4,17.19,3,3
Ole 60,2025.0,2,17.19,2,2
Oliver Heldens,2025.0,1,31.64,1,1
Omnium Gatherum,2025.0,3,20.346666666666668,2,2
On Tap,2025.0,1,,1,1
One Night in Memphis,2025.0,1,,1,1
Open Mic Night,2025.0,3,6.515000000000001,2,2
Orgy,2025.0,1,430.0,1,1
Origami Angel,2025.0,1,41.985,1,1
Orville Peck,2025.0,1,17.19,1,1
OsamaSon,2025.0,4,35.980000000000004,4,3
Osees,2025.0,1,29.305,1,1
Out of the Dawg House,2025.0,1,19.545,1,1
Over the Rhine,2025.0,4,17.19,2,2
Oz Noy,2025.0,1,19.545,1,1
PHUN,2025.0,1,29.305,1,1
PRESIDENT,2025.0,1,22.85,1,1
PVRIS,2025.0,4,26.0775,4,4
Pallbearer,2025.0,3,24.855,3,3
Pam Tillis,2025.0,1,17.19,1,1
Papa Mali,2025.0,1,20.28,1,1
Parish County Line,2025.0,1,17.19,1,1
Parlor Greens,2025.0,1,53.665,1,1
Parmalee,2025.0,1,45.96,1,1
Pat McCurdy,2025.0,1,8.73,1,1
Patrick Bolden-Smith,2025.0,1,53.665,1,1
Patti Smith,2025.0,1,29.305,1,1
Paul Cauthen,2025.0,1,59.5,1,1
Paul Maxwell,2025.0,1,31.64,1,1
Peabo Bryson,2025.0,5,53.665,5,5
Pearl,2025.0,1,26.03,1,1
Pearl & The Oysters,2025.0,1,29.305,1,1
Pearly Baker's Best,2025.0,1,13.07,1,1
Pentatonix,2025.0,5,29.305,4,4
People Brothers Band,2025.0,1,29.305,1,1
Pepe Aguilar,2025.0,1,37.2775,1,1
Perpetual Groove,2025.0,3,26.755,3,3
Pete Escovedo,2025.0,5,68.846,2,2
Pete Evick,2025.0,1,29.305,1,1
Peter Mayer,2025.0,1,29.305,1,1
Peter White,2025.0,2,80.3,1,1
Petty Theft,2025.0,2,19.545,2,2
Phantoms,2025.0,1,19.545,1,1
Phil Wickham,2025.0,4,29.597500000000004,3,2
Piano Man,2025.0,6,29.304999999999996,1,1
Pieces of a Dream,2025.0,1,41.175,1,1
Pigeons Playing Ping Pong,2025.0,3,29.304999999999996,2,2
Pink Martini,2025.0,2,27.4125,2,2
Plague Vendor,2025.0,1,29.305,1,1
Plain White T's,2025.0,1,29.305,1,1
Poisonous Crue: A Tribute To Poison and Motley Crue,2025.0,1,29.305,1,1
Porter Robinson,2025.0,1,31.64,1,1
Portugal. The Man,2025.0,2,22.85,2,2
Post Animal,2025.0,3,27.106666666666666,3,3
Powerman 5000,2025.0,1,29.305,1,1
Preservation Hall Jazz Band,2025.0,2,41.7475,2,2
Pressing Strings,2025.0,2,19.545,1,1
Primer 55,2025.0,3,25.39833333333333,3,3
Primitive Man,2025.0,3,24.855,3,3
Primus,2025.0,1,29.305,1,1
Prince Daddy & the Hyena,2025.0,1,29.305,1,1
Priscilla Block,2025.0,1,17.19,1,1
Project Pat,2025.0,1,35.980000000000004,1,1
Promised Land,2025.0,1,29.305,1,1
Protomartyr,2025.0,3,32.89,3,3
Psycho-Frame,2025.0,1,27.51,1,1
Public Enemy,2025.0,2,35.980000000000004,1,1
Punk Rock Karaoke,2025.0,1,19.545,1,1
Purdue Christmas Show,2025.0,3,,1,1
Pure Prairie League,2025.0,1,68.72,1,1
Purple Reign - Prince Tribute,2025.0,3,,1,1
Pyromania,2025.0,1,,1,1
Queen Nation,2025.0,1,19.545,1,1
Queensryche,2025.0,3,27.51,3,3
Quiet Riot,2025.0,1,545.875,1,1
R&B ONLY,2025.0,2,53.665,1,1
RJ,2025.0,2,41.16,1,1
RL Grime,2025.0,2,58.9225,2,2
RUDIM3NTAL,2025.0,1,24.95,1,1
Raekwon,2025.0,4,35.980000000000004,4,4
Raheem DeVaughn,2025.0,2,53.665,2,2
Raiding the Rock Vault,2025.0,4,,1,1
Railroad Earth,2025.0,1,29.305,1,1
Randy Houser,2025.0,1,17.19,1,1
Randy Rogers,2025.0,1,19.545,1,1
Ras Kass,2025.0,1,35.980000000000004,1,1
Rave Jesus,2025.0,1,31.64,1,1
Ray Volpe,2025.0,1,19.545,1,1
Reaper,2025.0,1,31.64,1,1
Rebirth Brass Band,2025.0,1,41.175,1,1
Red NOT Chili Peppers,2025.0,1,,1,1
Red Wanting Blue,2025.0,1,29.305,1,1
Reggaeton Rave,2025.0,1,7.475,1,1
Rejjie Snow,2025.0,5,28.704,4,3
Reuben Vincent,2025.0,1,35.980000000000004,1,1
Rhapsody In Blue,2025.0,1,40.61,1,1
Rhea Raj,2025.0,2,37.2775,2,2
Rhett Miller,2025.0,3,26.051666666666666,3,2
Richard Marx,2025.0,1,31.64,1,1
Ricky Skaggs,2025.0,2,17.19,2,2
Riders In the Sky,2025.0,1,17.19,1,1
Ripe,2025.0,3,29.304999999999996,2,2
Rivers of Nihil,2025.0,1,70.075,1,1
Robert Earl Keen,2025.0,8,17.19,7,7
Robert Glasper,2025.0,12,63.10666666666666,1,1
Robert Lester Folsom,2025.0,1,29.305,1,1
Rock And Roll Hall Of Fame Induction Ceremony,2025.0,1,19.545,1,1
Rock Monsterz,2025.0,1,29.305,1,1
Rocky Mountain High Experience: A John Denver Christmas,2025.0,4,17.19,4,4
Rocky Mountain High Experience: A John Denver Christmas (Chicago),2025.0,6,17.19,1,1
Rod Stewart,2025.0,1,29.305,1,1
Rod Wave,2025.0,7,33.63214285714286,5,5
Rodney Stepp,2025.0,1,41.175,1,1
Roger Sanchez,2025.0,1,24.95,1,1
Roman Street,2025.0,1,29.305,1,1
Rose City Band,2025.0,2,24.805,2,2
Royal Jelly Jive,2025.0,1,25.585,1,1
Rubio,2025.0,1,,1,1
Rumours: a Tribute To Fleetwood Mac,2025.0,1,19.545,1,1
Runaway Gin,2025.0,1,19.545,1,1
Rusko,2025.0,2,31.64,2,2
Ryan Bingham,2025.0,2,19.545,2,2
Ryan Davis & the Roadhouse Band,2025.0,2,0.0,1,1
Ryan Pelton,2025.0,1,,1,1
SLANDER,2025.0,2,24.895,1,1
SOFI TUKKER,2025.0,2,19.545,1,1
SQRRL,2025.0,1,19.545,1,1
STS9,2025.0,2,24.895,1,1
SUSTO,2025.0,1,17.19,1,1
Sal Valentinetti,2025.0,2,,1,1
Salmo,2025.0,1,35.980000000000004,1,1
Salt,2025.0,1,11.55,1,1
Sam MacPherson,2025.0,1,29.305,1,1
Sam Sample,2025.0,1,17.19,1,1
Sam Smith,2025.0,4,31.64,1,1
Samantha Fish,2025.0,5,25.52,5,5
Samiam,2025.0,2,27.705,2,2
San Francisco Gay Men's Chorus,2025.0,3,40.61,1,1
San Francisco Symphony,2025.0,13,19.545,1,1
San Holo,2025.0,1,19.545,1,1
Sandy Hackett's Rat Pack,2025.0,2,,1,1
Sandy Mack,2025.0,3,25.52,1,1
Santa Rave,2025.0,3,31.64,3,3
Sara Evans,2025.0,3,17.19,3,3
Sarah Brightman,2025.0,5,31.639999999999997,5,5
Save Ferris,2025.0,1,22.85,1,1
Saves the Day,2025.0,1,22.85,1,1
Say Anything,2025.0,1,29.305,1,1
Scam and Jam,2025.0,1,31.64,1,1
Scott Bradlee's Postmodern Jukebox,2025.0,4,33.964999999999996,4,4
Scott Robinson & Bronze Nemesis,2025.0,1,0.0,1,1
Screamin Rebel Angels,2025.0,2,20.7775,2,2
Secrets,2025.0,1,28.04,1,1
Sensational Soul Cruisers,2025.0,1,53.665,1,1
Senses Fail,2025.0,2,29.305,2,2
Set It Off,2025.0,1,31.64,1,1
Seth Glier,2025.0,1,13.61,1,1
Seven Kingdoms,2025.0,1,19.545,1,1
Sevendust,2025.0,1,29.305,1,1
Sextile,2025.0,1,45.94,1,1
Sexyy Red,2025.0,1,35.980000000000004,1,1
Shaggy,2025.0,1,28.84,1,1
Shai Hulud,2025.0,1,33.45,1,1
Shakey Graves,2025.0,8,27.2825,8,6
Shane Smith and the Saints,2025.0,1,0.13,1,1
Shaun Cassidy,2025.0,2,19.545,2,2
Shoreline Mafia,2025.0,1,203.385,1,1
Shoshana Bean,2025.0,3,53.665,1,1
Shovels & Rope,2025.0,1,0.0,1,1
Shrek Rave,2025.0,2,28.2675,2,2
Shy Glizzy,2025.0,1,81.035,1,1
Sickick,2025.0,1,29.95,1,1
Side Quest,2025.0,1,29.95,1,1
Silly Goose,2025.0,1,29.305,1,1
Silverstein,2025.0,5,29.305,5,5
Sister Hazel,2025.0,2,29.305,1,1
Sister Nancy,2025.0,2,32.1375,2,2
Sixpence None the Richer,2025.0,2,177.445,2,2
Sixteen Candles,2025.0,1,29.305,1,1
Skydog,2025.0,1,29.305,1,1
Slick Rick,2025.0,2,76.315,2,2
Slippery When Wet,2025.0,1,,1,1
Smithereens,2025.0,2,29.305,1,1
Snocaps,2025.0,2,29.305,1,1
Sommer Ray,2025.0,1,19.95,1,1
Son Little,2025.0,2,35.19,2,2
Sorry - Band,2025.0,1,19.545,1,1
Soul Coughing,2025.0,4,34.34,4,4
Sounds of the Holidays,2025.0,1,,1,1
South Bend Symphony Orchestra,2025.0,2,19.545,1,1
Southern Accents,2025.0,1,19.545,1,1
Southern Avenue,2025.0,1,25.52,1,1
Soweto Gospel Choir,2025.0,2,42.335,2,2
Spafford,2025.0,3,24.330000000000002,2,2
Spazmatics - Las Vegas,2025.0,2,,1,1
Spencer Day,2025.0,1,85.72,1,1
Sponge,2025.0,2,26.0775,2,1
Spread Eagle,2025.0,1,29.305,1,1
Squirrel Nut Zippers,2025.0,3,30.993333333333336,3,3
Sqwerv,2025.0,1,29.305,1,1
Stacey Kent,2025.0,10,50.394999999999996,1,1
Stan Society,2025.0,1,31.64,1,1
Stanton Moore,2025.0,1,43.135,1,1
Stanton Moore Trio,2025.0,2,35.65,1,1
Start Making Sense,2025.0,1,,1,1
Steel Panther,2025.0,7,29.305,7,7
Steely Dane,2025.0,1,,1,1
Steez,2025.0,1,29.305,1,1
Stella Blue's Band,2025.0,1,25.52,1,1
Stella Cole,2025.0,1,41.175,1,1
Stephen Kellogg,2025.0,1,31.64,1,1
Stephen Wilson Jr.,2025.0,1,29.305,1,1
Steve Earle,2025.0,1,17.19,1,1
Steven Curtis Chapman,2025.0,4,46.18000000000001,4,2
Stevie Nicks,2025.0,1,29.305,1,1
Storm Large,2025.0,1,29.305,1,1
Story of the Year,2025.0,1,29.305,1,1
Straight No Chaser,2025.0,11,29.729545454545452,8,8
Strangelove: The Depeche Mode Experience,2025.0,1,19.545,1,1
Streetlight Manifesto,2025.0,3,29.304999999999996,3,2
Strung Out,2025.0,1,19.545,1,1
Sub Focus,2025.0,2,19.545,2,2
Sublime,2025.0,2,28.84,2,2
Subtronics,2025.0,6,19.545,4,4
Sugar: The Nu-Metal Party,2025.0,1,27.51,1,1
Sugarhill Gang,2025.0,1,35.980000000000004,1,1
Sullivan King,2025.0,1,19.545,1,1
Summerfeet,2025.0,1,29.305,1,1
Sun Kil Moon,2025.0,1,0.0,1,1
SunSquabi,2025.0,1,24.895,1,1
Sunami,2025.0,1,27.51,1,1
Superheaven,2025.0,1,40.23,1,1
Supersonic,2025.0,1,29.305,1,1
Supersuckers,2025.0,4,28.16,4,3
Svdden Death,2025.0,1,31.64,1,1
Swashbuckling Doctors,2025.0,1,19.545,1,1
T Sisters,2025.0,1,19.545,1,1
T.S.O.L.,2025.0,2,32.685,2,2
TDJ,2025.0,1,31.64,1,1
THE JETS 80s & 90's Experience!,2025.0,1,,1,1
TRSH,2025.0,1,29.305,1,1
Tab Benoit,2025.0,4,28.9025,3,3
Tae & The Neighborly,2025.0,2,53.665,2,2
Taking Back Sunday,2025.0,2,22.85,1,1
Tank and the Bangas,2025.0,1,40.06,1,1
Tape B,2025.0,4,28.2675,4,4
Taylor Goes Emo,2025.0,1,29.305,1,1
Taylor Hicks,2025.0,1,53.665,1,1
Tchami,2025.0,1,34.95,1,1
Tech N9ne,2025.0,3,35.980000000000004,2,2
Teddy Swims,2025.0,2,31.64,2,2
Teen Mortgage,2025.0,1,29.305,1,1
Ten,2025.0,1,27.51,1,1
Texas Is the Reason,2025.0,1,19.545,1,1
Thank You For The Music,2025.0,4,19.545,1,1
That Mexican OT,2025.0,7,35.980000000000004,7,7
That's So Shania - A Tribute to Shania Twain,2025.0,1,17.19,1,1
The 8-Bit Big Band,2025.0,1,41.175,1,1
The Acacia Strain,2025.0,3,29.304999999999996,1,1
The Academy Is,2025.0,5,26.723000000000003,3,3
The Aces,2025.0,2,36.542500000000004,2,2
The Allman Betts Band,2025.0,1,29.305,1,1
The Allman Betts Family Revival,2025.0,5,29.305,5,5
The Amish Outlaws,2025.0,2,,2,2
The Ataris,2025.0,1,57.370000000000005,1,1
The Australian Bee Gees (Vegas),2025.0,22,,1,1
The Band Solstice,2025.0,2,29.305,2,2
The Beat Farmers,2025.0,1,30.31,1,1
The Bergamot,2025.0,1,29.305,1,1
The Beths,2025.0,2,29.305,1,1
The Blind Boys of Alabama,2025.0,1,42.335,1,1
The Bouncing Souls,2025.0,3,29.304999999999996,3,3
The Boy Band Night,2025.0,1,17.19,1,1
The Boys From the County Hell,2025.0,1,,1,1
The Bronx Wanderers,2025.0,5,29.305,2,2
The Budos Band,2025.0,2,36.605000000000004,2,2
The Bug Club,2025.0,2,26.78,1,1
The Casualties,2025.0,3,28.088333333333335,3,3
The Claudettes,2025.0,1,25.52,1,1
The Cool Kids,2025.0,3,35.04333333333334,3,3
The Dallas Moore Band,2025.0,1,31.23,1,1
The Dave Matthews Tribute Band,2025.0,1,,1,1
The Dillinger Escape Plan,2025.0,2,24.425,2,2
The Dirty Grass Players,2025.0,1,19.545,1,1
The Disco Biscuits,2025.0,6,68.63583333333334,3,1
The Doo Wop Project,2025.0,1,53.665,1,1
"The Drifters, Cornell Gunter's Coasters, and The Platters",2025.0,1,53.665,1,1
The Dustbowl Revival,2025.0,1,19.545,1,1
The Dutch Kills,2025.0,1,29.305,1,1
The E Street Shuffle,2025.0,1,42.665,1,1
The Elovaters,2025.0,3,22.643333333333334,3,3
The Fab Four,2025.0,4,29.305,4,2
The Fabulous Equinox Orchestra,2025.0,1,41.175,1,1
The Five Blind Boys of Alabama,2025.0,1,53.665,1,1
The Floorwalkers,2025.0,2,25.65,1,1
The Format,2025.0,1,0.0,1,1
The Frights,2025.0,2,30.3825,2,2
The Front Bottoms,2025.0,6,30.161666666666665,6,4
The Gilmour Project,2025.0,3,19.545,3,3
The Glitch Mob,2025.0,1,34.95,1,1
The Great Gatsby Party,2025.0,1,19.545,1,1
The Handsome Devilz,2025.0,1,29.305,1,1
The Happy Fits,2025.0,1,29.305,1,1
The Haunt,2025.0,2,28.2875,2,2
The Heavy Heavy,2025.0,2,29.305,2,2
The Hold Steady,2025.0,3,29.304999999999996,1,1
The Holiday in Concert,2025.0,2,19.545,1,1
The Hoyle Brothers,2025.0,3,0.0,1,1
The Iguanas,2025.0,1,32.61,1,1
The Inciters,2025.0,1,0.0,1,1
The Isley Brothers,2025.0,2,53.665,2,2
The Kissers,2025.0,1,37.2775,1,1
The Knocks,2025.0,1,31.64,1,1
The Lemonheads,2025.0,3,42.73333333333333,3,3
The Lettermen,2025.0,2,31.64,2,2
The Linkin Park Tribute,2025.0,1,,1,1
The Machine,2025.0,1,,1,1
The Magical Music of Harry Potter - Live in Concert,2025.0,1,40.61,1,1
The Marshall Tucker Band,2025.0,2,29.305,2,2
The Milk Carton Kids,2025.0,1,17.19,1,1
The Moody Blues' John Lodge,2025.0,1,29.305,1,1
The Mother Hips,2025.0,1,29.305,1,1
The Mountain Goats,2025.0,4,29.305,2,2
The Music Of The Lord Of The Rings and The Hobbit,2025.0,2,40.61,1,1
The Music of Hans Zimmer & More,2025.0,1,40.61,1,1
The Music of Hans Zimmer & Others,2025.0,1,19.545,1,1
The Nerds,2025.0,1,29.305,1,1
The New Mastersounds,2025.0,1,19.545,1,1
The New York Pops,2025.0,2,40.61,1,1
The Oak Ridge Boys Christmas Show,2025.0,1,,1,1
The Parlor Mob,2025.0,1,53.82,1,1
The Pietasters,2025.0,1,29.305,1,1
The Polish Ambassador,2025.0,1,19.545,1,1
The Porch Flowers,2025.0,1,0.13,1,1
The Pork Tornadoes,2025.0,1,29.305,1,1
The Purple Madness - Tribute to Prince,2025.0,1,19.545,1,1
The Purple Xperience,2025.0,1,,1,1
The Railbenders,2025.0,1,19.545,1,1
The Rascals,2025.0,1,29.305,1,1
The Rat Pack Is Back,2025.0,1,,1,1
The Red Jumpsuit Apparatus,2025.0,1,29.305,1,1
The Red Party,2025.0,1,29.305,1,1
The Reverend Peyton's Big Damn Band,2025.0,1,28.14,1,1
The Revivalists,2025.0,1,29.305,1,1
The Rock Orchestra By Candlelight,2025.0,4,29.305,4,4
The Rock and Roll Playhouse,2025.0,12,24.463333333333335,7,7
The Roots,2025.0,1,35.980000000000004,1,1
The Schwegs,2025.0,1,29.305,1,1
The Seldom Scene,2025.0,1,19.545,1,1
The Shruggers,2025.0,1,29.305,1,1
The Silos,2025.0,1,0.13,1,1
The Sinatra Experience With Dave Halston,2025.0,1,,1,1
The Skip Castro Band,2025.0,1,29.305,1,1
The Slackers,2025.0,3,26.386666666666667,3,3
The Smoking Jackets,2025.0,1,96.395,1,1
The Spadtastics,2025.0,1,29.305,1,1
The Spikedrivers,2025.0,1,14.89,1,1
The Spill Canvas,2025.0,1,103.235,1,1
The Spooklights,2025.0,1,29.305,1,1
The Steepwater Band,2025.0,1,18.73,1,1
The Swellers,2025.0,1,29.305,1,1
The Toxhards,2025.0,1,29.305,1,1
The Ultimate Doors,2025.0,1,,1,1
The Ultimate Tribute To Rod Stewart Starring John Anthony,2025.0,1,29.305,1,1
The Vamps,2025.0,1,41.175,1,1
The Vandals,2025.0,1,29.305,1,1
The Vegabonds,2025.0,1,29.305,1,1
The Voices of Motown,2025.0,1,,1,1
The War and Treaty,2025.0,1,17.19,1,1
The Warped Tour Band,2025.0,1,,1,1
The Weeklings,2025.0,2,29.305,1,1
The Wilder Blue,2025.0,1,19.545,1,1
The Wood Brothers,2025.0,1,0.13,1,1
Theo Croker,2025.0,4,31.005000000000003,1,1
Thievery Corporation,2025.0,10,31.639999999999997,6,6
Third Eye Blind,2025.0,2,29.305,2,2
Thomas Cain,2025.0,1,17.19,1,1
