artist_name,secondary_market_events,avg_secondary_price,avg_price_volatility,avg_price_range,avg_active_listings,avg_daily_price_change,high_demand_rate,high_volatility_rate,premium_pricing_rate,avg_price_observations,artist_name_std
KPop Demon Hunters Dance Party & Sing-A-Long,1,37.04,0.0483207050991406,4.969999999999999,146.0,1.1449999999999996,0.0,0.0,0.0,14.0,kpop demon hunters dance party & sing-a-long
KROQ Almost Acoustic Christmas,1,77.28,0.1145534635701646,25.57,514.0,6.2250000000000005,1.0,0.0,0.0,14.0,kroq almost acoustic christmas
Kathleen Madigan,1,,,,128.0,,0.0,0.0,0.0,,kathleen madigan
Katseye,2,642.2049999999999,0.27438593719162063,786.1400000000001,388.0,142.44051724137938,1.0,1.0,1.0,120.0,katseye
Keith Sweat,1,61.87,0.225525511793161,53.36000000000001,,21.34,0.0,1.0,0.0,52.0,keith sweat
Kendrick Lamar,2,86.545,0.25731215272694286,86.835,28.0,16.861896551724136,0.0,1.0,1.0,120.0,kendrick lamar
Kettama,5,78.598,0.11327238784805656,22.945999999999998,83.4,6.231499999999999,0.0,0.2,0.4,10.0,kettama
Kill Tony,1,58.2,0.0160688307511411,1.8299999999999983,699.0,0.9149999999999991,1.0,0.0,0.0,6.0,kill tony
Kill Tony Presents Kill Texas,1,78.86500000000001,0.242563265347195,50.47999999999999,623.0,19.75666666666666,1.0,1.0,1.0,8.0,kill tony presents kill texas
Killers of Kill Tony,4,34.69875,0.37684926879802616,50.78,949.0,9.844310344827585,0.25,0.75,0.0,120.0,killers of kill tony
King Gizzard & The Lizard Wizard,2,,,,39.5,,0.0,0.0,0.0,,king gizzard & the lizard wizard
LAFC vs Inter Miami CF,1,137.78,0.2380596806439922,104.02,500.0,41.64000000000001,1.0,1.0,1.0,14.0,lafc vs inter miami cf
LCD Soundsystem,4,116.69166666666668,0.0778203627000994,45.76,60.0,5.393218390804598,0.0,0.0,0.75,120.0,lcd soundsystem
Lady Gaga,3,167.72833333333332,0.1671498183913175,121.67,80.66666666666667,25.995747126436783,0.0,0.3333333333333333,1.0,120.0,lady gaga
Lake Street Dive,3,85.20666666666666,0.12495158667630257,27.623333333333335,332.3333333333333,10.910000000000002,0.3333333333333333,0.0,1.0,7.333333333333333,lake street dive
Lauren Daigle,4,118.155,0.284223977266038,145.82,108.0,27.764741379310347,0.25,0.75,1.0,120.0,lauren daigle
Lea Salonga,2,56.962500000000006,0.14533767435846273,35.63499999999999,210.5,7.296851851851853,0.5,0.5,0.0,112.0,lea salonga
Lewis Capaldi,3,114.29833333333333,0.1440192711499868,77.15666666666665,25.333333333333332,17.728275862068966,0.0,0.0,1.0,120.0,lewis capaldi
Lily Allen,9,,,,156.66666666666666,,0.2222222222222222,0.0,0.0,,lily allen
Limp Bizkit,2,43.4025,0.1536284094006624,18.355,85.0,5.561,0.0,0.0,0.0,12.0,limp bizkit
Lindsey Stirling,3,94.17166666666667,0.2609556116771446,113.34666666666668,,23.374712643678166,0.0,0.6666666666666666,0.6666666666666666,120.0,lindsey stirling
Little River Band,1,86.18,0.120237704975074,20.010000000000005,307.0,18.77500000000001,1.0,0.0,1.0,6.0,little river band
Lorde,2,120.94500000000001,0.19577189772819484,86.6,13.0,12.260862068965515,0.0,0.5,1.0,120.0,lorde
Los Angeles Azules,1,19.975,1.1625482715409288,223.67,104.0,27.734482758620683,0.0,1.0,0.0,120.0,los angeles azules
Los Angeles Kings at Seattle Kraken,1,52.975,0.2209165748364272,66.62,,10.956206896551723,0.0,1.0,0.0,120.0,los angeles kings at seattle kraken
Los Angeles Kings at Utah Mammoth,1,40.33,0.2072112169411562,45.56,672.0,9.192413793103448,1.0,1.0,0.0,120.0,los angeles kings at utah mammoth
Louis C.K.,4,109.93375,0.2226332077346868,111.9225,200.5,17.027155172413792,0.5,0.75,0.75,120.0,louis c.k.
Lynyrd Skynyrd,1,87.74,0.1163432811457588,28.320000000000007,,13.215000000000003,0.0,0.0,1.0,10.0,lynyrd skynyrd
Lynyrd Skynyrd & Foreigner,1,76.0,0.3614944646003103,72.14000000000001,,24.695,0.0,1.0,0.0,10.0,lynyrd skynyrd & foreigner
Lynyrd Skynyrd and Foreigner,2,56.875,0.32952241283747874,47.59,,30.949166666666667,0.0,1.0,0.0,9.0,lynyrd skynyrd and foreigner
Lynyrd Skynyrd and Loverboy,1,,,,,,0.0,0.0,0.0,,lynyrd skynyrd and loverboy
Lynyrd Skynyrd with Foreigner,1,63.16,0.2096209850149626,32.04,,12.500000000000002,0.0,1.0,0.0,10.0,lynyrd skynyrd with foreigner
Lynyrd Skynyrd with Foreigner and Six Gun Sally,1,56.83,0.2181847452159868,32.540000000000006,,11.834000000000003,0.0,1.0,0.0,12.0,lynyrd skynyrd with foreigner and six gun sally
MODI: Pause for Laughter Tour - Special Taping,1,72.225,0.2205368121541092,67.42999999999999,265.0,14.98413793103448,1.0,1.0,0.0,120.0,modi: pause for laughter tour - special taping
Mac DeMarco,3,104.745,0.2546647454284179,107.98,160.0,22.905402298850575,0.0,1.0,0.6666666666666666,120.0,mac demarco
Machine Gun Kelly,3,32.35166666666667,0.44867499088861623,58.300000000000004,596.5,9.843793103448277,0.6666666666666666,1.0,0.0,120.0,machine gun kelly
Mana,17,103.62,0.2199994531371347,59.735882352941175,597.5,24.50513725490196,0.35294117647058826,0.5882352941176471,0.7058823529411765,8.823529411764707,mana
Marco Antonio Solis,1,28.340000000000003,0.1503278963264828,12.73,3.0,4.300000000000001,0.0,0.0,0.0,40.0,marco antonio solis
Mariah Carey,3,126.67,0.1408344172622567,72.19999999999999,768.0,17.209540229885054,0.6666666666666666,0.0,1.0,120.0,mariah carey
Mario,1,29.505000000000003,0.2806463568310124,36.9,13.0,3.7303448275862072,0.0,1.0,0.0,120.0,mario
Martin Garrix,5,,,,121.8,,0.2,0.0,0.0,,martin garrix
Mary Beth Barone: GALAXY BRAIN TOUR,1,103.01,0.2528732317701599,74.44,4.0,12.406666666666666,0.0,1.0,1.0,14.0,mary beth barone: galaxy brain tour
Max Amini,1,56.3,0.2349097127706237,29.59,,11.698333333333332,0.0,1.0,0.0,14.0,max amini
Max Amini Live in Las Vegas!,2,89.33500000000001,0.14296717111070276,42.65,473.0,16.069999999999997,1.0,0.0,0.5,12.0,max amini live in las vegas!
Maybe Happy Ending,3,99.10333333333334,0.2648642475297,117.48000000000002,797.0,22.71597701149425,1.0,0.6666666666666666,1.0,120.0,maybe happy ending
Megan Moroney,31,170.7,0.20014716006399247,109.13129032258065,638.3448275862069,47.12505376344087,0.8709677419354839,0.3225806451612903,1.0,7.870967741935484,megan moroney
Memphis Tigers at Louisville Cardinals Basketball,1,24.825000000000003,0.7805107388157214,128.9,,15.628620689655172,0.0,1.0,0.0,120.0,memphis tigers at louisville cardinals basketball
Mike Epps,1,89.785,0.1487807965691031,45.03999999999999,459.0,10.502758620689654,1.0,0.0,1.0,120.0,mike epps
Minnesota Frost at Toronto Sceptres,1,41.28,0.1501955245496634,13.700000000000005,321.0,6.850000000000001,1.0,0.0,0.0,6.0,minnesota frost at toronto sceptres
Minnesota Wild at Seattle Kraken,1,50.245,0.1836305254924175,46.89,,9.257241379310344,0.0,0.0,0.0,120.0,minnesota wild at seattle kraken
Missouri State Bears at Xavier Musketeers Basketball,1,,,,133.0,,0.0,0.0,0.0,,missouri state bears at xavier musketeers basketball
Montreal Canadiens at New York Rangers,1,165.095,0.2435822679681398,181.99,,32.061034482758615,0.0,1.0,1.0,120.0,montreal canadiens at new york rangers
Montreal Canadiens at Pittsburgh Penguins,1,46.635,0.2778475270279927,58.17,,13.959310344827587,0.0,1.0,0.0,120.0,montreal canadiens at pittsburgh penguins
Montreal Victoire at PWHL Vancouver,1,33.08,0.0274998203985058,1.900000000000002,41.0,1.1400000000000023,0.0,0.0,0.0,6.0,montreal victoire at pwhl vancouver
Morgan Jay,3,127.58333333333333,0.1863252902218815,104.83333333333333,79.66666666666667,20.259999999999994,0.0,0.3333333333333333,1.0,120.0,morgan jay
Motion City Soundtrack & Say Anything,1,48.52,0.0945164029804168,12.449999999999996,87.0,1.1448275862068962,0.0,0.0,0.0,120.0,motion city soundtrack & say anything
Ms. Lauryn Hill,2,112.68,0.19404104925231408,56.30500000000001,201.5,20.789,0.5,0.5,1.0,24.0,ms. lauryn hill
Mt. Joy,11,79.77166666666666,0.13332530720219876,22.515555555555554,348.0,14.215,0.36363636363636365,0.18181818181818182,0.5454545454545454,5.777777777777778,mt. joy
Mumford & Sons,3,106.0,0.269417127330283,116.61666666666667,146.33333333333334,25.92919540229885,0.3333333333333333,0.6666666666666666,1.0,120.0,mumford & sons
NBA Cup - East Semifinal,1,79.02,0.3206872843817464,119.59,956.0,27.73586206896552,1.0,1.0,1.0,120.0,nba cup - east semifinal
NBA Cup - Quarterfinals: New York Knicks at Toronto Raptors,1,33.5,1.4888088631619465,428.14,357.0,60.503793103448274,1.0,1.0,0.0,120.0,nba cup - quarterfinals: new york knicks at toronto raptors
NBA Cup - Quarterfinals: San Antonio Spurs at Los Angeles Lakers,1,112.085,0.4502707769154706,256.54999999999995,,41.08931034482759,0.0,1.0,1.0,120.0,nba cup - quarterfinals: san antonio spurs at los angeles lakers
NBA Cup - Quarterfinals: TBD at Oklahoma City Thunder,1,18.605,0.631949004954175,61.99000000000001,,8.228965517241381,0.0,1.0,0.0,120.0,nba cup - quarterfinals: tbd at oklahoma city thunder
NBA Cup - Quarterfinals: TBD at Orlando Magic,1,29.14,0.1694855284462851,20.11,,4.054482758620689,0.0,0.0,0.0,120.0,nba cup - quarterfinals: tbd at orlando magic
NBA Cup - West Semifinal,1,83.17,0.2873644665915804,104.93,796.0,27.02068965517241,1.0,1.0,1.0,120.0,nba cup - west semifinal
NGHTMRE,1,46.12,0.0361095671369443,5.199999999999996,93.0,2.643333333333333,0.0,0.0,0.0,42.0,nghtmre
Nashville Predators at Colorado Avalanche,1,73.125,0.3957636467394337,128.69,,19.61206896551724,0.0,1.0,0.0,120.0,nashville predators at colorado avalanche
Natalia Jimenez,1,82.66,0.122436718205916,32.900000000000006,741.0,8.475517241379313,1.0,0.0,1.0,120.0,natalia jimenez
Nate Bargatze,9,81.38777777777779,0.2406698991162647,55.99444444444444,215.0,24.497988505747127,0.1111111111111111,0.6666666666666666,0.4444444444444444,56.888888888888886,nate bargatze
Nate Bargatze: Big Dumb Eyes World Tour,2,127.26,0.16435198421331676,45.985,542.5,37.415,1.0,0.5,1.0,6.0,nate bargatze: big dumb eyes world tour
National Finals Rodeo,6,83.90083333333332,0.2848648086101207,116.64,640.25,21.8633908045977,0.6666666666666666,1.0,0.5,120.0,national finals rodeo
Nebraska Omaha Mavericks at North Dakota Fighting Hawks Hockey,1,38.08,0.2117184055639372,28.17,362.0,4.879655172413793,1.0,1.0,0.0,120.0,nebraska omaha mavericks at north dakota fighting hawks hockey
New England Revolution at Inter Miami CF,1,53.26,0.0662401580643349,9.009999999999998,165.0,2.327499999999999,0.0,0.0,0.0,10.0,new england revolution at inter miami cf
New Jersey Devils at Ottawa Senators,1,10.17,0.3372058145873939,13.6,,2.088620689655172,0.0,1.0,0.0,120.0,new jersey devils at ottawa senators
New York City Ballet - The Nutcracker,2,188.1875,0.17619832986271422,97.90000000000002,263.0,37.830833333333345,1.0,0.0,1.0,13.0,new york city ballet - the nutcracker
New York Rangers at Chicago Blackhawks,1,38.03,0.5283988323772602,106.38,,22.63586206896552,0.0,1.0,0.0,120.0,new york rangers at chicago blackhawks
New York Red Bulls at Inter Miami CF,1,69.28,0.0926553118934703,15.709999999999994,203.0,10.616,1.0,0.0,0.0,12.0,new york red bulls at inter miami cf
Nimesh Patel: With All Due Disrespect,4,71.675,0.17462419926611056,34.745000000000005,251.5,21.1875,0.5,0.5,0.25,4.0,nimesh patel: with all due disrespect
Nimesh Patel: With All Due Disrespect Tour,1,79.81,0.1394645634285951,24.41,265.0,13.369999999999996,1.0,0.0,1.0,6.0,nimesh patel: with all due disrespect tour
Nimesh Patel: With All Due Disresprect,1,58.115,0.1880623005378924,18.93,296.0,18.93,1.0,0.0,0.0,4.0,nimesh patel: with all due disresprect
Nitro Circus,1,39.91,0.1821205140791262,28.03,754.0,2.046551724137931,1.0,0.0,0.0,120.0,nitro circus
Nitro Circus - Off The Rails,1,38.8,0.0840040319838132,11.279999999999998,,1.764827586206896,0.0,0.0,0.0,120.0,nitro circus - off the rails
North Carolina Central Eagles at Kentucky Wildcats Basketball,1,16.775,0.3059808624299948,22.13,,5.403793103448275,0.0,1.0,0.0,120.0,north carolina central eagles at kentucky wildcats basketball
Nurse Blake,1,61.48,0.104976285133215,37.04,174.0,4.222413793103449,0.0,0.0,0.0,120.0,nurse blake
Nurse Blake: But Did You Die? Comedy Tour,1,41.0,0.1834940213835754,32.480000000000004,222.0,7.692068965517243,1.0,0.0,0.0,120.0,nurse blake: but did you die? comedy tour
October London,1,106.96,0.1005380331399039,30.86999999999999,488.0,16.27333333333333,1.0,0.0,1.0,14.0,october london
Ole 60,1,79.87,0.2995047928374124,102.29,45.0,12.431379310344823,0.0,1.0,1.0,120.0,ole 60
Olly Murs,1,13.855,0.8876922979006203,38.97,28.0,5.567142857142857,0.0,1.0,0.0,32.0,olly murs
Orlando City SC at Inter Miami CF,1,76.94,0.2100174254771393,43.36999999999999,197.0,23.907499999999995,0.0,1.0,0.0,10.0,orlando city sc at inter miami cf
Orlando Solar Bears at Florida Everblades,1,18.565,0.3698325922072969,31.39,120.0,5.174137931034483,0.0,1.0,0.0,120.0,orlando solar bears at florida everblades
OsamaSon,2,68.2075,0.1879366525349858,51.485,98.0,8.138275862068966,0.0,0.5,0.5,120.0,osamason
Ottawa Senators at Columbus Blue Jackets,1,12.81,0.6360274054239936,44.59,,11.696551724137931,0.0,1.0,0.0,120.0,ottawa senators at columbus blue jackets
Ottawa Senators at Minnesota Wild,1,65.29,0.3649045300594241,116.17,,24.14620689655172,0.0,1.0,0.0,120.0,ottawa senators at minnesota wild
PBR: Unleash The Beast - Saturday Only,1,61.790000000000006,0.3430141776418753,76.78999999999999,486.0,20.09275862068965,1.0,1.0,0.0,120.0,pbr: unleash the beast - saturday only
PWHL Special Event: Montreal Victoire at Boston Fleet,1,47.2,0.2715984095125886,28.93,311.0,12.653333333333334,1.0,1.0,0.0,8.0,pwhl special event: montreal victoire at boston fleet
PWHL Takeover - Seattle Torrent at Toronto Sceptres,1,25.355,0.0820221722883007,4.459999999999997,612.0,3.749999999999999,1.0,0.0,0.0,8.0,pwhl takeover - seattle torrent at toronto sceptres
PWHL Takeover Tour:  Montreal Victoire vs Toronto Sceptres,1,46.05,0.1531853991131589,13.939999999999998,283.0,6.969999999999999,1.0,0.0,0.0,6.0,pwhl takeover tour:  montreal victoire vs toronto sceptres
PWHL Takeover Tour: Montreal Victoire At New York Sirens,1,43.11,0.1768035025094799,19.96,471.0,12.036666666666669,1.0,0.0,0.0,8.0,pwhl takeover tour: montreal victoire at new york sirens
PWHL Takeover Tour: Montreal Victoire at Ottawa Charge,1,35.92,0.1332830554382591,10.65,792.0,5.324999999999999,1.0,0.0,0.0,6.0,pwhl takeover tour: montreal victoire at ottawa charge
Pacific Northwest Ballet - The Nutcracker,1,52.715,0.1189223016801122,26.379999999999995,154.0,4.681379310344826,0.0,0.0,0.0,120.0,pacific northwest ballet - the nutcracker
Papa Roach,1,41.37,0.3087219260673671,53.34,433.0,15.709655172413791,1.0,1.0,0.0,120.0,papa roach
Patty Griffin & Rickie Lee Jones,1,68.48,0.1595724723855813,24.709999999999997,395.0,22.39999999999999,1.0,0.0,0.0,6.0,patty griffin & rickie lee jones
Pentatonix,2,63.965,0.24327270731544776,84.14,,15.116379310344831,0.0,0.5,0.0,120.0,pentatonix
Pepe Aguilar,1,99.84,0.1992804020574207,68.17,124.0,25.812500000000004,0.0,1.0,1.0,36.0,pepe aguilar
Phil Wickham,1,74.57,0.1641292248967077,33.55,167.0,19.934,0.0,0.0,0.0,12.0,phil wickham
Philadelphia Ballet - The Nutcracker,17,41.12852941176471,0.1677869409296241,19.922941176470587,177.52941176470588,9.156970588235295,0.23529411764705882,0.35294117647058826,0.0,16.11764705882353,philadelphia ballet - the nutcracker
Philadelphia Eagles at Los Angeles Chargers,1,165.01999999999998,0.2251487676939912,147.14,,26.928620689655176,0.0,1.0,1.0,120.0,philadelphia eagles at los angeles chargers
Phoenix Ballet A Holiday Spectacular Featuring The Nutcracker,1,44.245000000000005,0.1974432653949936,52.57000000000001,,5.6193103448275865,0.0,0.0,0.0,120.0,phoenix ballet a holiday spectacular featuring the nutcracker
Phoenix Suns at Minnesota Timberwolves,1,26.705,0.3447667227484484,43.11,774.0,8.675172413793105,1.0,1.0,0.0,120.0,phoenix suns at minnesota timberwolves
Pitbull,1,62.16,0.1257342972119284,33.470000000000006,115.0,10.463448275862069,0.0,0.0,0.0,120.0,pitbull
Portugal. The Man,3,57.615,0.25833778460346385,55.86666666666667,60.666666666666664,6.36022988505747,0.0,1.0,0.0,120.0,portugal. the man
President,1,46.835,0.0393507348390951,6.550000000000004,50.0,1.9890909090909088,0.0,0.0,0.0,48.0,president
Providence Bruins at Hershey Bears,2,10.575000000000001,0.65328473333751,42.9,,6.805000000000001,0.0,1.0,0.0,120.0,providence bruins at hershey bears
RB Leipzig vs Bayer 04 Leverkusen,1,31.545,0.2502386321383499,19.43,81.0,10.022,0.0,1.0,0.0,12.0,rb leipzig vs bayer 04 leverkusen
RB Leipzig vs FC Bayern Munchen,1,232.3,0.3381717014319443,274.32,76.0,108.84333333333332,0.0,1.0,1.0,14.0,rb leipzig vs fc bayern munchen
Raekwon and Mobb Deep,2,50.989999999999995,0.12953189491478811,26.545,62.0,6.049312500000001,0.0,0.0,0.0,76.0,raekwon and mobb deep
Ray Lamontagne,1,85.255,0.0308697759904795,6.429999999999993,514.0,2.5033333333333303,1.0,0.0,1.0,8.0,ray lamontagne
Real Madrid CF vs Manchester City - European Cup,1,378.755,0.2111746300370953,322.56,,62.820689655172416,0.0,1.0,1.0,120.0,real madrid cf vs manchester city - european cup
Reik,9,126.97722222222221,0.3357486600223051,125.94888888888889,325.7142857142857,45.7292962962963,0.5555555555555556,0.7777777777777778,1.0,10.666666666666666,reik
Riley Green,2,102.16499999999999,0.23667323872139764,88.10000000000001,300.0,20.884137931034488,1.0,0.5,1.0,120.0,riley green
Riverdance,1,83.33,0.3072198349656145,116.62,4.0,11.90655172413793,0.0,1.0,1.0,120.0,riverdance
"RnB Xmas Ball With Boyz II Men , Toni Braxton, Joe and Dru Hill",1,119.025,0.1767636877160082,92.77,64.0,17.54448275862069,0.0,0.0,1.0,120.0,"rnb xmas ball with boyz ii men , toni braxton, joe and dru hill"
Rod Stewart,1,103.505,0.1103712057272869,48.31,342.0,10.827241379310347,1.0,0.0,1.0,120.0,rod stewart
Rod Wave,1,161.20499999999998,0.1575171577371732,136.18,,28.33620689655173,0.0,0.0,1.0,120.0,rod wave
Rosalia,8,139.47666666666666,0.023785165448544667,6.293333333333332,754.875,3.146666666666666,1.0,0.0,0.375,5.333333333333333,rosalia
Russell Dickerson,1,83.13499999999999,0.167315354853832,32.239999999999995,272.0,21.209999999999997,1.0,0.0,1.0,8.0,russell dickerson
SIX The Musical,3,93.94333333333334,0.2388836136816657,98.88333333333333,779.3333333333334,15.040459770114943,1.0,0.6666666666666666,1.0,120.0,six the musical
Sacramento Ballet Presents Nutcracker 2025,1,64.66,0.2096198508284855,55.84,430.0,10.984137931034484,1.0,1.0,0.0,120.0,sacramento ballet presents nutcracker 2025
Sacramento Kings at Indiana Pacers,1,9.0,0.9874305480766518,58.81999999999999,,8.271724137931033,0.0,1.0,0.0,120.0,sacramento kings at indiana pacers
Sam Smith,2,117.44999999999999,0.1784004709647407,85.36,68.5,6.753793103448276,0.0,0.0,1.0,120.0,sam smith
San Antonio Spurs at New Orleans Pelicans,1,14.35,0.2548405986166205,15.27,876.0,2.7937931034482757,1.0,1.0,0.0,120.0,san antonio spurs at new orleans pelicans
San Jose Sharks at Philadelphia Flyers,1,31.04,0.3677902994855118,59.63000000000001,,10.67034482758621,0.0,1.0,0.0,120.0,san jose sharks at philadelphia flyers
San Jose Sharks at Pittsburgh Penguins,1,70.705,0.1799430820056683,74.87,,14.439655172413794,0.0,0.0,0.0,120.0,san jose sharks at pittsburgh penguins
San Jose Sharks at Toronto Maple Leafs,1,69.525,0.2972388155884036,96.5,984.0,19.29068965517241,1.0,1.0,0.0,120.0,san jose sharks at toronto maple leafs
Sarah Brightman,1,75.405,0.0825678376008316,24.099999999999994,217.0,6.1062068965517255,1.0,0.0,0.0,120.0,sarah brightman
Seattle Kraken at Utah Mammoth,1,58.2,0.317297007095848,87.84,,20.8548275862069,0.0,1.0,0.0,120.0,seattle kraken at utah mammoth
Senses Fail & Story Of The Year,1,52.650000000000006,0.1381565548315002,23.57,32.0,7.942,0.0,0.0,0.0,36.0,senses fail & story of the year
Senses Fail & Story of the Year: The Scream Team Tour,1,54.77,0.0860836141026298,14.04,65.0,2.808000000000001,0.0,0.0,0.0,36.0,senses fail & story of the year: the scream team tour
Seven Lions,2,73.965,0.0,0.0,78.5,0.0,0.0,0.0,0.5,2.0,seven lions
Sevendust,1,59.085,0.0754761814433827,11.920000000000009,190.0,6.766000000000001,0.0,0.0,0.0,36.0,sevendust
Shakey Graves,1,46.315,0.0751781999730494,19.419999999999995,49.0,2.335172413793104,0.0,0.0,0.0,120.0,shakey graves
Shakira,3,95.18333333333334,0.3144269443114119,115.56,44.0,24.68770114942529,0.0,1.0,1.0,120.0,shakira
Shane Gillis,1,49.955,0.4375258510141723,124.28,497.0,23.140344827586205,1.0,1.0,0.0,120.0,shane gillis
Shane Gillis Live,1,63.16,0.3952205652376413,110.02,348.0,22.99137931034484,1.0,1.0,0.0,120.0,shane gillis live
Sienna Spiro,9,99.25611111111111,0.19324767888849706,46.763333333333335,21.22222222222222,19.07777777777778,0.0,0.3333333333333333,0.8888888888888888,7.333333333333333,sienna spiro
Sienna Spiro - The Visitor Tour,1,86.13999999999999,0.0024128871245445,0.3599999999999994,17.0,0.3599999999999994,0.0,0.0,1.0,4.0,sienna spiro - the visitor tour
Silverstein,1,45.605,0.0375851232007221,4.599999999999994,76.0,0.4251724137931031,0.0,0.0,0.0,120.0,silverstein
Smokey Robinson,1,97.98,0.0,0.0,301.0,0.0,1.0,0.0,1.0,2.0,smokey robinson
Sombr,1,118.59,0.3858865231516807,163.67,2.0,11.521724137931034,0.0,1.0,1.0,120.0,sombr
South Carolina Upstate Spartans at North Carolina Tar Heels Basketball,1,41.6,0.2175705049478465,46.89999999999999,462.0,9.634482758620688,1.0,1.0,0.0,120.0,south carolina upstate spartans at north carolina tar heels basketball
"Spilt Milk Canberra with Kendrick Lamar, Doechii, Sara Landry and many more",1,136.505,0.1366331958124579,75.12,28.0,12.91862068965518,0.0,0.0,1.0,120.0,"spilt milk canberra with kendrick lamar, doechii, sara landry and many more"
St. Johns Red Storm at Xavier Musketeers Basketball,1,,,,158.0,,0.0,0.0,0.0,,st. johns red storm at xavier musketeers basketball
St. Louis Blues at Nashville Predators,1,19.93,0.4683601776356978,41.5,,10.043793103448277,0.0,1.0,0.0,120.0,st. louis blues at nashville predators
Stavros Halkias,3,79.485,0.2509642314442702,79.38333333333333,123.33333333333333,17.03057471264368,0.0,1.0,0.6666666666666666,120.0,stavros halkias
Stephen Wilson Jr.,1,62.19499999999999,0.0900843355900085,18.86999999999999,80.0,3.7996551724137935,0.0,0.0,0.0,120.0,stephen wilson jr.
Stereophonics,1,120.8,0.1421942174299698,71.35,46.0,10.678275862068968,0.0,0.0,1.0,120.0,stereophonics
Stevie Nicks,1,303.75,0.1343683427846366,191.58,787.0,36.21034482758621,1.0,0.0,1.0,120.0,stevie nicks
Straight No Chaser,2,57.735,0.26674402628705385,81.445,316.5,10.664655172413791,0.5,1.0,0.0,120.0,straight no chaser
Sublime,3,179.69833333333335,0.1690220851247827,110.87999999999998,106.0,29.975927750410506,0.0,0.3333333333333333,1.0,50.666666666666664,sublime
Sublime with Joyce Manor and Out In Front,1,83.485,0.1776338803020626,63.84,83.0,17.865600000000004,0.0,0.0,1.0,104.0,sublime with joyce manor and out in front
Swedish House Mafia,1,86.05,0.0300019470072403,7.210000000000008,177.0,1.802500000000002,0.0,0.0,1.0,10.0,swedish house mafia
Syracuse Crunch at Utica Comets,1,18.14,0.1404616245336063,11.330000000000002,52.0,2.1846428571428578,0.0,0.0,0.0,116.0,syracuse crunch at utica comets
TBD at Atlanta Hawks,1,22.165,0.2343641680795161,34.02,473.0,4.314827586206896,1.0,1.0,0.0,120.0,tbd at atlanta hawks
TBD at Boston Celtics,1,56.05,0.2738767727877504,73.87,889.0,17.787586206896552,1.0,1.0,0.0,120.0,tbd at boston celtics
TBD at Charlotte Hornets,1,10.77,0.1986887452188047,9.29,,1.4158620689655173,0.0,0.0,0.0,120.0,tbd at charlotte hornets
TBD at Chicago Bulls,1,33.41,0.4559923247707343,69.64,597.0,17.589655172413792,1.0,1.0,0.0,120.0,tbd at chicago bulls
TBD at Cleveland Cavaliers,1,27.84,0.3640099155438353,39.7,,3.2672413793103443,0.0,1.0,0.0,120.0,tbd at cleveland cavaliers
TBD at Denver Nuggets,1,29.115,0.2877909579768021,36.18,,6.465172413793104,0.0,1.0,0.0,120.0,tbd at denver nuggets
TBD at Detroit Pistons,1,62.91,1.423772566949481,781.3900000000001,,71.92758620689655,0.0,1.0,0.0,120.0,tbd at detroit pistons
TBD at Golden State Warriors,1,72.37,0.2562669180751364,85.14000000000001,,17.213448275862067,0.0,1.0,0.0,120.0,tbd at golden state warriors
TBD at Houston Rockets,1,15.765,0.3111521186816608,26.27,991.0,3.45,1.0,1.0,0.0,120.0,tbd at houston rockets
TBD at Indiana Pacers,1,14.41,0.9195778237160596,90.98,787.0,9.01413793103448,1.0,1.0,0.0,120.0,tbd at indiana pacers
TBD at LA Clippers,1,24.25,0.8626092737771021,142.98999999999998,913.0,28.174482758620684,1.0,1.0,0.0,120.0,tbd at la clippers
TBD at Los Angeles Lakers,1,82.45,0.272036208716543,116.82,339.0,22.189310344827582,1.0,1.0,1.0,120.0,tbd at los angeles lakers
TBD at Memphis Grizzlies,1,9.6,0.3026255881323852,10.34,,1.9741379310344824,0.0,1.0,0.0,120.0,tbd at memphis grizzlies
TBD at Miami Heat,1,42.775000000000006,0.2536764821241743,43.14999999999999,263.0,10.10689655172414,1.0,1.0,0.0,120.0,tbd at miami heat
TBD at Minnesota Timberwolves,1,134.25,0.3966238850091462,143.2,231.0,11.073793103448276,1.0,1.0,1.0,120.0,tbd at minnesota timberwolves
TBD at New Orleans Pelicans,1,14.25,0.2221420055189884,15.48,,2.51551724137931,0.0,1.0,0.0,120.0,tbd at new orleans pelicans
TBD at New York Knicks,1,133.755,0.1591465363599647,94.76,,21.079310344827583,0.0,0.0,1.0,120.0,tbd at new york knicks
TBD at Philadelphia 76ers,1,21.6,0.6991686132080628,95.01,,10.121034482758615,0.0,1.0,0.0,120.0,tbd at philadelphia 76ers
TBD at Portland Trail Blazers,1,13.02,0.4487425112434835,29.21,,3.189310344827585,0.0,1.0,0.0,120.0,tbd at portland trail blazers
TBD at Sacramento Kings,1,29.13,0.4117368765290378,70.3,755.0,9.414482758620691,1.0,1.0,0.0,120.0,tbd at sacramento kings
TBD at USMNT,1,91.99,0.1530674530462906,36.91000000000001,,12.303333333333336,0.0,0.0,1.0,8.0,tbd at usmnt
TBD at Utah Jazz,1,10.075,0.3665397084515155,22.74,907.0,2.581724137931034,1.0,1.0,0.0,120.0,tbd at utah jazz
TBD at Washington Wizards,1,16.465,0.4237330792946798,43.47,809.0,4.204137931034483,1.0,1.0,0.0,120.0,tbd at washington wizards
