artist_name,secondary_market_events,avg_secondary_price,avg_price_volatility,avg_price_range,avg_active_listings,avg_daily_price_change,high_demand_rate,high_volatility_rate,premium_pricing_rate,avg_price_observations,artist_name_std
"Tahoe Live with Zeds Dead, Porter Robinson, LSZEE and many more - 3 Day Pass",1,219.6,0.1158137161446567,96.29999999999998,37.0,11.782758620689652,0.0,0.0,1.0,120.0,"tahoe live with zeds dead, porter robinson, lszee and many more - 3 day pass"
Taking Back Sunday,4,51.52375,0.045426703246462974,13.100000000000001,53.75,1.3557931034482755,0.0,0.0,0.0,93.0,taking back sunday
Tampa Bay Lightning at Montreal Canadiens,1,70.95,0.2447191892216203,73.03,919.0,14.181379310344829,1.0,1.0,0.0,120.0,tampa bay lightning at montreal canadiens
Tampa Bay Lightning at New Jersey Devils,1,23.99,0.6474446229019711,102.58,,13.948965517241378,0.0,1.0,0.0,120.0,tampa bay lightning at new jersey devils
Tampa Bay Lightning at New York Islanders,1,56.0,0.3443814005823542,89.50999999999999,,14.681724137931038,0.0,1.0,0.0,120.0,tampa bay lightning at new york islanders
Tampa Bay Lightning at Toronto Maple Leafs,1,71.03,0.2228712978367873,69.21,915.0,15.982758620689657,1.0,1.0,0.0,120.0,tampa bay lightning at toronto maple leafs
Tape B,3,52.60833333333333,0.0813938830409679,16.27,54.666666666666664,1.4674712643678156,0.0,0.0,0.0,120.0,tape b
Tech N9ne,1,65.67500000000001,0.0617659035991886,11.590000000000003,178.0,6.792000000000002,0.0,0.0,0.0,12.0,tech n9ne
Teddy Swims,1,68.485,1.4393445492635084,695.04,248.0,40.7021052631579,1.0,1.0,0.0,80.0,teddy swims
The Academy Is,1,59.425,0.0256741359382136,3.3500000000000014,22.0,1.1166666666666671,0.0,0.0,0.0,8.0,the academy is
The All-American Rejects w/ special guest Joyce Manor - 949 presents,1,105.86,0.1246988861127707,69.61000000000001,51.0,10.75896551724138,0.0,0.0,1.0,120.0,the all-american rejects w/ special guest joyce manor - 949 presents
The Amity Affliction & August Burns Red,1,99.6,0.3705227500065917,82.52000000000001,29.0,61.89,0.0,1.0,1.0,6.0,the amity affliction & august burns red
The Amity Affliction & August Burns Red: The Springs Horizons Tour,1,64.23,0.2990860797587483,41.11,452.0,16.346666666666668,1.0,1.0,0.0,8.0,the amity affliction & august burns red: the springs horizons tour
The Beths,1,45.15,0.1523491640682081,20.65000000000001,43.0,3.97857142857143,0.0,0.0,0.0,32.0,the beths
The Cure,4,186.01,0.0,0.0,79.5,0.0,0.0,0.0,0.5,2.0,the cure
The Elovaters with Kash'd Out and Coyote Island,1,55.635000000000005,0.3191353620445589,74.0,36.0,6.0024137931034485,0.0,1.0,0.0,120.0,the elovaters with kash'd out and coyote island
The Game Awards,1,208.035,0.5374707830039805,403.39,120.0,50.95034482758621,0.0,1.0,1.0,120.0,the game awards
The Garden Cup,1,21.66,0.2533490739396157,25.7,786.0,4.783448275862069,1.0,1.0,0.0,120.0,the garden cup
The Isley Brothers,1,48.015,0.2236139885119798,42.99999999999999,885.0,6.888965517241378,1.0,1.0,0.0,120.0,the isley brothers
The Knocks,1,40.125,0.1651428925627202,24.5,17.0,2.4565517241379315,0.0,0.0,0.0,120.0,the knocks
The Lumineers,1,88.77,0.1412373980107164,32.92,,12.03,0.0,0.0,1.0,10.0,the lumineers
The Mountain Goats,2,77.39250000000001,0.4454478058173539,95.44000000000001,56.0,6.798275862068964,0.0,1.0,0.5,120.0,the mountain goats
The Nutcracker,3,83.75666666666666,0.15931072286267134,41.656666666666666,78.66666666666667,14.04,0.0,0.0,0.6666666666666666,48.666666666666664,the nutcracker
The Nutcracker - American Ballet Theatre,4,69.92750000000001,0.17089482570690143,35.285,324.25,15.679499999999997,1.0,0.25,0.25,24.0,the nutcracker - american ballet theatre
The Offspring,1,88.3,0.0559402224040044,10.64,20.0,6.299999999999997,0.0,0.0,1.0,6.0,the offspring
The Red Clay Strays,1,63.41,0.0769958557283616,13.420000000000002,,8.419999999999998,0.0,0.0,0.0,10.0,the red clay strays
The Rock Orchestra,1,68.03999999999999,0.1359827293173612,41.1,,10.39,0.0,0.0,0.0,120.0,the rock orchestra
The Rock Orchestra By Candelight,1,79.075,0.2606748614761646,89.99999999999999,698.0,19.17206896551724,1.0,1.0,1.0,120.0,the rock orchestra by candelight
The Washington Ballet's Nutcracker,1,131.24,0.3906462843679377,131.16000000000005,895.0,63.012,1.0,1.0,1.0,12.0,the washington ballet's nutcracker
Third Eye Blind and  Yellowcard,1,77.875,0.1389637697819092,34.7,75.0,4.882068965517241,0.0,0.0,1.0,120.0,third eye blind and  yellowcard
This World of Tomorrow,1,221.0,0.1306280530126005,87.48999999999998,68.0,11.14655172413793,0.0,0.0,1.0,120.0,this world of tomorrow
Three Days Grace,2,89.4275,0.13122752272325441,49.724999999999994,26.5,6.746379310344826,0.0,0.0,0.5,120.0,three days grace
Tim McGraw,1,93.61,0.2289470893074409,73.92,,21.877241379310348,0.0,1.0,1.0,120.0,tim mcgraw
Tito Nieves,1,72.13499999999999,0.240603757768699,61.78999999999999,40.0,18.467777777777776,0.0,1.0,0.0,40.0,tito nieves
Tool,1,135.82,0.0930707769991081,44.85,58.0,12.253448275862068,0.0,0.0,1.0,120.0,tool
Toronto Marlies at Laval Rocket,2,20.415,0.31905142153865607,30.6,232.5,6.125862068965517,1.0,1.0,0.0,120.0,toronto marlies at laval rocket
Toronto Sceptres at Montreal Victoire,1,33.22,0.231378257013316,15.959999999999996,479.0,10.624999999999998,1.0,1.0,0.0,6.0,toronto sceptres at montreal victoire
Tracy Lawrence,1,54.55,0.1232191197845792,22.49,485.0,6.262068965517241,1.0,0.0,0.0,120.0,tracy lawrence
Trans-Siberian Orchestra,11,66.62954545454545,0.24832071358873326,66.78727272727272,550.0,15.680971786833853,0.09090909090909091,0.7272727272727273,0.09090909090909091,120.0,trans-siberian orchestra
Treaty Oak Revival,22,133.99200000000002,3.6110441609579167e-17,0.0,235.54545454545453,0.0,0.6363636363636364,0.0,0.18181818181818182,2.8,treaty oak revival
Treaty Oak Revival with Jessie Murph,1,,,,75.0,,0.0,0.0,0.0,,treaty oak revival with jessie murph
Trevor Noah,6,122.51166666666667,0.22907380880062403,65.27999999999999,241.5,43.839166666666664,0.6666666666666666,0.6666666666666666,1.0,8.0,trevor noah
Trisha Paytas: TRISHMAS LIVE!,2,55.099999999999994,0.14635298413676961,31.750000000000004,329.0,7.047586206896552,0.5,0.5,0.0,120.0,trisha paytas: trishmas live!
Turnpike Troubadours,4,104.7775,0.20767531331762398,102.38,158.75,10.003304597701149,0.25,0.5,0.5,92.0,turnpike troubadours
Two Friends,1,75.59,0.0502650656212995,8.060000000000002,32.0,4.615000000000002,0.0,0.0,0.0,6.0,two friends
Two Friends Present: Big Bootie Land Chicago,1,91.72,0.0975516601075551,24.950000000000003,503.0,9.91,1.0,0.0,1.0,10.0,two friends present: big bootie land chicago
Tycho,1,71.675,0.0967605515458337,21.080000000000005,180.0,11.046,0.0,0.0,0.0,12.0,tycho
Tyler Childers,12,124.38833333333334,0.13605592878114947,39.95499999999999,389.09090909090907,21.149027777777775,0.9166666666666666,0.16666666666666666,1.0,7.166666666666667,tyler childers
UConn Huskies at Xavier Musketeers Basketball,1,,,,197.0,,0.0,0.0,0.0,,uconn huskies at xavier musketeers basketball
UMass Lowell River Hawks at Maine Black Bears Men's Hockey,1,37.25,0.4501466491906121,62.08,248.0,10.822413793103449,1.0,1.0,0.0,120.0,umass lowell river hawks at maine black bears men's hockey
United States vs Belgium - Friendly,1,68.575,0.2195813151939975,39.16,,17.623333333333335,0.0,1.0,0.0,8.0,united states vs belgium - friendly
United States vs Germany - Friendly,1,68.645,0.1722610854693487,25.17,,22.94333333333334,0.0,0.0,0.0,8.0,united states vs germany - friendly
United States vs Portugal - Friendly,1,127.04,0.214752706636356,72.44000000000001,,24.146666666666672,0.0,1.0,1.0,8.0,united states vs portugal - friendly
Van Morrison,1,318.49,0.0943504504635789,59.94,92.0,29.97,0.0,0.0,1.0,6.0,van morrison
Vegas Golden Knights at Columbus Blue Jackets,1,33.405,0.3753323796440174,71.46000000000001,,9.993793103448278,0.0,1.0,0.0,120.0,vegas golden knights at columbus blue jackets
Vegas Golden Knights at New York Islanders,1,20.41,0.2365658270744073,18.25,,4.5872413793103455,0.0,1.0,0.0,120.0,vegas golden knights at new york islanders
Vegas Golden Knights at Philadelphia Flyers,1,29.02,0.2503256889183808,32.06,,5.002413793103449,0.0,1.0,0.0,120.0,vegas golden knights at philadelphia flyers
Vir Das: Hey Stranger,6,63.6225,0.036688847291750086,5.1983333333333315,570.5,5.1983333333333315,1.0,0.16666666666666666,0.3333333333333333,2.6666666666666665,vir das: hey stranger
WWE Friday Night SmackDown,1,94.585,0.2196115056563143,70.52999999999999,,17.910869565217393,0.0,1.0,1.0,96.0,wwe friday night smackdown
WWE Monday Night RAW,1,72.68,0.2335644874579691,99.01,772.0,16.753103448275866,1.0,1.0,0.0,120.0,wwe monday night raw
Washington Capitals at Winnipeg Jets,1,74.08,0.2708827044215864,87.16000000000001,,14.51448275862069,0.0,1.0,0.0,120.0,washington capitals at winnipeg jets
Whiskey Myers,3,69.16000000000001,0.33064411866264315,84.37,558.0,25.530416666666667,1.0,1.0,0.3333333333333333,68.0,whiskey myers
Whitechapel,1,35.17,0.0263271598333863,2.5700000000000003,78.0,1.4266666666666648,0.0,0.0,0.0,42.0,whitechapel
Widespread Panic,4,183.9475,0.15135880900360707,45.48000000000001,261.25,45.48000000000001,0.75,0.25,1.0,4.0,widespread panic
Widespread Panic - 3 Day Pass,1,809.1,0.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0,widespread panic - 3 day pass
Wolf Alice,1,43.345,0.3454728829360964,70.53,21.0,11.178965517241378,0.0,1.0,0.0,120.0,wolf alice
World Ballet Company: Nutcracker,1,69.3,0.0258370973501967,6.079999999999998,511.0,0.8758620689655179,1.0,0.0,0.0,120.0,world ballet company: nutcracker
World Darts Championship - Friday Afternoon Session,1,113.06,0.1615546243314135,70.1,63.0,15.76076923076923,0.0,0.0,1.0,56.0,world darts championship - friday afternoon session
World Darts Championship - Friday Evening Session,1,100.345,0.3826672884204807,178.14999999999998,70.0,31.28538461538461,0.0,1.0,1.0,56.0,world darts championship - friday evening session
World Darts Championship - Thursday,1,99.865,0.1769945881150558,72.77000000000001,71.0,17.612307692307695,0.0,0.0,1.0,56.0,world darts championship - thursday
Xavi,2,27.9625,0.3507795322759603,39.55,658.5,5.884310344827586,1.0,1.0,0.0,120.0,xavi
Xavier Musketeers at Georgetown Hoyas Basketball,1,,,,404.0,,1.0,0.0,0.0,,xavier musketeers at georgetown hoyas basketball
Xavier Musketeers at Villanova Wildcats Basketball,1,,,,92.0,,0.0,0.0,0.0,,xavier musketeers at villanova wildcats basketball
"Z100's Jingle Ball with Ed Sheeran, Zara Larsson, Conan Gray and many more",1,80.695,0.6374678738362275,334.94,,61.27206896551724,0.0,1.0,1.0,120.0,"z100's jingle ball with ed sheeran, zara larsson, conan gray and many more"
Zac Brown Band,2,172.65500000000003,0.25464547749780714,212.4,,50.86913793103447,0.0,1.0,1.0,120.0,zac brown band
Zach Bryan,2,95.06,0.19411297952326395,47.4,290.5,23.904999999999998,1.0,0.5,1.0,6.0,zach bryan
Zach Bryan - With Heaven On Tour,3,88.44333333333333,0.20509198650920582,43.526666666666664,997.0,27.411666666666672,0.3333333333333333,0.3333333333333333,1.0,6.0,zach bryan - with heaven on tour
Zach Top,1,68.07,0.1278686797149528,30.74,694.0,5.128275862068967,1.0,0.0,0.0,120.0,zach top
Zakk Sabbath,2,57.3625,0.17101574372767353,38.61,66.5,8.162891666666667,0.0,0.5,0.0,102.0,zakk sabbath
Zeds Dead,2,77.5825,0.1790053757858719,61.519999999999996,135.5,11.133620689655174,0.0,0.5,0.5,120.0,zeds dead
for KING & COUNTRY,5,114.22999999999999,0.23307587995454743,115.02000000000001,284.0,19.46248275862069,0.2,0.8,0.8,120.0,for king & country
