lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name,plays_per_listener,artist_name_std
349.0,2042.0,Unknown,Far*East Movement,5.851002865329513,far*east movement
252.0,2405.0,Unknown,N*E*R*D,9.543650793650794,n*e*r*d
49.0,178.0,Unknown,Tropical F*** Storm,3.63265306122449,tropical f*** storm
1143068.0,22193572.0,Hip-Hop,24kGoldn,19.415793286138708,24kgoldn
643218.0,13057518.0,RnB,4batz,20.300299431918884,4batz
2155056.0,193135643.0,Pop Punk,5 Seconds of Summer,89.61977925399619,5 seconds of summer
1370404.0,94681038.0,Hip-Hop,A Boogie Wit Da Hoodie,69.08987276744668,a boogie wit da hoodie
1204732.0,12689952.0,new wave,A Flock of Seagulls,10.533423201176694,a flock of seagulls
1347087.0,35073682.0,Trance,Atb,26.036686568870458,atb
431780.0,2586705.0,RnB,B2k,5.990793922831071,b2k
31674.0,296468.0,Pop,"Benny Blanco, Halsey",9.359979794152933,"benny blanco, halsey"
1688382.0,66986419.0,Electronic,blackbear,39.67491894606789,blackbear
81550.0,682441.0,Country,Blackhawk,8.368375229920295,blackhawk
1232783.0,8307218.0,RnB,BLACKstreet,6.7385890298617035,blackstreet
4510121.0,298967466.0,Punk Rock,Blink-182,66.28812530750284,blink-182
425370.0,9584148.0,RnB,BLXST,22.531320967628183,blxst
1032741.0,126108874.0,cloud Rap,BONES,122.11084289284535,bones
