city,date_only,num_events,temperature_avg,precipitation_total
Miami Beach,2016-03-17,5,,
Miami Beach,2016-03-18,6,,
Miami Beach,2016-03-19,8,,
Miami Beach,2016-03-20,9,,
Miami Beach,2016-03-21,1,,
Miami Beach,2016-03-24,1,,
Miami Beach,2016-04-17,1,,
Miami Beach,2016-04-18,1,,
Miami Beach,2016-04-20,1,,
Miami Beach,2016-04-23,1,,
Miami Beach,2016-04-25,1,,
Miami Beach,2016-05-15,1,,
Miami Beach,2016-05-22,1,,
Miami Beach,2016-06-04,1,,
Miami Beach,2016-06-16,1,,
Miami Beach,2016-08-14,1,,
Miami Beach,2016-09-14,1,,
Miami Gardens,2016-03-19,2,,
Miami Gardens,2016-03-20,1,,
Nashville,2016-03-12,1,,
Nashville,2016-03-14,1,,
Nashville,2016-03-15,4,,
Nashville,2016-03-16,4,,
Nashville,2016-03-17,2,,
Nashville,2016-03-18,3,,
Nashville,2016-03-19,5,,
Nashville,2016-03-20,4,,
Nashville,2016-03-21,2,,
Nashville,2016-03-22,2,,
Nashville,2016-03-23,1,,
Nashville,2016-03-24,1,,
Nashville,2016-03-25,2,,
Nashville,2016-03-26,3,,
